featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci	Polyomavirus HPyV6	Polyomavirus HPyV7	Merkel Cell Polyomavirus	Malasseziaceae	Corynebacteriaceae	Micrococcaceae	Other families
X940001	0.18442059824638132	0.05369204294442829	0.15310989905303757	0.19958787687592194	-0.032910773476963334	-0.020607925725449686	-0.03758711713242404	0.11081213916618736	0.08474433349764045	-0.016152937737164242	0.14528287645476648	-0.061960015376754975
X940002	-0.07099779870339432	-0.07720049341587934	-0.037909021580977365	-0.008117103441743434	-0.0792278189886517	-0.08086604050826553	-0.1501180168626606	-0.13463621859868424	-0.08529223736656398	-0.07737665449536217	-0.00811321744724755	-0.08126764350377111
X940005	-0.020408815866795132	-0.11333818650353053	-0.01749261576287603	-0.0005175870080754708	-0.11609629320907341	-0.107598667988847	-0.3778695226034312	-0.15718080088861952	-0.15114131511248396	-0.094980326660958	0.05753436453012564	-0.1355634655917581
X940007	0.09534304361164644	0.24737585210293175	0.3433419645734506	0.3768409304577982	0.27846111341987245	0.20316340111375975	0.40650755214408196	0.1155859039259559	0.32631085639206214	0.2698854424353579	0.3229919452833605	0.2874311912010197
X940010	1.102840051557848	0.8157841816562152	-0.06965021733994131	0.35678489896303367	0.5133130645866009	1.01108278436921	0.6522785071580275	0.7378677396177216	0.3710517270434922	0.36332369031551676	0.04863350564740368	0.6314697621998411
X940013	0.16855639987921586	0.12565983572447711	0.21878061165860713	0.22741880008808046	0.13237572803293898	0.12134235806483006	-0.03894667804157328	0.08099503980854748	0.11564752854009365	0.1487148717764195	0.2671251503921699	0.11777356874985004
X940014	0.3610511665974304	0.0912388605388286	1.4441757337602534	-0.7206519271966835	0.8337306714790524	-0.09379934937737368	0.49783391906108676	2.4450766525331264	0.9817230574985524	1.3571368209878338	0.7314855187280367	0.41274056410508186
X940015	0.39408811097072194	0.33252967992710725	-0.130427764428743	0.2354865424006275	0.15130060027767714	0.41954857571044624	0.270829327330083	0.07482034423334681	0.09085555828032156	0.0426726802087319	-0.02748308342958869	0.23815117990526383
X940019	0.4359531695307355	-0.04948688872480302	-0.4906879436883282	-0.5852843370689581	-0.17420323819477154	0.11161244550074077	-0.45542269474741826	0.41835541497792605	-0.3279497015072085	-0.16704801618962478	-0.45494292807480363	-0.18574660828304876
X940021	-1.2839854203998444	-0.39575834317466363	1.2900372885685472	0.6430738298955797	0.19087321335764632	-0.8340138266718902	0.3721178674107586	-0.5621118784383279	0.5604292476603924	0.4148453116183482	1.0102663110253953	0.020933810683196462
X940022	0.1505554188404394	0.1278201257157273	-0.02013852707165359	0.2746769321823531	0.023584780934766486	0.16009709923619653	-0.06538691784685205	-0.19422853892553404	-0.017606446415344798	-0.03606985517352594	0.11221945228706612	0.07021275457809531
X940024	0.41549060337602983	0.26649480137912973	0.1168557457776708	0.29499444802087316	0.17244333426086772	0.3224470044994744	-0.04163871825518765	0.13674929938055325	0.10113740216174184	0.1432443699193567	0.2382917118649259	0.1929279029696281
X940025	0.5978102044913751	0.5369497952378685	0.500843899166886	0.6563248629615684	0.48141044387271037	0.5580146785298831	0.31159775891892094	0.360161685576623	0.442370906757766	0.4611598823558447	0.6028822922475299	0.4957896881834568
X940026	0.6276290828649873	0.2881973475289903	0.06301289939101956	0.37392006500921904	0.11767309427203834	0.3969250438811458	-0.42245357804119177	0.065936128376878	-0.034445940223069335	0.0805107187966206	0.318489867381091	0.14057674078899754
X940027	0.3147519771408349	0.006980083652298831	-0.37599121027319565	-0.26072298182309506	-0.1345175571146273	0.1277113135668908	-0.3279145432901158	0.1158599218584959	-0.25164744953138063	-0.16904926673593962	-0.2845781330735129	-0.11086404874063491
X940028	0.7305285324364876	0.3099434523842459	-0.03307618597054812	0.2103251440202506	0.12453017981642603	0.4508226634936725	-0.3822212013395072	0.2567815291064497	-0.046901254697022984	0.08986528223343056	0.18793538997402773	0.1450690788764826
X940029	0.16891112667538397	0.15638258536095404	-0.13388851944662677	0.028305592656650003	0.06416902652738757	0.20418611680155174	0.227811524993462	0.07866245127428882	0.04307665260362738	0.002706261381558394	-0.11750509322625599	0.11420704863405098
X940031	0.002562757834802837	0.2735767820780328	0.3959258964656454	0.5181702926764692	0.3046772914431488	0.20303927978314995	0.5399010443537309	-0.022580564770263725	0.3831810008846258	0.2738171578709228	0.3808815875452227	0.3330994566720573
X940032	-0.052490578135669236	-0.09666382239444121	-0.1587344760297879	-0.1279680462866697	-0.12177798361827272	-0.07795061577400166	-0.15229127425485925	-0.09696979959706355	-0.14030845874321296	-0.12972672386301415	-0.13961139164396116	-0.11601274204219289
X940034	0.45376577435499654	0.18556397382459353	0.0969546111700415	0.19495345706447342	0.10384449738098958	0.25551159984040295	-0.31272018958544034	0.166973043777235	0.00011865188103112045	0.1077209550543173	0.24156549419971188	0.09557641164287925
X940040	-0.4911427223009428	-0.15223833619052665	0.46550409212323146	0.39605887606180723	0.021613502329369788	-0.3119718346927187	-0.005103712687584604	-0.443443161808444	0.1420676855166484	0.07836270710282552	0.4497556018667943	-0.021099482185423547
X940043	-0.2786494960999515	-0.3316527860456885	-0.6275096845212316	-0.34662506508686175	-0.46170645475621397	-0.2722096567620924	-0.4400625903304727	-0.5563167876888728	-0.510595368726478	-0.5362852902467053	-0.5299153587307606	-0.40261092895394146
X940045	-1.4111414363398052	-1.3787643395748992	0.4190474926609418	-0.5163943107463328	-0.8320754513947206	-1.6635671412056041	-1.9690863814605342	-0.979503730146609	-0.726141114654744	-0.4561472093835332	0.375667098042304	-1.139402767180015
