featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci	Polyomavirus HPyV6	Polyomavirus HPyV7	Merkel Cell Polyomavirus	Malasseziaceae	Corynebacteriaceae	Micrococcaceae	Other families
X940001	0.1986820044546971	0.2525622376777038	0.09583600441492796	0.1159606281563327	0.26041298749427305	0.0993283994758975	-0.0005970268763562915	-0.33424989443761394	0.5592639957027806	0.0848010851166922	0.08634958175566954	0.28417663800156784
X940002	0.37147671860411546	0.05564446705406867	-0.11710456749575587	0.29469096232982495	0.11026616992659316	0.10934675356184237	-0.09680540492184617	-0.314245489244179	0.2223396033776982	-0.28971721936691425	-0.07439616066288857	0.24230532764099016
X940005	0.3764574712340345	0.046341420548240975	-0.1376894542756511	0.2957175866379941	0.09987323662412123	0.10049481438314162	-0.1198665086315672	-0.34796766224474357	0.22375723896400002	-0.3191845795458928	-0.09128460726712018	0.23935610757099052
X940007	0.47494969136659837	0.3229776600726889	0.32664401478649874	0.4500110237441459	0.43843359771565626	0.39827506753241293	0.4213735282701315	0.3372754961764873	0.32366999628179205	0.27051195394278355	0.3029914528190515	0.4651223737705751
X940010	-0.2206108451126105	0.22279373451693674	0.42504682734933014	-0.1182305590249165	0.1042785944175661	0.12453212888040882	0.35692981112987726	0.6533793712271647	0.025309629676810608	0.6548501013137323	0.38580907962465616	-0.06392579153279304
X940013	0.4492672631983414	0.21167920734751478	0.08368621630154544	0.39178901302403457	0.25474175046025854	0.2532011061651965	0.1008572161309357	-0.06218780534768159	0.3352504846122665	-0.04555892459295825	0.11483491883899732	0.3532441071672315
X940014	-2.9417427188600827	-0.30195262688515767	0.6233098433779254	-2.370997801106225	-1.2934672614967195	-1.0459489863893872	-0.0549523435798048	1.6431102644407578	-1.2217437822791744	1.9049720792098317	0.5314665421495944	-2.176572766046107
X940015	0.29783057115188005	0.1033482938761322	0.07411244272127976	0.26121696950483	0.21625365598559332	0.1803721231930241	0.16213241206112086	0.04646412152436291	0.13532976583892686	-0.00824577530201627	0.061117391022782575	0.2648095977107286
X940019	1.4766577510145205	0.14456301521134252	0.1244138022949774	1.250398644619181	1.1041283998947766	0.774547784673751	0.9041144926492902	0.15260267081006867	0.1995399907339731	-0.38372176772331007	-0.05687167408225691	1.3600640222020808
X940021	0.6886299827967186	0.5543428960773346	0.09469158389655447	0.6027084846259246	0.18026863576282642	0.3571897314174452	-0.2749562090525686	-0.4579920704163513	0.9786741527185975	-0.09855646056706598	0.30977601936149457	0.4004451168917736
X940022	0.6994194927910666	0.21878173643885235	-0.2080008470115467	0.5599145959655046	0.13343613001822202	0.20712788920361985	-0.3375821851571495	-0.7071306848621188	0.622558146069759	-0.521537041990764	-0.05949881635426746	0.4039657183927006
X940024	0.4067666033362951	0.19499103483103342	0.08050621848208878	0.35548437483276996	0.2329477712560411	0.2317787776625973	0.0954144760632504	-0.049981060366966534	0.30548628634665975	-0.03482211279808907	0.10848205672424471	0.32092017110314847
X940025	0.9403512155513394	0.6477077914361716	0.5027655463856682	0.871294811003181	0.7138606334879514	0.7060846607174294	0.5363804013485972	0.3384778743675359	0.7883100223366014	0.34751844656976977	0.5346344138495364	0.8297843730744863
X940026	0.03730552434518056	-0.0334584491822687	0.07323459847629613	0.04021466192827543	0.12818712011622507	0.06142603618164638	0.22012605184450082	0.20577581176416265	-0.12931310002299956	0.07966949675413168	0.00874316021153801	0.09604113455798363
X940027	-0.18949474623590198	-0.23274517859330202	-0.2020759885250299	-0.19246200376716768	-0.16953946550123905	-0.19441702175087078	-0.14615390979678797	-0.1629360913280729	-0.25976414380252033	-0.20886738715196512	-0.22385340640423668	-0.17450691149513248
X940028	0.3755498444172478	0.03781557377351008	-0.07265774929608187	0.3036845180898161	0.17260718366071165	0.13754031239921488	0.02177819072667334	-0.19331308567296607	0.14810575669210946	-0.23419634135212847	-0.0648474718117883	0.2822646740010531
X940029	-0.033131687196963994	0.022801069022729492	0.13352984382984062	-0.008404869113154273	0.09534497210898601	0.058977385668738724	0.2083319279786037	0.26598199678818796	-0.08023533541526506	0.18895030533033913	0.08520778014284935	0.03795919072012072
X940031	0.6068248859038567	0.4541110818456978	0.36325900700349617	0.5687156182592136	0.4729025420121421	0.475922024155957	0.36586447703979624	0.2591435249792063	0.5413469686182478	0.2775161000278618	0.38768389709159434	0.5398711420893594
X940032	0.12797572323008957	-0.03409377725525664	-0.12505959466566435	0.08828080156804377	-0.008533244983512545	-0.007842662850020665	-0.11695034382699906	-0.2289447380764828	0.05350375210259084	-0.21436257106194861	-0.10192264103696658	0.060220884195150204
X940034	-0.242418302265462	-0.011904500510784843	-0.039427779791050555	-0.20747806500856644	-0.21004678997193343	-0.1385497429915375	-0.2048081484721128	-0.08173427233030267	0.006810978990236527	0.038863349763681374	0.007844528709467613	-0.2411340311311309
X940040	0.6107175731446202	0.32218726834399847	-0.05051371881721184	0.5109144523663264	0.15106711871045125	0.24883787312991518	-0.24242935298696375	-0.49153671875540933	0.671168954581756	-0.27489030729353275	0.09805506578267298	0.3629565124658785
X940043	-0.10365192173006818	-0.36853919019396086	-0.5050870125769074	-0.16689198028476757	-0.3141821477025513	-0.31874550948071306	-0.47990976141032343	-0.6602742515972846	-0.2363853050702659	-0.6472719453211678	-0.47350447237088933	-0.20697746065985595
X940045	0.8848514531595282	-0.18026204114345445	-0.508203268720407	0.6609100504359474	0.26623933342522527	0.14582787866210362	-0.19018619474443996	-0.8642888448817874	0.14912205045344462	-1.0112686611449628	-0.49417249438284483	0.6033198855019741
X940047	0.5330363638706654	0.6181899730362191	0.3426907505450251	0.5093566415491139	0.27199821521379025	0.4202760583211384	0.021691720203344565	0.004985426817555594	0.8679062873614874	0.2892642101329674	0.4954660248844326	0.37321800891903517
X940048	0.8443170030149656	0.3834300099094138	-0.016771864933729674	0.7117952928900123	0.3108850527178508	0.37740779373234984	-0.1321748217905566	-0.48440191216919576	0.7623305159478043	-0.3146182864817984	0.12102106141615454	0.5664583415747757
X940049	0.07191094267880807	0.01681940177044028	0.03972201179924778	0.06588466014454589	0.08075271910881804	0.05642497182505918	0.09514456740644675	0.06989709285344586	-0.0027640229658120186	0.026059298316615173	0.020200412097593712	0.08128247761570756
