Eigvals	3
34.52258928137762	23.723803343882924	21.002666906216504

Proportion explained	3
0.5427824573031109	0.2563230786203968	0.20089446407649222

Species	12	3
Propionibacteriaceae	20.093623607563906	-3.535670993257861	0.38860584669201703
Staphylococcus caprae or capitis	-9.396109678654753	-3.8068632167829803	-4.119650675876929
Staphylococcus epidermidis	2.5348411876593193	3.0465928543110867	1.8960321417931367
Staphylococcus hominis	16.79370614814598	-2.708573511290723	0.3287578288165837
Other Staphylococci	1.4508281981635198	1.781563379006196	3.411885742193345
Polyomavirus HPyV6	2.5631893890297506	0.3915808930526987	-0.1750926045199478
Polyomavirus HPyV7	-6.719370183938637	9.38018355897256	-4.394723453403476
Merkel Cell Polyomavirus	3.330066002070957	14.061003426090242	3.2385619313951626
Malasseziaceae	-0.06810810319472421	-10.518404695666195	-12.362854042711184
Corynebacteriaceae	-5.909710626221649	1.2562824104110406	1.2887340480113574
Micrococcaceae	-14.219797447066872	1.4202414641722494	-3.9476732295868096
Other families	-10.453158493556797	-10.767935569018318	14.44741646719676

Site	1225	3
X940001	0.0034099828018353726	-0.026683847279431034	-0.012390508363686933
X940002	0.01571230804932533	-0.011426268382185247	-0.004666495232112388
X940005	0.019453527612650734	-0.014460568183750352	-0.010817454285922715
X940007	-0.005131460491088553	0.01269676773598769	0.043985511051305125
X940010	-0.015760204862516655	0.01265511572637526	-0.030027271209271254
X940013	0.012549074372131494	-0.015979748053381895	-0.005640689929151432
X940014	-0.0910391249057427	0.007249657347078409	0.014095655236368472
X940015	0.01454483078793624	-0.0011887526669766102	0.004691376925042696
X940019	0.0044993588357641855	0.0069620332836067	0.00226155159003196
X940021	-0.020831677735377814	-0.06366621495525288	0.05590060682971404
X940022	0.019084896994929386	-0.05467510144989898	-0.025842985302792946
X940024	0.007711632136196286	-0.013408830828569961	0.005167362533537499
X940025	0.0046717597976362445	-0.005590100324780465	0.024215566840147196
X940026	-0.03363531233543421	0.020516912790953842	-0.007045614753295286
X940027	0.002567455287159088	0.002207789364974234	0.0047095915661700665
X940028	0.014435513844447861	-0.009709286204843624	0.002951635140941812
X940029	0.009523184932592712	0.00935901449616055	-0.006620884770273131
X940031	0.002450238726467702	-0.011373363051673569	0.032282569036447856
X940032	0.00814584317683063	-0.008091404950863941	0.0050292801433809865
X940034	-0.01026731897376049	-0.018898737631278233	-0.02697258557489101
X940040	-0.00011943792091805201	-0.03639663323369277	0.02191797332475343
X940043	0.023632643631344194	-0.009874525931755562	-0.023537761670082303
X940045	0.06330217514318026	-0.004934527134006794	-0.0628870401033216
X940047	-0.017137115568282457	-0.07735872881974915	0.04306294286191464
X940048	0.012734685099498924	-0.03926090307513812	0.0005554290079627948
X940049	0.009580607647602012	-0.001550726511176535	-0.0021520879335389562
X940050	-0.06323953532214878	-0.008010058396578977	-0.01886351525977825
X940053	-0.004813766478619377	0.02245191764568594	0.04847681388662155
X940054	0.006312766461350066	-0.05861264173428747	-0.0007645540480772645
X940055	-0.009202874272596287	0.002303037669391298	-0.0013131816043462485
X940056	-0.018896663237462107	-0.0074324904154654025	-0.004984687434776058
X940058	0.016607837812973158	-0.006990254733911012	-0.006245021129891589
X940059	0.010651046745826091	-0.011805148878722999	-0.014771964536183341
X940062	-0.11601517254945252	0.01339781592375606	-0.007142597568592483
X940069	0.007721688911713516	-0.0003099967210179504	0.01963395716699068
X940071	-0.035943116038807094	0.009979387323666291	0.07638395469829108
X940072	0.007586613108841472	0.0018908054473974715	0.01105522847175356
X940073	0.0058079489070577165	0.09237608765256715	-0.08649297465376626
X940074	-0.020701198764223803	0.014040130266309684	0.06883496906652563
X940079	0.028091866207189724	0.04725857580747403	0.13913699150660025
X940080	0.003100550787972838	-0.02161192226954428	-0.002822164776071865
