Eigvals	3
17.787337623904236	14.038287786953282	9.281143013642843

Proportion explained	3
0.527665194062464	0.32867360896763553	0.14366119696990043

Species	5	3
Propionibacteriaceae	-2.0358283324268203	-4.168812307381159	-3.899030319597736
Staphylococcus caprae or capitis	-2.716083149126933	-6.910172719322955	6.74303721138353
Staphylococcus epidermidis	15.2284429425321	3.485516062037238	0.6799363870114328
Staphylococcus hominis	-8.2452031171241	10.540799771418161	1.3037440817645263
Other Staphylococci	-2.231328343854248	-2.9473308067512827	-4.82768736056176

Site	1225	3
X940001	-0.00029206728441282133	-0.002873022780234695	-0.003074550507513478
X940002	-0.01149619462116858	0.0026330515572744505	-0.009402262772890517
X940005	-0.012370498063399476	0.00544388464235176	-0.016941358418188356
X940007	-0.007481961226838721	0.0012603091628780264	-0.0040690156703266965
X940010	0.03817854468073687	-0.005690564043487585	-0.03525177293724125
X940013	-0.0008106726787916851	-0.005181333680581962	-0.0058226195674328345
X940014	-0.0822229200620577	-0.027638784622316056	-0.04962382201221524
X940015	0.01597486496618242	0.00784501348712245	0.0034953296504046777
X940019	-0.04254968262425221	-0.025473799245222473	-0.046238026314811234
X940021	-0.05871138304720285	0.019620889921823405	0.06357383750166505
X940022	0.009894293613654678	0.021926282013783254	0.0024650784375493118
X940024	0.001038293263000658	-0.004826126151455708	-0.0013961597281153914
X940025	-0.010700570821648646	0.005145001784195289	-0.011747178803250402
X940026	0.003734001940737661	0.034587407162273126	-0.007532472650564505
X940027	0.0018816605287771994	0.003951224111689501	-0.009271624748434985
X940028	-0.00923343391591778	-0.00778590391710225	-0.011017236467189969
X940029	0.016085546403432138	-0.018044973341441527	-0.006054831527013949
X940031	-0.007790856413961299	-0.003700723255852903	-0.0070200562718523325
X940032	0.012972131645007953	-0.009699341361393686	0.001752929164633389
X940034	-0.003181715618468797	0.03443877885157832	-0.004860374510445458
X940040	-0.026203254209896755	0.007202094171491979	0.018820072745189258
X940043	-0.009383599699355353	-0.003119705356991159	-0.009728408581829887
X940045	-0.051471888507258576	0.03702462030683439	-0.027566519827744218
X940047	-0.030189838269372063	-0.020290158517166985	0.06088731094504246
X940048	-0.014485657812387118	-0.004799795799220355	-0.002936854587840174
X940049	0.000132046060614439	-0.01063532043640143	-0.006061482423562215
X940050	0.034111307810911276	0.021868445834615467	0.01878037810916052
X940053	-0.002056775651424912	-0.007067762769259479	0.012587069479983646
X940054	-0.04955648392789783	0.016150564978314453	0.02645230443925154
