featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci
X940001	0.13637987546792338	0.056460075739724204	0.034744495021804066	-0.007935834049682004	0.02732967119367628
X940002	-0.02451040801540874	-0.11519522825089815	-0.2740498358516941	0.11159687004318863	-0.10742655400046737
X940005	-0.036897351893782654	-0.133501780627606	-0.28987051661393665	-0.06958309562120224	-0.0726272948911005
X940007	0.37644503802238394	0.3120812313964594	0.2304518608581196	0.5640220832994465	0.29666706246472313
X940010	0.25575649115671706	0.03540369846663014	0.6897000060625817	0.8325657127547159	0.149001386190907
X940013	0.13761962485548426	0.15525343806350464	0.058231267434689836	-0.09171102404660259	0.19132869075867434
X940014	0.7103913345046574	0.2914278369938659	-1.4211995136327351	0.2659517632175934	0.4772389340741376
X940015	0.07775154307283846	0.04778886706774086	0.3596589931779787	0.2784981951083254	0.06385070081481918
X940019	0.47970379712846667	-0.015660117631203917	-0.6890689318503644	0.2875276617787912	0.32340078473550066
X940021	0.3582483772994559	0.31215074143054533	-0.05468515720680748	0.39135147940170123	0.28107072000263117
X940022	-0.054502633000196005	-0.15328572270777577	0.2979989781599947	-0.09278268696724323	0.007227080559324566
X940024	0.07516917016175281	0.25526078616745607	0.034570914459505296	0.06567840219256371	0.08093014675877912
X940025	0.5871529793149467	0.4469263244916446	0.34216789927497454	0.5149884177668818	0.5616508028415691
X940026	-0.10542341038747197	0.26053209090732476	0.37175713764172186	-0.3364466581955834	0.05515637593264493
X940027	-0.2551023375247714	-0.30859710435591725	-0.21921090568130477	-0.21973555614444523	-0.262161274247153
X940028	0.059896808208938696	-0.03010342642563215	-0.22413775223925717	-0.05267078856039075	0.04232196525710978
X940029	0.030550376941437557	0.013833942343835816	0.12998915141146059	-0.06575314441804947	0.07295650508520317
X940031	0.3950997295553841	0.38764916798032134	0.178453492475497	0.298118043083627	0.38807553036769166
X940032	-0.16930728092847572	-0.05880887371146561	-0.07862780968761032	-0.3483193583291766	-0.09811786822876818
X940034	-0.017006092881038604	0.04040761282050979	0.17779546872212584	-0.05409657023352054	0.027529821210430582
X940040	0.16751329962743142	0.1408513642864717	-0.13118235944917414	0.4764937252257053	0.030942414462781603
X940043	-0.4641842102021293	-0.5411118512658115	-0.5887729001103572	-0.5857434318374426	-0.4532427495693397
X940045	-0.0808103053193431	-0.8905695387502108	-0.6185897397686346	0.5996203880973856	-0.4018260692268359
X940047	0.4381936526694524	0.5647596308608298	0.1723913650883155	0.36949809161670233	0.4223140633081745
X940048	0.2324458104176875	0.11625094008924194	-0.07898723172567548	0.3374151413482527	0.14725011942674962
X940049	0.04372667810079464	-0.006862404276625454	-0.10900339118237115	0.11657017933905633	-0.003747446987026077
X940050	-0.44715245078287136	-0.28613703248780364	0.3525667039490072	-0.4235377769575117	-0.3185991840354608
X940053	0.5488284489631395	0.5497481192773472	0.5128050189105011	0.363641619577884	0.5959768744961244
X940054	-0.0884236499892758	-0.03447472349443805	-0.5984147889237421	-0.3850432395616692	-0.08193053438954252
X940055	-0.2014132518194817	-0.8134527001450467	-0.4213519742584307	0.04511105224727575	-0.3382442095728922
X940056	-0.06933705505561197	-0.21388236006697617	0.672266992222929	0.2514245989742281	-0.050496643100560526
X940058	0.26580324854423687	0.1384035418002991	-0.06070014181595499	0.26991033042933354	0.20634017817210562
X940059	0.32484235688316565	0.3233571628714076	0.12630590712492415	0.3148765768682975	0.29623490663773805
X940062	-0.09104177589097731	-0.0239875136645056	0.662418275351006	0.02393589632238547	-0.0007227514948130072
X940069	0.0730725124269119	0.2197887461843839	-0.02070532285875596	-0.0061425918228326035	0.08850707101535497
X940071	-1.8297481732799725	-2.5220541057056254	-2.7815639496619493	-1.7931225656251768	-2.027044645943857
X940072	-0.07837824060241153	0.026879285575060564	-0.06391567984734794	-0.1220651423085144	-0.05805820996386342
X940073	0.2758113234679561	0.2554162506737727	-0.7171566096789046	-0.3093344381718164	0.2839815675900101
X940074	-0.2591553426195271	-0.1160582937705881	-0.35429259993101164	-0.3722907175158543	-0.23447113451327736
X940079	0.6583748703856159	1.231536316544445	-0.11821501623337285	0.11146044141790279	0.7209114823769301
X940080	0.024684671832906874	0.08841303735779157	-0.1660731864735048	0.027451188689133328	-0.0029132992661156827
X940082	0.04178761071047141	0.21430818832266404	0.7132499858764698	0.237855029109602	0.10152847238693112
X940084	0.2683004777307444	0.24279490062299922	0.8148265624935231	0.25925341301192484	0.3562880147790179
X940086	0.09387178467172905	0.18043914117971568	0.2864648942441576	0.022499379166952334	0.1493343766783172
X940089	-0.002079230412065952	0.061184099948740724	0.48385973922207287	0.18369210645103573	0.0254860072928557
X940091	-0.013928975878314459	-1.1288089111048487	-0.12225113201659246	0.8656100142875993	-0.3394414990251156
X940092	0.11608942816317089	0.10463709426570042	0.8717415818453447	0.5619066193010558	0.10850459240837977
X940093	0.18195872774948327	0.1470749012577803	0.022252978988727544	-0.10817395173795274	0.23750208481446725
X940094	0.7495429352369102	-0.06236452441600717	0.5457608627164208	1.277848275548711	0.524656578903374
X940097	0.27727314484733656	0.19553729704347497	0.14884358859724608	0.30227546327631005	0.2456430649606244
