featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci
X940001	0.14298193294100964	0.04976373370723342	0.0032371432183761185	-0.03754547861705686	-0.10582344027766688
X940002	-0.02510664076683672	-0.11608601479667369	-0.3254379551121389	0.09084615030470992	-0.05671877684542481
X940005	-0.002913928159513579	-0.12698846953105924	-0.2807805706135885	0.08496531628343597	-0.050044004337155834
X940007	0.39436083016280804	0.3129794642095142	0.20094761623300145	0.4772850554118086	0.36976777113254955
X940010	0.3247808343687906	-0.03962493087240548	0.7449349813273177	0.4052219185717842	0.2968826073947656
X940013	0.16486727166851983	0.15716011993628887	0.027883777391041666	0.0809613896648937	0.11857074056290695
X940014	0.5173438986787144	0.1991386277154914	-1.0211017461773202	0.344557137233421	0.16344310780639126
X940015	0.05014625522620181	0.022699275504625367	0.3632884089989432	0.03417189852916709	0.07903662110991572
X940019	-0.3738078159176184	-0.638397653053782	-0.7051464024730264	-0.19612483479748793	-0.4424964392523789
X940021	0.4083773316979293	0.9134559297774916	-0.3616205093776733	-0.03605583613801898	0.31989869499841594
X940022	-0.02087978530820228	-0.11795174733991398	0.268412002525244	-0.030461780599581864	-0.014029896483662263
X940024	0.06523646063313399	0.2494767605785071	0.03825285083442989	-0.08462955485999217	0.07076435382222257
X940025	0.6414371342690339	0.45584345725219433	0.3579324994959182	0.42507479206349824	0.48164920179475323
X940026	-0.033325636379251955	0.27603471709555305	0.3796013309841214	-0.45610768306106136	-0.015433315017241545
X940027	-0.2230373187536298	-0.320798480035672	-0.19224583303281714	-0.16679152184021429	-0.23073756289790437
X940028	0.0713594474223554	-0.007439490691695465	-0.23151886014991466	0.09408806922890435	0.014394596624093814
X940029	0.04773665877628114	-0.012636665497803172	0.14930396551252825	-0.18438542222926718	-0.027952241784488296
X940031	0.4429249066936452	0.37933289948880256	0.1699907374747708	0.27797576662236384	0.33682679474856847
X940032	-0.18276245648295747	-0.07761839192576092	-0.0478457810110223	-0.2963303653005441	-0.1680686946719797
X940034	0.013272901821634014	0.04441892352328695	0.12867082365799032	0.07266274946023575	0.05639393449379604
X940040	0.15588714665184794	0.25372570104149816	-0.25187057187705	0.3747471695492243	0.19798415668866276
X940043	-0.4529012712999015	-0.526265548398754	-0.5766963819641163	-0.3650779110244852	-0.4642796310160735
X940045	-0.2450031831714296	-0.5813774579495437	-1.1142963491234594	1.0764866524142658	-0.05554750146250875
X940047	0.43785426859615934	0.9878407308504233	-0.1395550549636609	0.34610306981041633	0.49696258196154985
X940048	0.23614695166270488	0.11297710428771368	-0.17102590656831693	-0.06339599334694261	0.05291284979120803
X940049	0.05318098529567333	-0.04278597617382895	-0.11841998103636966	-0.0329631375194495	-0.02481999131204049
X940050	-0.4043812795858645	-0.29463280956003124	0.4006020628565623	-0.797322087840034	-0.38455124845995947
X940053	0.464575419924582	0.5931468090059995	0.5253697450090193	0.3988123975248083	0.4910517495227358
X940054	-0.11269417974351276	0.10153015633143458	-0.7962495476442971	0.1407783336261738	-0.062054742903867255
X940055	-0.20850396476005967	-0.7606551725674995	-0.3556119628046944	0.3540975375125985	-0.2202100075838348
X940056	-0.10028846068319636	-0.28258556185143724	0.7178196694287634	-0.13820356467738498	-0.056891435026471204
X940058	0.28472483352249395	0.1414094746643647	-0.08845354516088832	0.30704735804189653	0.1989440637894263
X940059	0.3334381804116396	0.3205348226607019	0.1351624058900124	0.2375509579741119	0.27370714591883416
X940062	-0.06781009443388258	0.020702722546326997	0.712524792175997	-0.2585793989791026	0.004514019269770908
X940069	0.04541759212540081	0.2195778973209439	0.0013137330853364693	-0.1697506334933248	0.025570619158363894
X940071	-1.8633047361367003	-2.167309158328003	-2.3626553163040853	-0.39108626243019456	-1.5683601733689612
X940072	-0.10672361590700413	0.010683155043678345	-0.04000106952632074	-0.3174244412551876	-0.1273403285632072
X940073	-0.06184390483616825	0.10245333673117352	-0.6936738847777275	0.6928900480133378	0.13485641380881652
X940074	-0.25091057698288116	0.08237471599288926	-0.33790486171224654	-0.05654651786295488	-0.1030484426050653
X940079	0.5922636587813459	1.1391689501756581	-0.22156546114890227	-1.0946232672572123	0.12854470644805083
X940080	0.02052159935468817	0.11657762090606139	-0.25355746756085085	0.32888600936495566	0.10747672062767222
X940082	0.06661406314653912	0.19964543971480997	0.7963782176910476	-0.8340812350957068	-0.07272054842975983
X940084	0.27823433495194433	0.26802036193753853	0.8123832145432223	0.4984764679670925	0.41444226739137624
X940086	0.2599737951682371	0.1484431350183888	0.2733745477387127	0.40243311819694527	0.27232953273651306
X940089	0.006556950507308257	0.04462806333403236	0.49158401945311725	0.42644657091642274	0.21199347760502973
X940091	-0.24065001968177574	-1.081756745840967	-0.7386470392975825	1.497425315482574	-0.02438193089168117
X940092	0.1555445375116929	0.03641386986297258	0.91851089479092	-0.22367501595898648	0.10554627662597837
X940093	0.18015274667315234	0.14668321004825002	0.008025306273134828	0.06094692840884337	0.11060363938455786
X940094	0.5093974640915038	-1.0666452439955776	0.7862899514250489	0.9512226027646253	0.21118216656205469
X940097	0.2625101798195351	0.1983593866826736	0.1012098099418243	0.08957606054127072	0.16872287502172678
X940102	-0.6760975406749181	-0.5817069965318628	-0.49088824434736733	-0.12919963085365738	-0.4548900231028872
X940104	-0.2333983653313751	-0.30025889495787994	-0.16504737415278223	-0.4008772200973521	-0.2956008766048003
X940108	0.1574939385745147	0.05327414062916103	0.059647855300869274	0.00937799002775104	0.06784342615520778
X940110	0.3514668227597105	0.4808295296945254	0.3154578758548877	-0.1582951166691386	0.22876334109795438
X940112	0.23617837563605543	-0.06462496435876441	-0.2597061871971552	1.0409277955187992	0.3273895448318854
X940115	-0.573629858594102	-0.7386220915761523	-0.3551256116182976	-0.5798499352058213	-0.595520562931691
X940120	0.7145695596856574	0.734638903291112	0.4599311474945925	0.6490049491404923	0.6664769374031966
X940121	-0.46924621584118226	-0.26914987808247637	0.027152478127872828	-0.8242208293362674	-0.4520128166566063
X940126	0.1350978324338739	0.31233811102175246	0.260827219783346	-0.12073348363507445	0.12639028331745095
X940127	0.7235076406518859	0.5789106643295006	0.47631167618097925	0.5564901328691259	0.5959993687201689
X940129	-0.33677245551137047	-0.29903825617227614	-0.8235177995319851	0.06253711490691069	-0.2677464006770133
X940130	0.5468740903464839	0.23269470041858686	0.004672219922209701	-0.07311373626794508	0.1899822077731369
X940133	-0.3467065996200897	-0.4175582684482617	-0.6065868871073202	-0.53337295753314	-0.459903993329709
X940136	-0.19730612535415343	-0.12443570076683746	-0.0640476981962039	0.006247714808902474	-0.0950117873240594
X940143	0.13042288267513819	0.020676009293417293	0.10199121692811328	0.010415646492667754	0.057044395029928086
X940145	0.068955145213411	0.08685684227338641	-0.06785099557197646	-0.20296162461778905	-0.02744889394923178
X940147	0.13750632540717495	0.06483976106429035	0.6067278138345513	-0.13243791628476842	0.09569460032974575
X940148	0.31492040470090116	0.3703507679631956	0.3659883520105829	-0.3263038098419154	0.14135519967085436
X940152	0.28464542604500237	0.16552832470134884	0.4989366292175466	-0.07286355805115635	0.167933435911732
X940154	0.1314997403572234	0.3501500933957964	-0.20225723324774067	-0.3990588172988277	-0.010729230796407419
X940156	0.019858186707658876	0.43756584362288864	0.079896880015529	-0.03143405530220654	0.1371210907822128
X940158	0.07051193653937654	0.43876764603050167	0.25152633441158156	-0.28212021307743124	0.09655228568036456
