Eigvals	3
17.58537476109064	9.089194929949281	3.5984526890040285

Proportion explained	3
0.7639315686384243	0.20408074748000138	0.031987683881574205

Species	5	3
Propionibacteriaceae	-5.076159830504153	3.291833178581505	-1.1724068496508484
Staphylococcus caprae or capitis	-6.335456782680091	-7.423055224049789	0.19798558467061933
Staphylococcus epidermidis	15.317382516071989	-1.3113917946948064	-0.3578807838906883
Staphylococcus hominis	-1.214545823085595	2.9903596973880178	2.9595690643884525
Other Staphylococci	-2.6912200798021404	2.4522541427750637	-1.6272670155175435

Site	1225	3
X940001	-0.000827954095559096	0.002357726430453904	-0.01965617034985211
X940002	-0.008942210201678987	0.016011026615922536	0.027333484141568946
X940005	-0.009400779038622591	0.012677340858030324	-0.006727797025539021
X940007	-0.007351355269950239	0.01506796627621845	0.04516328219663694
X940010	0.028517143916866647	0.033695463948571605	0.044561298946144585
X940013	-0.004128241629845833	0.006242168969197817	-0.01047902568594796
X940014	-0.0869448766352653	0.031320681674615505	0.04673329792629378
X940015	0.017694402437293442	0.0029389290467529724	-0.010012690978562295
X940019	-0.04736886669531921	0.03687475807979448	-0.024292293856581063
X940021	-0.025766471259839798	-0.05788946091987047	0.06951350165704809
X940022	0.020952477854743187	0.004261297479693338	-0.019215889808799298
X940024	-0.0029785867661320737	-0.0003777364944395657	0.011977730161237755
X940025	-0.010745793889867076	0.018689044119487283	-0.008020519878466727
X940026	0.01624819931015044	-0.016247623412877756	-0.07424606379278893
X940027	0.002392589472289197	0.0072084314293635226	-0.0007192999300956862
X940028	-0.009868428014035561	-0.0002874050361862396	-0.05777764677008347
X940029	0.007457275247900039	-0.0015172632310856084	-0.0286276723840069
X940031	-0.012115855584341431	0.009386808429553726	-0.007094122831724755
X940032	0.005613197428065961	-0.00794759720976001	-0.035127990663886804
X940034	0.012276221187956734	0.00410486435972988	-0.005980222665666679
X940040	-0.016067508131193547	-0.006865275310312832	0.023957756521210176
X940043	-0.00943204489027637	0.008036570053239028	-0.023109560321196307
X940045	-0.024710606578938765	0.041505246180667414	-0.006097622733839643
X940047	-0.019166859917388528	-0.07371625882612688	0.02465072916960743
X940048	-0.013109462001261767	0.016111043511985022	0.06372082697286315
X940049	-0.005059099236247729	0.0028019588602154937	-0.011291373575977197
X940050	0.04110846802222648	-0.015452244486423954	0.019754212378060125
