featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci
X940001	0.11728638975090773	0.05519196755766016	0.04265490423898333	0.029027966729426015	0.05106928911711654
X940002	-0.022043496838665397	-0.1214692913945699	-0.24338711175698685	0.03918077847504423	-0.007793055046328282
X940005	-0.041160954880928344	-0.22792849616176764	-0.2906044948713146	0.027614737701679028	-0.016303963181045947
X940007	0.3506947878375526	0.30905773845319984	0.21256686995008123	0.3945479230637859	0.3575300151674517
X940010	0.30730953185400506	-0.0781786145632311	0.7614913400728195	-0.19683876274872023	0.32569258594830736
X940013	0.13891070477577855	0.09173319551197796	0.05862231508826868	0.03746233518535578	0.13820328572446355
X940014	0.9389760196334549	0.5426165534010556	-0.9192889654581379	0.7848257392280417	0.9674442734156483
X940015	0.036347298939233455	0.04120101899408736	0.3882211214787179	0.07076067648513668	0.03961190868649926
X940019	0.4818158091297155	0.08856423568959455	-0.659445634336983	0.1307802563174916	0.5020263379590895
X940021	0.37602991706796257	1.0387595595946404	-0.1962725942763074	1.3599854325099465	0.3524744546156389
X940022	-0.07824906754979226	-0.1188261756432512	0.27171209745040314	0.1956895586385047	-0.055641279245367284
X940024	0.026570963546369966	0.02426805038924469	0.0011906018381767636	-0.05810397466897307	0.02182429167988835
X940025	0.5728208284530398	0.44101288233255004	0.3737030700526025	0.6538545140786042	0.5921616335557638
X940026	0.028451400021371767	-0.14903860493635285	0.32319344550672724	0.4748667003047416	0.07701289968142837
X940027	-0.2466280950127689	-0.3573778707953728	-0.22632514840568574	-0.24840270683059132	-0.23350475029175172
X940028	0.06330824393966301	-0.026280068249643837	-0.206114324956984	-0.051177856910609464	0.06589175990983924
X940029	0.06101696551625531	0.03513960599720241	0.17290477100640428	-0.33577261419461873	0.041511432809892265
X940031	0.38845766763916195	0.3292264278694423	0.19351159716958538	0.345901133574244	0.3920355171658652
X940032	-0.20596359567717665	-0.16951247272799225	-0.04819652248574596	-0.42003928872761503	-0.22192024415453243
X940034	-0.06152943111680402	-0.20547110948324337	0.12491539536571616	0.4395440267231299	-0.014279296932911703
X940040	0.12455657278762251	0.32295035102193353	-0.18649482855966604	0.4911427381677654	0.12104809665578435
X940043	-0.5033965666845623	-0.5919593158386793	-0.733794103618363	-0.5416073321181766	-0.4962820349765274
X940045	-0.06487944151982043	-0.4246976856566243	-0.7963044975997572	0.6559500067109685	0.01606122444390272
X940047	0.4679740953593227	1.1921264859319265	0.07028532867341608	0.6737788668973588	0.3925944510489648
X940048	0.20171412126850297	0.19350343552589033	-0.09852888388661632	0.20580492770170009	0.20146592508440725
X940049	0.05648562596940261	0.02107678098472139	-0.05036722120667825	-0.1322847030529731	0.04915484237579419
X940050	-0.4514079209954532	-0.3346738379297574	0.3909049489315767	-0.24380955355421194	-0.4487602709821376
X940053	0.49523529613887046	0.6499920858232854	0.4632901474052608	0.4695556476250404	0.4753676271909318
X940054	-0.13618551991076916	0.13478455934192252	-0.7469725663607122	0.5467455665612682	-0.13128855511791165
X940055	-0.20210194008979282	-0.9151418019142754	-0.4049120032880623	-0.07766489350700331	-0.11165506544928712
X940056	-0.11268248508348337	-0.3508409826532087	0.7344687131025859	-0.27070623801355537	-0.0894882612984413
X940058	0.2544990059115088	0.0940842375206878	-0.044173054610331386	-0.25919584371376087	0.24197381874556761
X940059	0.32844914808960873	0.3738066911932442	0.1899322468650103	0.0666464598369543	0.3071618426833705
X940062	-0.08485966172590968	0.035744010517748406	0.7035437672969681	-0.38100718346759516	-0.11236595656317001
X940069	0.03791445651892973	0.22642481883169369	-0.000730760509299988	-0.08665051700010376	0.008253602961574333
X940071	-1.8166718142821001	-2.698639494525215	-2.584778882635938	-2.135518352554223	-1.7350304641128313
X940072	-0.12412049863474221	-0.005869402747190208	-0.05766886389299575	-0.4679988667786878	-0.15777215680742301
X940073	0.2354136476713548	0.2654699821386554	-0.5471933208628942	0.048402917197714425	0.21705808257903364
X940074	-0.3019657681782058	0.057301586606226265	-0.33815169198956163	0.2305259566929845	-0.31338330857560187
X940079	0.5430151175927544	1.2789537145317016	0.020526264466452004	1.605741807034366	0.5156726535492244
X940080	-0.023867933223789703	0.05155684072511475	-0.2089577049763771	0.5612064866033604	0.0005317505993134714
X940082	0.0426674881530615	0.2248264281183398	0.7943906885632418	-1.0250632613696342	-0.03735879723942
X940084	0.24176613516099205	0.26151179880705805	0.8414600846685543	-0.058712561861781386	0.22495866439258322
X940086	0.22131027089910188	0.020315423539960256	0.20746731497580606	0.579133943863331	0.2659168563386492
X940089	-0.07348361372435201	0.062190449772854886	0.5014101108757495	0.17094726212754432	-0.07226585051825692
X940091	-0.11745942834655425	-0.5880007229637709	-0.6252457893341395	1.8938238781339272	0.053054029316748116
X940092	0.14009991170062602	0.022608779363040468	0.923313275076738	-0.033114933339758644	0.14784528805411462
X940093	0.14537216213438925	0.1322098386716501	0.015318375906365866	0.01674862051006857	0.13881275207741922
X940094	0.8174181333597221	-0.3787471560787197	0.8053924128335387	-0.26553713304732657	0.8953088188920728
X940097	0.2694723709936898	0.22086095058710625	0.1649202293615456	0.2986795458074585	0.27644413452881766
X940102	-0.7396789515853055	-0.5954497067979105	-0.584312000612831	-0.04564076094514654	-0.7153195287226022
X940104	-0.26984422566785354	-0.2985478918590561	-0.12550154290818138	-0.4222523603856588	-0.27457749933221093
X940108	0.10078461476478169	0.014989955578643424	0.06129467036349895	-0.086744049248583	0.09981138157876716
X940110	0.19722004179579028	0.35056721911145877	0.34769227244291157	0.07556584485203657	0.17283086564764233
X940112	1.2237108870501177	0.7072044975051426	-0.09460282795401187	0.6098780172811178	1.242223825093172
X940115	-0.5040162474408383	-0.6247860388931319	-0.3413620585227273	-1.2414941138717237	-0.5319692549838329
X940120	0.7072988922663093	0.6490782388450875	0.315969748034986	0.7781762305034694	0.7163948949439303
X940121	-0.4750021621212544	-0.2551730317140309	0.02162761432613125	-0.9767591165696925	-0.5276972301871505
X940126	0.12561528458866772	0.32379690102381015	0.2683037935884728	0.18407020358986606	0.10641707416603689
X940127	0.6651678731737822	0.5796932022232324	0.2375477204733648	0.22195034457316434	0.6472669038128225
X940129	-0.31797525907736995	-0.36340096803594096	-0.7088868485811882	0.1263717218108306	-0.28857113201932133
X940130	0.4417131701901424	0.1669395640332227	-0.41701067319232415	0.618745115693149	0.4802116117744731
X940133	-0.2940882270322141	-0.33266718463892736	-0.6023803986181923	-0.5678135244769962	-0.30702167919295803
X940136	-0.20412756411178307	-0.2284539631646581	-0.15805008956308952	-0.05085369839552064	-0.1920159684437865
X940143	0.08460947357777333	0.010986685437380309	0.11473882402074792	-0.04508870205661549	0.08592851008677065
X940145	0.09891274530702061	0.11172683607799856	0.02644412049680278	-0.31359887870306496	0.07299478715131306
X940147	0.13201160381447113	0.062336101979920414	0.6271445984435721	-0.5895923897032534	0.10063032232478757
X940148	0.2844970408773288	0.4461528232160023	0.3639734258055135	-0.24022674781483563	0.23522498114536866
X940152	0.22507189712918912	0.20048546135922723	0.47861847895139775	0.3732402101935709	0.23796049158417226
X940154	0.15465332926153014	0.35999318836424216	-0.20160239699771176	-0.33157993157054994	0.10028085520930478
X940156	-0.02219354785763654	0.3810216421911096	0.11276897094654847	0.02535493763582656	-0.06626309200381449
X940158	0.06459739779661673	0.44397225892479203	0.25132323938270174	-0.695125468296184	-0.02355428292886992
X940163	0.382387606847655	0.8350005501075153	0.6446014568180908	0.5164333671424872	0.33818213430332694
X940168	-0.187787438486905	0.1707011065006176	0.04903547792039176	0.12069066366143247	-0.21082411600404466
X940174	0.8005747057003896	0.21685190824741957	-0.7816571053846265	0.9526418076439471	0.8704302755587521
X940176	-0.6676390500705296	-0.3630419737921618	-0.03975630533981722	-0.32215976588734735	-0.6801859005381803
X940178	0.311933440184436	0.323436035825227	0.357972412107587	-0.2728615901985915	0.27670311124997277
X940179	0.3799361116364267	0.365009443208007	0.09361811810412116	0.3902483916140342	0.3809139773859735
X940182	0.1688954260468642	0.351939118427214	-0.1651272574181878	0.01972676934779414	0.1369553298389961
X940184	0.4067648436744437	0.10987865808808968	-0.5176334389337601	-0.4433189785439326	0.38754397131977264
X940185	-0.3470737000715805	0.13692443151127848	-0.6955156919482596	-0.32654125849404564	-0.4046881029691493
X940186	-0.029220622845424635	0.16478564320635203	0.2716908456921323	-0.05762809937436949	-0.05220349821677224
X940189	-0.7341829518501453	-0.8589615477622383	-0.0020177383611811317	-0.40548200663899764	-0.6965156343362078
X940193	-0.29058564304627726	-0.6325766859250328	-0.356997860317924	-0.7854299156050578	-0.279413100235725
X940203	-0.16346134325797773	-0.34405607957809475	0.9978211326228167	-0.6719038673319506	-0.16594788306538483
X940211	0.0782647130237339	0.12152553425530517	-0.026277398216690506	-0.2558454501386233	0.05317210884144745
X940213	-0.22515297723290956	0.17484069269897135	0.31171511327823975	0.1397879178530346	-0.24827866957468586
X940214	0.5513630633092172	0.5275536326882875	0.2850147150838918	0.9765832443273864	0.5777261891246765
X940217	0.28014043265801075	0.42905924835637393	0.2907881353590972	-0.11124104568846291	0.23981396547355033
X940222	0.1747913792605817	-0.2410442991791915	-0.16367740967100064	0.978874178655627	0.2691840797717551
X940223	0.6745519263853719	1.4800405757604371	0.18134585911146883	0.07699847342934099	0.5421656633458061
X940227	0.33901920135849534	0.5464394888578974	-0.21945757118915543	-0.006339412149256783	0.29161216886969804
X940230	0.011446097359778931	-0.0193472939709836	0.48347700845056296	0.5317352204311114	0.04790428325521083
X940232	-0.25903211473881554	-0.5354036155048532	-0.2434813118889999	-0.8206644467299169	-0.25909182752298804
X940233	-0.008481685887514787	-0.1124702346094975	0.21824827420654758	0.7742649222402949	0.05071023157993486
X940237	-0.030321011864213696	-0.23551018286791542	-0.1868025296555852	-0.33801380869294223	-0.024813192611302395
X940239	-0.6222553066086232	-1.066023921286708	-1.3721609031060509	1.9837894043768052	-0.42137772665387935
X940244	0.19124525915974616	0.3438805554641095	-0.11060989918943542	0.6305387634151884	0.19743003068015647
X940248	0.2172047774597911	0.3524453506821072	-0.14344333054316483	-0.3657630400275819	0.16543171087417458
X940251	0.24409310396582268	0.4273718392062588	-0.0998999872548546	-0.5011878709965849	0.17725367821866428
X940256	0.1793111246231704	0.5083151855467021	-0.3631396326258206	-0.04838077362840167	0.12451047403719655
X940259	0.2976011127080926	0.28295245235696304	0.6478138806260233	0.025502339355683502	0.2852541251085943
X940261	-0.05796166467790913	-0.30193577980839176	-0.07285161370638049	-0.08278346868980432	-0.03064041736757113
X940264	0.4885730585840597	0.94061388874187	0.9819772012601663	0.23086400244298114	0.4227150532329352
X940270	-0.025878089957469805	0.14709993467465415	0.4097543316999631	-0.14440626661580644	-0.05096553255187737
X940271	0.09823452020621977	0.29461680463462575	-0.30000894337039086	0.7850190425977646	0.1132285411623291
X940278	0.15175036376793444	0.047139786895791416	0.36275972217244956	-0.12118195100898951	0.14926994843045677
X940281	0.269900500971138	0.2820328045279383	-0.23788163188845646	1.0136087720590579	0.30941091888470323
X940284	0.08130570155583668	0.3940137433017365	0.1745929181523177	-0.24953276473278405	0.02560363585170626
X940286	-0.11921782529236262	-0.8549724731515849	-1.3620583460722369	-0.6838536430738347	-0.07157832252605041
X940287	0.022189841788183798	-0.09053442742007016	0.38158108804078494	-0.5961811716789054	0.0012354502895211422
X940288	-1.1146916677360952	-1.192874865858138	-1.3726929003812542	-1.4560643128611261	-1.1266499136907213
X940291	0.06842458923291046	-0.028334454968322917	0.03652276894110329	-0.10248162791883716	0.06975441768338668
X940297	0.2218125582045009	0.32242752578297756	0.3083137935147965	0.050327283084981946	0.20041322243761567
X940301	-0.043956775771999676	0.06627980305105098	-0.1698138075442177	-0.08400284654587539	-0.05988278191897574
X940302	0.15376964277848676	0.1517017537987308	-0.2583323652282963	0.7486170450749554	0.18674192086013802
X940303	-0.3276755372433902	-0.16844498054285745	0.05828965071039138	-0.4885058154395379	-0.3538617878651897
X940305	0.12473819787149072	-0.0036482015237977866	-0.0032841692944369782	0.0707703399724979	0.13614718239923512
