featureid	Propionibacteriaceae	Staphylococcus caprae or capitis	Staphylococcus epidermidis	Staphylococcus hominis	Other Staphylococci
X940001	0.11687878799507154	9.366611000279654e-05	0.016105540613770848	-0.045172914198712534	-0.01348404244243319
X940002	-0.014091617333578249	-0.13690817981298634	-0.24787497175409473	0.059516386541762244	-0.06124975077336493
X940005	-0.02031072011364568	-0.1534635586288722	-0.2758062153332113	-0.08815791910082418	-0.05018078546814288
X940007	0.3832969101986259	0.2929923346577005	0.20080046582712424	0.5369775207280909	0.33256660615034095
X940010	0.33764141906360934	0.0017529516799723228	0.8003953257495083	0.6217312582243283	0.3570934168219029
X940013	0.14933968301018302	0.0733622086337649	0.0279400674433325	0.0882972096758827	0.13916076602564217
X940014	0.6487219460894739	0.48665957559927503	-1.2305002451033868	0.4966362540450146	0.39381625338880655
X940015	0.07441510824016248	0.006987052133606362	0.41363990727546945	0.1005632885597911	0.11883835042859879
X940019	0.47097138557541596	0.10231726530861103	-0.6844960451381621	0.17666853557850334	0.33828224164831555
X940021	0.12207032645548307	0.8700141467942863	-0.08033850366000311	0.32719917987602337	0.07751255676182688
X940022	-0.0913413914991664	-0.189641442160466	0.3007540540317996	-0.09102387153608918	-0.036047328738990206
X940024	0.04440563414933704	0.06865642708040305	-0.004810066557745345	0.08255391216164651	0.03224976336903394
X940025	0.6139234209153304	0.41628076247353735	0.3022744529006853	0.5337315593781022	0.5763917993405943
X940026	0.08558832871614905	0.1376183798173982	0.43138975519619177	-0.15338083211758605	0.17205342222948736
X940027	-0.24200876433777954	-0.32318945189588216	-0.2269350381264948	-0.23784967109509783	-0.24191287582787416
X940028	0.042990430846382294	-0.02055207015745445	-0.2038883074442795	-0.2336159116191752	0.04624241315943499
X940029	0.062392440866682414	0.030117650094770153	0.1982171956914917	-0.02653641915333064	0.09465859969072941
X940031	0.44120389828559525	0.34622593610122593	0.14518715019733558	0.3623506107235894	0.4077880570760023
X940032	-0.19365514162802336	-0.16360786714042444	-0.07112555410937321	-0.3146169111694948	-0.15741602073215646
X940034	-0.04916890959844919	-0.11674540206009758	0.17747335634355527	-0.027638637964147596	-0.020490568044491578
X940040	0.07287465772161536	0.19952311540583975	-0.20366256977151426	0.11191709522021728	0.029467547783349243
X940043	-0.48259532928552895	-0.5884124571895212	-0.730691545999478	-0.6168292876789441	-0.5011500999310088
X940045	-0.10718510297203868	-0.5290780396231084	-0.8070863577087686	-0.24023467337762175	-0.19804888096171672
X940047	0.1950132237449905	1.0428040751209142	0.1635541653644414	0.24509131525936476	0.2000029679336741
X940048	0.1507050184159696	0.081882778534013	-0.13892594815928422	0.35848737397709635	0.07687669114073124
X940049	0.06116271767391129	0.022106268320271648	-0.06404550678782456	-0.00579317377439862	0.05202276347570088
X940050	-0.46527693294394556	-0.3243811081242823	0.46031124387157857	-0.22022198629659354	-0.36319928225580744
X940053	0.5829528135113752	0.6158241453753327	0.4908076872955049	0.6004873240234903	0.5677182455593361
X940054	-0.21952738978845956	0.014092524941299053	-0.760070147027027	-0.3103625989683139	-0.2803459697386468
X940055	-0.24274635598686659	-0.9673325194672078	-0.44363362634637343	-0.3486943085580088	-0.2707943323062234
X940056	-0.0871589172765366	-0.2802449910015877	0.7322958556369723	0.0534640388654359	0.0080845272789216
X940058	0.25602136773298323	0.11195342779075328	-0.03212672799738923	0.16888254823908652	0.22399141393323688
X940059	0.32144837139095883	0.32033247187286756	0.09341929974925883	0.28500501917603155	0.29361017417618407
X940062	-0.12834855031784967	0.042939825161786814	0.7560573209695882	-0.04373959599565839	-0.008242354451786798
X940069	0.06256139314079842	0.21759000722047658	-0.011660170186556677	-0.17193825811671218	0.08916595115389157
X940071	-1.843103643121038	-2.8283442525283147	-2.8741797832182754	-2.1341347375186985	-1.9703351772712483
X940072	-0.10582779652567392	-0.025026236718840224	-0.08037236371823414	-0.13205491753641355	-0.09657458462013392
X940073	0.2749761747452987	0.24208632510084846	-0.6680803098501447	-0.007374060541097717	0.17815953542686544
X940074	-0.33978230814151533	0.016947990649272958	-0.3371054962866255	-0.2770999465718785	-0.3413743440912915
X940079	0.5563570764591541	1.2193714968082747	-0.0016893804733915593	0.48102433281423157	0.4992202799594776
X940080	-0.023663694695355036	0.048397943281948096	-0.1891712138905795	-0.04786198690086344	-0.042725280407507296
X940082	0.0018957676216232178	0.23408650771011882	0.8456563951182889	0.29187235419358587	0.08728792209476176
X940084	0.24101257188435768	0.08554937188389063	0.7962451465488598	0.4212791952922103	0.29268298144253846
X940086	0.27404077450314246	0.24516855391712286	0.29109172467443817	0.44882180255860166	0.25054197909014553
X940089	-0.0006273903300132722	0.1195523946569181	0.5911781008587471	-0.024756962525648775	0.09168194405645423
X940091	-0.08120419589409691	-0.6281910233965529	-0.3141964399790436	0.0004845565945943084	-0.1378218655276249
X940092	0.17866663317512052	0.09168276068188193	0.9739640498170796	0.48230442248367983	0.24868014328646068
X940093	0.15787298641769973	0.08103762896515505	-0.033883548266115775	0.1765343228810152	0.1257776720931418
X940094	0.789176918372024	-0.44132320711827916	0.8887423486285602	0.8743463670254596	0.7670158667526139
X940097	0.27854747840391214	0.1745317020480672	0.1324945295712509	0.3025528155905654	0.25179811166947585
X940102	-0.728500116955986	-0.5771287395421858	-0.5045195557913815	-0.4940501746778346	-0.7269722427625336
X940104	-0.22784462548382037	-0.2899735198754794	-0.08074484021509704	-0.049782189962153146	-0.23351758015081894
X940108	0.11004346061756734	-0.026723161130810337	0.034577667694347176	0.14267744000926472	0.09167852888626403
X940110	0.33581573329966485	0.2880716470259674	0.2018380251590332	0.41147793147022477	0.3043966562541045
X940112	1.215688710710953	0.7202239001295041	-0.16655236165336734	1.084638234741522	1.0235805874749944
X940115	-0.5443040703154297	-0.6233730684914498	-0.2844884448978536	-0.4363802567457569	-0.5236331764659177
X940120	0.7186668632207498	0.7272910910058803	0.35339535473812206	0.59314376631027	0.6840187576751061
