shared name	Zod_molecularFormula	Zod_adduct	Zod_ZodiacScore	Zod_TreeScore	Zod_numExplainedPeaks	Zod_explainedIntensity	Zod_id	Zod_massErrorPrecursor(ppm)	Zod_medianAbsoluteMassErrorFragmentPeaks(ppm)
4004	C18H32O2	[M + H]+	1.0	230.956	53	0.965	5280_CARA_C18_pos_SIRIUS_4004	-7.491	7.408
7092	C18H35N5O	[M + H3N + H]+	1.0	217.787	39	0.31	2540_CARA_C18_pos_SIRIUS_7092	2.572	4.979
23846	C17H35NO3	[M + H3N + H]+	1.0	212.652	49	0.554	7321_CARA_C18_pos_SIRIUS_23846	-7.578	5.832
2192	C20H36O2	[M + H3N + H]+	1.0	206.452	31	0.778	5503_CARA_C18_pos_SIRIUS_2192	-4.768	7.441
21438	C20H36O2	[M + H]+	1.0	209.8	57	0.994	6630_CARA_C18_pos_SIRIUS_21438	-8.752	5.88
970	C18H34O3	[M + H3N + H]+	1.0	203.381	55	0.972	2800_CARA_C18_pos_SIRIUS_970	-5.124	4.879
836	C39H72N2O4	[M + H3N + H]+	1.0	192.681	43	0.67	4195_CARA_C18_pos_SIRIUS_836	4.558	5.336
4031	C13H22O3	[M + H]+	1.0	183.407	42	0.987	2527_CARA_C18_pos_SIRIUS_4031	-3.394	6.397
32027	C19H36O3	[M + H]+	1.0	174.391	46	0.918	1206_CARA_C18_pos_SIRIUS_32027	-7.091	7.66
28565	C20H38O3	[M + H3N + H]+	1.0	176.839	57	0.986	4693_CARA_C18_pos_SIRIUS_28565	-9.354	4.721
11469	C20H38O3	[M + H3N + H]+	1.0	170.362	57	0.987	5168_CARA_C18_pos_SIRIUS_11469	-5.288	6.993
611	C42H79NO5	[M + H3N + H]+	1.0	160.101	48	0.964	2563_CARA_C18_pos_SIRIUS_611	-3.666	7.227
6604	C14H18O4	[M + H]+	1.0	162.84	58	0.995	7809_CARA_C18_pos_SIRIUS_6604	-1.933	2.711
26671	C20H34O	[M + H3N + H]+	1.0	160.326	52	0.965	4868_CARA_C18_pos_SIRIUS_26671	-4.837	8.818
904	C20H38O2	[M + H3N + H]+	1.0	154.84	44	0.973	2366_CARA_C18_pos_SIRIUS_904	-5.501	4.705
597	C13H20O2	[M + H3N + H]+	1.0	158.015	36	0.949	5809_CARA_C18_pos_SIRIUS_597	-3.34	7.219
26771	C28H53NO	[M + Na]+	1.0	153.204	48	0.814	4499_CARA_C18_pos_SIRIUS_26771	-0.986	5.42
3310	C20H34O2	[M + H3N + H]+	1.0	154.68	36	0.865	3889_CARA_C18_pos_SIRIUS_3310	-6.185	10.003
30441	C35H60O2	[M + H3N + H]+	1.0	147.867	39	0.942	4942_CARA_C18_pos_SIRIUS_30441	-4.065	7.457
4848	C34H67NO4	[M - H4O2 + H]+	1.0	148.341	41	0.945	1937_CARA_C18_pos_SIRIUS_4848	-69479.436	8.681
7873	C18H39NO2	[M + Na]+	1.0	151.691	41	0.824	518_CARA_C18_pos_SIRIUS_7873	3.083	4.606
4362	C18H34O2	[M + H]+	1.0	145.752	37	0.969	7420_CARA_C18_pos_SIRIUS_4362	-5.849	7.6
174	C18H34O2	[M + H]+	1.0	144.734	34	0.94	7982_CARA_C18_pos_SIRIUS_174	0.859	9.465
33216	C35H68N2O3	[M + H3N + H]+	1.0	149.268	47	0.909	5041_CARA_C18_pos_SIRIUS_33216	6.661	7.168
22141	C30H50O	[M + H]+	1.0	141.174	57	0.967	5074_CARA_C18_pos_SIRIUS_22141	-3.142	7.233
2674	C18H34O2	[M + H3N + H]+	1.0	141.078	35	0.929	5033_CARA_C18_pos_SIRIUS_2674	-1.019	8.381
2355	C20H40O4	[M - H2O + H]+	1.0	141.551	36	0.81	6910_CARA_C18_pos_SIRIUS_2355	-55033.259	6.171
5220	C22H43NO2	[M - H2O + H]+	1.0	138.898	58	0.983	426_CARA_C18_pos_SIRIUS_5220	-53554.318	5.293
7242	C32H62O2	[M + H3N + H]+	1.0	138.983	55	0.994	909_CARA_C18_pos_SIRIUS_7242	4.216	5.069
64	C33H64O2	[M + H]+	1.0	135.845	49	0.937	4933_CARA_C18_pos_SIRIUS_64	-7.311	4.728
238	C44H89NO8	[M - H4O2 + H]+	1.0	136.811	38	0.649	5920_CARA_C18_pos_SIRIUS_238	-49717.011	3.874
1815	C19H36O4	[M + H3N + H]+	1.0	136.697	36	0.992	2148_CARA_C18_pos_SIRIUS_1815	-5.155	8.625
20577	C29H53BS	[M + H]+	1.0	140.73	31	0.778	2720_CARA_C18_pos_SIRIUS_20577	9.876	9.298
18705	C20H40O4	[M + H3N + H]+	1.0	140.639	43	0.899	4467_CARA_C18_pos_SIRIUS_18705	-5.479	5.812
472	C28H57NO2	[M + Na]+	1.0	134.463	48	0.917	5907_CARA_C18_pos_SIRIUS_472	-4.867	5.11
25342	C35H68O2	[M + H3N + H]+	1.0	134.164	56	0.994	6265_CARA_C18_pos_SIRIUS_25342	-1.406	3.837
102	C37H71NO4	[M - H4O2 + H]+	1.0	130.436	40	0.898	4915_CARA_C18_pos_SIRIUS_102	-64499.586	7.656
5046	C21H40O5	[M + H3N + H]+	1.0	133.556	49	0.974	7416_CARA_C18_pos_SIRIUS_5046	-5.892	5.636
46	C32H62O2	[M + H3N + H]+	1.0	130.778	53	0.982	551_CARA_C18_pos_SIRIUS_46	-6.459	8.077
30336	C9H12BNO3	[M + H3N + H]+	1.0	135.876	28	0.908	7552_CARA_C18_pos_SIRIUS_30336	-7.047	4.399
6701	C33H64O2	[M + H3N + H]+	1.0	130.62	57	0.996	580_CARA_C18_pos_SIRIUS_6701	0.085	3.516
2771	C22H42O2	[M + H3N + H]+	1.0	130.353	43	0.933	7332_CARA_C18_pos_SIRIUS_2771	-5.068	4.546
10766	C33H69NO2	[M + Na]+	1.0	131.298	30	0.714	2558_CARA_C18_pos_SIRIUS_10766	-8.702	5.547
31391	C17H26O	[M + H]+	1.0	134.114	50	0.956	7879_CARA_C18_pos_SIRIUS_31391	-3.406	4.999
32326	C34H71NO2	[M + Na]+	1.0	127.16	51	0.782	6179_CARA_C18_pos_SIRIUS_32326	-6.018	5.284
31247	C23H45NO	[M + Na]+	1.0	125.926	28	0.79	1345_CARA_C18_pos_SIRIUS_31247	0.439	8.231
77	C33H64O2	[M + H3N + H]+	1.0	122.391	49	0.957	4568_CARA_C18_pos_SIRIUS_77	-7.555	4.991
2000	C16H32O2	[M + Na]+	1.0	125.272	17	0.604	6077_CARA_C18_pos_SIRIUS_2000	4.473	5.084
6238	C19H36O2	[M + H3N + H]+	1.0	122.738	32	0.912	88_CARA_C18_pos_SIRIUS_6238	-4.95	8.0
6355	C20H40O4	[M - H2O + H]+	1.0	127.371	36	0.749	5842_CARA_C18_pos_SIRIUS_6355	-55035.838	7.31
6738	C38H74N2O4	[M + H3N + H]+	1.0	122.922	41	0.492	3741_CARA_C18_pos_SIRIUS_6738	1.585	3.149
257	C19H36O4	[M + H]+	1.0	121.244	29	0.865	1605_CARA_C18_pos_SIRIUS_257	-1.628	5.388
227	C40H68O2	[M + H3N + H]+	1.0	120.475	43	0.822	7204_CARA_C18_pos_SIRIUS_227	8.258	5.862
155	C37H74O4	[M - H4O2 + H]+	1.0	124.523	58	0.985	4578_CARA_C18_pos_SIRIUS_155	-65792.774	6.295
21458	C21H36O3	[M - H2O + H]+	1.0	118.346	20	0.737	5205_CARA_C18_pos_SIRIUS_21458	-56416.741	6.029
6939	C35H75N5O3	[M - H2O + H]+	1.0	123.32	38	0.609	5623_CARA_C18_pos_SIRIUS_6939	-30197.623	6.678
1525	C19H34O3	[M - H2O + H]+	1.0	119.34	18	0.755	7591_CARA_C18_pos_SIRIUS_1525	-61419.457	9.555
20354	C20H34O	[M - H2O + H]+	1.0	117.614	38	0.976	52_CARA_C18_pos_SIRIUS_20354	-65913.976	6.908
1121	C21H40O4	[M + H3N + H]+	1.0	116.222	34	0.99	2941_CARA_C18_pos_SIRIUS_1121	-6.639	8.206
10132	C28H53NO	[M + Na]+	1.0	117.628	37	0.76	4133_CARA_C18_pos_SIRIUS_10132	2.405	4.625
7998	C17H36O2	[M + Na]+	1.0	120.347	22	0.703	2575_CARA_C18_pos_SIRIUS_7998	-6.608	5.18
380	C30H62O2	[M + Na]+	1.0	113.385	41	0.841	458_CARA_C18_pos_SIRIUS_380	-2.308	5.192
20640	C20H40N4O	[M + H3N + H]+	1.0	119.01	42	0.165	4975_CARA_C18_pos_SIRIUS_20640	-0.911	4.564
22331	C33H63N7	[M + H]+	1.0	111.015	37	0.838	7139_CARA_C18_pos_SIRIUS_22331	-9.08	7.516
566	C41H76O6	[M + H3N + H]+	1.0	114.676	30	0.644	778_CARA_C18_pos_SIRIUS_566	-8.813	5.926
1151	C19H38O3	[M - H2O + H]+	1.0	112.494	15	0.898	3739_CARA_C18_pos_SIRIUS_1151	-60587.28	7.794
243	C13H22O2	[M + H3N + H]+	1.0	113.365	28	1.0	6998_CARA_C18_pos_SIRIUS_243	-3.092	6.605
115	C31H60O2	[M + H]+	1.0	112.091	21	0.596	7415_CARA_C18_pos_SIRIUS_115	-6.676	9.741
1442	C28H55NO	[M + Na]+	1.0	111.357	35	0.862	5391_CARA_C18_pos_SIRIUS_1442	1.156	4.354
1522	C42H83N3O3	[M + Na]+	1.0	116.724	37	0.652	1320_CARA_C18_pos_SIRIUS_1522	-5.515	4.281
32262	C22H44O3	[M + H3N + H]+	1.0	116.712	18	0.865	4997_CARA_C18_pos_SIRIUS_32262	-9.538	9.653
254	C31H54O2	[M + H3N + H]+	1.0	110.597	46	0.851	2488_CARA_C18_pos_SIRIUS_254	-3.792	7.279
1339	C39H78N4O3	[M + H3N + H]+	1.0	109.897	25	0.777	2446_CARA_C18_pos_SIRIUS_1339	5.656	8.083
2537	C24H47NO2	[M + H]+	1.0	110.682	38	0.863	1324_CARA_C18_pos_SIRIUS_2537	-4.854	6.991
866	C38H70O4	[M + H3N + H]+	1.0	108.617	28	0.649	1340_CARA_C18_pos_SIRIUS_866	-5.154	8.293
304	C39H76O3	[M - H2O + H]+	1.0	109.284	24	0.68	2805_CARA_C18_pos_SIRIUS_304	-31297.921	7.124
1173	C17H34O4	[M + H]+	1.0	114.056	17	0.957	6376_CARA_C18_pos_SIRIUS_1173	-5.23	8.735
8230	C22H42O3	[M + H]+	1.0	113.291	32	0.741	6310_CARA_C18_pos_SIRIUS_8230	-8.926	7.114
6480	C25H52N2O4	[M - H2O + H]+	1.0	108.934	53	0.903	2554_CARA_C18_pos_SIRIUS_6480	-42145.558	7.059
4030	C22H43NO	[M + H3N + H]+	1.0	110.859	57	0.992	644_CARA_C18_pos_SIRIUS_4030	-9.541	3.98
5637	C20H38O4	[M + H3N + H]+	1.0	112.452	32	0.969	5544_CARA_C18_pos_SIRIUS_5637	-8.146	7.181
3624	C14H30N3O2	[M - H2O + H]+	1.0	106.529	19	0.668	7988_CARA_C18_pos_SIRIUS_3624	-70569.29	9.338
8292	C29H42O4	[M + H]+	1.0	105.523	56	0.981	4380_CARA_C18_pos_SIRIUS_8292	-1.947	2.094
1266	C18H35NO	[M + H]+	1.0	111.378	24	0.637	7893_CARA_C18_pos_SIRIUS_1266	-1.209	10.428
20466	C39H76O2	[M + H3N + H]+	1.0	103.282	52	0.989	8021_CARA_C18_pos_SIRIUS_20466	-5.478	5.236
6737	C36H75N3O4	[M - H2O + H]+	1.0	110.217	40	0.587	5880_CARA_C18_pos_SIRIUS_6737	-30192.781	4.929
21393	C21H40O2	[M + H3N + H]+	1.0	104.836	17	0.654	7539_CARA_C18_pos_SIRIUS_21393	-6.59	9.971
13721	C42H81N5O5	[M + H]+	1.0	108.296	40	0.689	4905_CARA_C18_pos_SIRIUS_13721	-3.186	4.867
30391	C38H68O2	[M + H3N + H]+	1.0	99.218	52	0.96	4993_CARA_C18_pos_SIRIUS_30391	-0.273	4.318
8297	C19H36O3	[M + H3N + H]+	1.0	107.093	39	0.805	653_CARA_C18_pos_SIRIUS_8297	-7.177	5.649
6634	C23H45NO	[M + H]+	1.0	104.129	23	0.673	4758_CARA_C18_pos_SIRIUS_6634	-3.949	5.566
11317	C36H72B2O2	[M + Na]+	1.0	106.469	40	0.861	6095_CARA_C18_pos_SIRIUS_11317	-7.465	4.67
20433	C37H72O2	[M + H3N + H]+	1.0	98.365	51	0.97	394_CARA_C18_pos_SIRIUS_20433	-4.16	3.77
34856	C37H77N3O6	[M - H4O2 + H]+	1.0	104.816	41	0.667	7851_CARA_C18_pos_SIRIUS_34856	-57673.701	5.346
9170	C22H45NO2	[M + Na]+	1.0	99.922	35	0.811	2481_CARA_C18_pos_SIRIUS_9170	1.981	5.143
29332	C10H21NO2	[M + Na]+	1.0	103.983	16	0.671	4094_CARA_C18_pos_SIRIUS_29332	5.474	5.771
25478	C33H67NO5	[M - H2O + H]+	1.0	103.665	20	0.67	4685_CARA_C18_pos_SIRIUS_25478	-33324.873	5.315
5099	C43H87NO3	[M - H2O + H]+	1.0	100.027	30	0.519	2970_CARA_C18_pos_SIRIUS_5099	-27767.329	6.773
1510	C38H72O3	[M + H3N + H]+	1.0	102.625	29	0.742	2135_CARA_C18_pos_SIRIUS_1510	-8.025	5.215
2126	C38H75N3	[M + Na]+	1.0	99.625	30	0.229	3506_CARA_C18_pos_SIRIUS_2126	9.018	7.959
2498	C21H40O5	[M + H]+	1.0	94.34	32	0.826	7130_CARA_C18_pos_SIRIUS_2498	-5.494	8.557
30881	C19H38O4	[M - H2O + H]+	1.0	95.296	45	0.882	2452_CARA_C18_pos_SIRIUS_30881	-57488.16	6.037
26553	C9H11NO3	[M + H]+	1.0	98.521	16	0.989	5364_CARA_C18_pos_SIRIUS_26553	-6.973	8.907
31109	C11H24O3	[M + Na]+	1.0	98.29	19	0.794	118_CARA_C18_pos_SIRIUS_31109	4.995	5.878
10733	C39H81N9O	[M + Na]+	1.0	98.266	53	0.789	2012_CARA_C18_pos_SIRIUS_10733	-3.819	4.107
3268	C22H40O2	[M + H3N + H]+	1.0	91.164	30	0.811	7569_CARA_C18_pos_SIRIUS_3268	-2.98	8.998
13939	C24H50O3	[M + Na]+	1.0	91.526	28	0.743	2112_CARA_C18_pos_SIRIUS_13939	3.625	5.712
22112	C17H32O2	[M + H3N + H]+	1.0	92.557	21	1.0	4823_CARA_C18_pos_SIRIUS_22112	-5.435	5.554
1052	C39H72O4	[M + H3N + H]+	1.0	91.466	33	0.711	1620_CARA_C18_pos_SIRIUS_1052	-7.367	4.558
711	C36H70O3	[M + H]+	1.0	91.765	33	0.882	3555_CARA_C18_pos_SIRIUS_711	-8.653	3.084
343	C27H72N14O	[M - H2O + H]+	1.0	96.251	37	0.795	5767_CARA_C18_pos_SIRIUS_343	-30435.499	6.338
2524	C22H47NO2	[M + Na]+	1.0	90.539	36	0.861	549_CARA_C18_pos_SIRIUS_2524	7.098	5.909
821	C21H38O	[M + H3N + H]+	1.0	93.049	36	0.925	1704_CARA_C18_pos_SIRIUS_821	-7.373	7.009
2116	C32H70N6O5	[M - H2O + H]+	1.0	93.784	34	0.925	6200_CARA_C18_pos_SIRIUS_2116	-29948.729	6.03
11390	C46H90N4O3	[M + H]+	1.0	93.416	42	0.764	1089_CARA_C18_pos_SIRIUS_11390	9.002	3.801
773	C13H26O4	[M - H4O2 + H]+	1.0	88.844	21	0.991	4332_CARA_C18_pos_SIRIUS_773	-170584.168	5.648
11347	C42H85NO3	[M - H2O + H]+	1.0	93.262	54	0.973	4302_CARA_C18_pos_SIRIUS_11347	-28382.733	8.058
2885	C17H32O2	[M + Na]+	1.0	90.211	32	0.834	2898_CARA_C18_pos_SIRIUS_2885	2.915	5.036
8645	C28H53NO	[M + Na]+	1.0	88.957	13	0.681	2047_CARA_C18_pos_SIRIUS_8645	0.597	5.875
21398	C42H91N3O7	[M - H4O2 + H]+	1.0	91.421	42	0.849	6309_CARA_C18_pos_SIRIUS_21398	-50393.588	5.113
3548	C30H59NO	[M + Na]+	1.0	91.409	27	0.78	7187_CARA_C18_pos_SIRIUS_3548	-9.496	5.808
135	C30H58O2	[M + H3N + H]+	1.0	85.939	30	0.881	5397_CARA_C18_pos_SIRIUS_135	-7.485	5.963
7025	C39H81N5O5	[M - H2O + H]+	1.0	91.126	33	0.485	312_CARA_C18_pos_SIRIUS_7025	-26382.768	5.44
29450	C41H80N2O3	[M + H3N + H]+	1.0	90.591	40	0.545	844_CARA_C18_pos_SIRIUS_29450	4.32	4.198
31891	C9H20O2	[M + Na]+	1.0	90.046	11	0.829	6495_CARA_C18_pos_SIRIUS_31891	3.546	5.246
818	C30H50O	[M - H2O + H]+	1.0	84.134	40	0.772	6725_CARA_C18_pos_SIRIUS_818	-43997.43	5.855
1047	C31H63NO3	[M - H2O + H]+	1.0	84.081	17	0.798	1463_CARA_C18_pos_SIRIUS_1047	-37491.212	9.507
27330	C40H79NO4	[M - H4O2 + H]+	1.0	84.443	55	0.975	8084_CARA_C18_pos_SIRIUS_27330	-59778.449	3.535
11168	C37H78NO4P	[M - H4O2 + H]+	1.0	88.755	30	0.74	4886_CARA_C18_pos_SIRIUS_11168	-60392.588	8.347
1810	C40H83N5O2	[M + H]+	1.0	88.737	32	0.605	6124_CARA_C18_pos_SIRIUS_1810	2.47	5.553
4134	C35H71NO3	[M + H]+	1.0	88.69	22	0.824	5289_CARA_C18_pos_SIRIUS_4134	-9.326	5.616
680	C38H72O4	[M + H3N + H]+	1.0	81.049	22	0.658	7206_CARA_C18_pos_SIRIUS_680	-5.219	6.388
30406	C41H83NO3	[M - H2O + H]+	1.0	80.759	45	0.912	948_CARA_C18_pos_SIRIUS_30406	-29022.288	6.362
1562	C47H95NO5	[M - H2O + H]+	1.0	88.07	34	0.43	1631_CARA_C18_pos_SIRIUS_1562	-24453.066	5.575
384	C38H77NO3	[M + H]+	1.0	87.931	27	0.616	2119_CARA_C18_pos_SIRIUS_384	-8.417	3.415
10975	C20H43NO2	[M + Na]+	1.0	82.854	33	0.734	1258_CARA_C18_pos_SIRIUS_10975	-0.852	5.88
62	C37H75NO3	[M - H2O + H]+	1.0	81.775	44	0.915	4628_CARA_C18_pos_SIRIUS_62	-31906.801	4.619
3804	C18H36O2	[M + Na]+	1.0	84.861	14	0.73	5630_CARA_C18_pos_SIRIUS_3804	3.088	5.8
549	C28H54O2	[M + H3N + H]+	1.0	81.399	24	0.843	3786_CARA_C18_pos_SIRIUS_549	-1.831	6.029
345	C33H65NO2	[M + Na]+	1.0	79.777	27	0.848	1099_CARA_C18_pos_SIRIUS_345	0.658	4.297
8127	C26H50O3	[M + H3N + H]+	1.0	83.915	30	0.901	5170_CARA_C18_pos_SIRIUS_8127	-4.717	5.351
21872	C26H50O3	[M + H3N + H]+	1.0	83.915	30	0.901	3207_CARA_C18_pos_SIRIUS_21872	-4.251	5.351
11210	C14H26O8	[M + H]+	1.0	83.249	12	0.969	2294_CARA_C18_pos_SIRIUS_11210	-2.612	5.666
24244	C18H30O9	[M + H3N + H]+	1.0	78.907	23	0.986	3089_CARA_C18_pos_SIRIUS_24244	-7.369	5.445
161	C37H73NO3	[M - H2O + H]+	1.0	77.339	43	0.863	3590_CARA_C18_pos_SIRIUS_161	-32022.684	6.811
4885	C34H69NO4	[M + Na]+	1.0	84.389	34	0.717	7218_CARA_C18_pos_SIRIUS_4885	-6.708	6.192
2246	C36H68O4	[M + H3N + H]+	1.0	83.895	18	0.553	6018_CARA_C18_pos_SIRIUS_2246	-0.32	6.463
26846	C16H30O2	[M + H3N + H]+	1.0	83.847	20	0.872	3666_CARA_C18_pos_SIRIUS_26846	-5.163	5.697
5591	C23H44O4	[M + H3N + H]+	1.0	78.916	28	0.836	8104_CARA_C18_pos_SIRIUS_5591	-6.674	5.589
6033	C24H45NO5	[M - H4O2 + H]+	1.0	80.083	26	0.929	3932_CARA_C18_pos_SIRIUS_6033	-91825.602	7.983
2005	C33H65NO3	[M - H2O + H]+	1.0	82.575	21	0.691	7704_CARA_C18_pos_SIRIUS_2005	-35566.617	9.182
421	C44H91N5O2	[M + H]+	1.0	78.566	37	0.727	8066_CARA_C18_pos_SIRIUS_421	7.259	5.272
833	C11H22O2	[M + Na]+	1.0	79.913	20	0.865	2348_CARA_C18_pos_SIRIUS_833	8.603	6.13
4930	C13H22O3	[M + H3N + H]+	1.0	81.986	21	0.895	7413_CARA_C18_pos_SIRIUS_4930	-4.587	6.201
26869	C33H69N5O2	[M + H]+	1.0	81.937	26	0.655	5871_CARA_C18_pos_SIRIUS_26869	-8.799	5.081
2959	C18H35NO2	[M + H]+	1.0	78.855	15	0.886	4732_CARA_C18_pos_SIRIUS_2959	-3.204	7.575
9048	C17H32O2	[M + H]+	1.0	77.176	19	0.858	4406_CARA_C18_pos_SIRIUS_9048	-5.225	7.124
1141	C35H67NO4	[M + H3N + H]+	1.0	78.059	32	0.642	3922_CARA_C18_pos_SIRIUS_1141	-0.06	6.809
29424	C28H60N6O2	[M + Na]+	1.0	81.633	36	0.82	819_CARA_C18_pos_SIRIUS_29424	-9.704	6.491
3192	C44H76O3	[M + H3N + H]+	1.0	81.477	24	0.924	2406_CARA_C18_pos_SIRIUS_3192	8.542	9.043
6972	C21H45NO4	[M + Na]+	1.0	81.06	25	0.727	4412_CARA_C18_pos_SIRIUS_6972	1.055	5.315
6827	C17H36O2	[M + Na]+	1.0	76.02	21	0.846	7082_CARA_C18_pos_SIRIUS_6827	0.843	4.929
29440	C13H28N4O	[M + H3N + H]+	1.0	79.991	40	0.76	6700_CARA_C18_pos_SIRIUS_29440	1.323	7.019
299	C44H86N2O2S	[M + H3N + H]+	1.0	79.689	34	0.986	3753_CARA_C18_pos_SIRIUS_299	-4.728	5.408
133	C20H41NO	[M + H]+	1.0	74.675	36	0.761	7580_CARA_C18_pos_SIRIUS_133	-1.573	4.943
1533	C20H41NO	[M + Na]+	1.0	75.4	30	0.842	5040_CARA_C18_pos_SIRIUS_1533	-3.397	6.842
1661	C16H36N6O2	[M + H]+	1.0	73.152	13	0.815	6754_CARA_C18_pos_SIRIUS_1661	3.328	5.081
8320	C16H34O2	[M + Na]+	1.0	76.135	14	0.625	4320_CARA_C18_pos_SIRIUS_8320	1.774	10.581
7000	C39H75NO2	[M + Na]+	1.0	78.71	17	0.756	4271_CARA_C18_pos_SIRIUS_7000	8.323	3.826
31850	C24H52N8O2	[M + H]+	1.0	78.695	33	0.607	6086_CARA_C18_pos_SIRIUS_31850	8.035	7.173
1605	C34H66O3	[M + H3N + H]+	1.0	73.671	34	0.838	1624_CARA_C18_pos_SIRIUS_1605	-7.625	3.995
34889	C36H60N4O	[M + H]+	1.0	78.245	21	0.829	6161_CARA_C18_pos_SIRIUS_34889	7.8	7.367
8044	C23H46O4	[M + H3N + H]+	1.0	76.48	14	0.94	4403_CARA_C18_pos_SIRIUS_8044	-7.507	4.937
34261	C23H44O3	[M + H]+	1.0	77.921	11	0.461	4457_CARA_C18_pos_SIRIUS_34261	6.981	2.828
4151	C34H67NO3	[M + H]+	1.0	77.898	22	0.734	335_CARA_C18_pos_SIRIUS_4151	-3.847	6.216
8027	C35H66O4	[M + H3N + H]+	1.0	77.85	16	0.57	4651_CARA_C18_pos_SIRIUS_8027	-0.239	5.548
249	C40H81NO3	[M + H]+	1.0	77.743	27	0.589	5519_CARA_C18_pos_SIRIUS_249	-9.0	5.406
4487	C19H36O4	[M + H]+	1.0	77.617	14	0.631	4655_CARA_C18_pos_SIRIUS_4487	-4.665	5.972
541	C20H37NO11	[M + H]+	1.0	71.44	13	0.953	1480_CARA_C18_pos_SIRIUS_541	-3.497	3.077
25399	C32H54N2	[M + H3N + H]+	1.0	76.963	27	0.256	3853_CARA_C18_pos_SIRIUS_25399	7.792	3.738
12608	C27H46O	[M - H2O + H]+	1.0	70.829	27	0.767	5525_CARA_C18_pos_SIRIUS_12608	-48767.138	5.63
316	C21H40O4	[M + H]+	1.0	72.855	11	0.789	4586_CARA_C18_pos_SIRIUS_316	-4.859	4.984
34050	C24H48B2N2O6	[M - H4O2 + H]+	1.0	76.061	23	0.777	7804_CARA_C18_pos_SIRIUS_34050	-80876.108	5.408
30887	C10H18O5	[M - H4O2 + H]+	1.0	75.294	14	0.952	3482_CARA_C18_pos_SIRIUS_30887	-196728.699	8.843
267	C39H78N4O3	[M + H3N + H]+	1.0	71.419	31	0.292	4776_CARA_C18_pos_SIRIUS_267	1.17	4.043
1570	C13H22B2O4	[M - H4O2 + H]+	1.0	74.903	11	0.863	6923_CARA_C18_pos_SIRIUS_1570	-158568.081	5.763
10722	C45H91NO5	[M + H]+	1.0	71.002	14	0.927	1359_CARA_C18_pos_SIRIUS_10722	-0.965	5.185
4676	C20H34O2	[M + Na]+	1.0	71.14	22	0.112	5669_CARA_C18_pos_SIRIUS_4676	0.301	7.819
6756	C37H73NO3	[M + H3N + H]+	1.0	74.474	26	0.457	5278_CARA_C18_pos_SIRIUS_6756	2.726	3.578
5650	C20H42O2	[M + Na]+	1.0	69.147	12	0.544	6745_CARA_C18_pos_SIRIUS_5650	1.479	9.001
4879	C40H76O3	[M + H3N + H]+	1.0	73.456	28	0.699	1015_CARA_C18_pos_SIRIUS_4879	-4.452	7.092
18312	C18H36O2	[M + Na]+	1.0	70.489	24	0.876	7861_CARA_C18_pos_SIRIUS_18312	0.81	5.316
11211	C12H22O6	[M + H]+	1.0	69.059	14	0.997	3908_CARA_C18_pos_SIRIUS_11211	0.323	5.147
1271	C13H22O2	[M + H3N + H]+	1.0	70.773	16	0.946	7548_CARA_C18_pos_SIRIUS_1271	-5.721	6.451
3647	C32H60O4	[M + H3N + H]+	1.0	67.383	14	0.812	2461_CARA_C18_pos_SIRIUS_3647	-3.392	3.859
2071	C39H77NO5	[M + Na]+	1.0	70.125	19	0.612	6895_CARA_C18_pos_SIRIUS_2071	4.837	3.825
5015	C24H48O2	[M + H3N + H]+	1.0	68.353	15	0.965	942_CARA_C18_pos_SIRIUS_5015	-7.133	7.264
1640	C13H20O2	[M + H3N + H]+	1.0	70.929	5	0.794	1740_CARA_C18_pos_SIRIUS_1640	-1.571	4.368
885	C10H10O3	[M + H]+	1.0	67.177	15	0.991	2164_CARA_C18_pos_SIRIUS_885	-2.07	6.081
86	C16H34O2	[M + Na]+	1.0	66.037	9	0.716	1262_CARA_C18_pos_SIRIUS_86	4.263	8.709
973	C22H40O2	[M + H3N + H]+	1.0	65.412	17	0.759	7154_CARA_C18_pos_SIRIUS_973	-4.674	6.171
1123	C16H30O2	[M + H]+	1.0	68.228	15	0.837	5516_CARA_C18_pos_SIRIUS_1123	-3.748	6.787
32726	C24H46O2	[M + H]+	1.0	68.225	10	0.828	3594_CARA_C18_pos_SIRIUS_32726	-7.778	6.796
6636	C14H18O4	[M + H]+	1.0	66.218	13	0.613	7560_CARA_C18_pos_SIRIUS_6636	-3.128	4.445
1182	C34H66O5	[M + H3N + H]+	1.0	63.144	16	0.896	1729_CARA_C18_pos_SIRIUS_1182	-3.757	5.988
30319	C11H18O2	[M + H3N + H]+	1.0	70.055	10	0.835	2847_CARA_C18_pos_SIRIUS_30319	-7.021	8.411
691	C33H66O2	[M + H3N + H]+	1.0	65.015	15	0.851	1363_CARA_C18_pos_SIRIUS_691	-6.062	5.309
7758	C16H32O2	[M + H3N + H]+	1.0	65.117	13	0.97	1164_CARA_C18_pos_SIRIUS_7758	-3.849	8.413
19712	C22H42O3	[M + H3N + H]+	1.0	65.609	11	0.781	2838_CARA_C18_pos_SIRIUS_19712	-6.77	5.406
388	C27H48O2	[M - H4O2 + H]+	1.0	64.03	26	0.718	4636_CARA_C18_pos_SIRIUS_388	-97525.547	4.964
6266	C22H44N2O3	[M + H]+	1.0	69.169	21	0.653	1156_CARA_C18_pos_SIRIUS_6266	3.712	7.144
