Eigvals	3
27.792715029139814	24.11082985071385	15.279653969129317

Proportion explained	3
0.4866544859000991	0.3662546090090718	0.1470909050908291

Species	12	3
Propionibacteriaceae	-8.645527194175424	-4.299173408846555	-3.5028499998119322
Staphylococcus caprae or capitis	3.4875334181809454	-3.736288704648219	-0.5984392925569245
Staphylococcus epidermidis	5.656887456359892	7.535388349631908	6.852748712418996
Staphylococcus hominis	13.671221576635716	5.877208340183444	-2.667331162624299
Other Staphylococci	-13.052144557405416	17.290672535982118	-0.155425502195872
Polyomavirus HPyV6	8.752377992494624	3.654453696868597	-4.74520032472031
Polyomavirus HPyV7	-7.435895032630207	-2.854227019410853	-0.1643635389956718
Merkel Cell Polyomavirus	-5.240821844326472	-5.43673009218813	8.61393404669993
Malasseziaceae	-7.182841082587325	-5.0150554091392054	-7.644057343314346
Corynebacteriaceae	5.98213696986791	-7.812629797292735	1.5021724274818782
Micrococcaceae	6.558504548093032	-0.6254624891968341	-0.5008369402480944
Other families	-2.5514322505072657	-4.5781560019435465	3.009648917866676

Site	1225	3
X940001	0.005166603889991698	0.00751031495650518	0.013656646982767542
X940002	-0.003582530191218611	0.011973096590482657	0.00010420520233170392
X940005	0.0012174338741181361	0.015724583183506557	0.0020856250948224422
X940007	0.005296993719888305	-0.007069087538401487	-0.010907526079748828
X940010	0.017681010925753245	-0.024091333008591728	0.004137674942613444
X940013	0.009499018007078579	0.00955004818314831	0.015521433566028166
X940014	-0.08286473379013636	-0.020845479064192343	0.03631080571053724
X940015	0.0028630270278278734	0.0028899551729262203	0.0053471309003021465
X940019	-0.05272540600013244	-0.059591530254113005	-0.045108783311969276
X940021	0.0769378272733721	-0.029387507692043437	-0.017854937491694804
X940022	0.01748805571442143	0.01933320872417444	0.025986995735906
X940024	0.021850592317860486	0.00633643082514078	0.007822155831528553
X940025	0.0047819728373509245	0.0029391237894696477	0.0012263376557980735
X940026	-0.0025282649746237213	-0.015187779002562999	0.028509484849329934
X940027	0.0225910242065482	-0.005128209752433032	-0.00609480750471247
X940028	0.01892616912441456	0.020328074593822094	0.005465839134960787
X940029	0.0047136927592687896	-0.010581169001084842	-0.00965102702195432
X940031	-0.007373739638150929	-0.012451866118580552	-0.0001536382505066202
X940032	0.0018162259783164934	0.0014614513248291797	0.0023450746721565175
X940034	0.026685586762751384	0.016327012999696255	0.028163075991919702
X940040	0.04112128718099102	0.034069346143912535	0.02003620042690557
X940043	0.01882310947699932	0.011493009069104323	-0.005672905506439411
X940045	-0.07875789743396223	-0.02237433143865124	-0.020849603948472305
X940047	0.0770907911423477	-0.02914629034330581	-0.024611793685751244
X940048	0.03601774073128915	0.020975865196494158	0.016396032098427504
X940049	0.002483414540637046	0.009363649899555286	-0.0021251875186075486
X940050	-0.0193074728242359	0.013165353408239065	-0.03822517871358334
X940053	0.007892330002397007	0.008018196207896308	0.006642825714780274
X940054	0.032428407342814304	0.00913862234579807	0.013463109343674185
X940055	-0.09164511625691196	0.12889089994563796	-0.013656084681503627
X940056	-0.003951641756388623	-0.016320827048449622	0.014763168714683217
X940058	0.01711062625434431	0.011607935735243463	-0.0026989176714626115
X940059	0.013211143100708034	0.040954492340863	-0.0012111116973669814
X940062	-0.04413674034880662	-0.023587709281852356	-0.059182782057178245
X940069	-0.0019281136897089568	0.007205390716486807	0.0041796317914441095
X940071	-0.039448556925000156	0.02524625308033373	0.0403558193809367
X940072	0.00756225004073502	0.001808809401394123	-0.0006345547081508388
X940073	0.10172670340403935	-0.08348538630505144	-0.0830514310110996
X940074	0.005806551665517531	-0.02810847449256111	0.011933599559922124
X940079	0.02622600832156226	-0.06478087801266766	0.017111035610497264
X940080	0.00819550949560007	0.023730451152683234	0.03201893682440739
X940082	-0.04799542444204126	0.004733280267499055	-0.09220648120280701
X940084	-0.012447303048150083	0.011643235755961042	0.02390309593740843
X940086	-0.00471489623370484	0.010266060360245346	0.0025252346274671723
X940089	-0.0385305854361272	0.07111000151588256	0.018064004611060946
X940091	0.02727449230642042	0.026080638352487563	-0.04965456540077204
X940092	0.014777371374118992	-0.018577789445878897	0.0036559127103596534
X940093	0.008488661942988637	0.005031915208264045	0.008835350165651878
X940094	-0.027898860286663867	0.02496286397787617	-0.11204254984352814
X940097	0.004069809564563911	0.011137118386455341	-0.02097054954276705
X940102	0.006498463823106173	-0.0006668789227003841	0.03174304379615344
X940104	0.006617986376343887	-0.02503422682690615	0.0033080738226224263
X940108	0.00945754621535668	0.013667742237473423	0.011113039730209587
X940110	-0.03615291633211205	-0.041951855608167034	0.028420289566594634
X940112	-0.16379407124321185	0.03513600237384663	-0.02019996647846953
X940115	-0.022187697911912347	-0.008908318495362418	-0.05614232054686802
X940120	0.014101694234957954	0.002578686261184572	0.009943923067458978
X940121	-0.08547379195026657	-0.014931621325996833	-0.0981687567723517
X940126	-0.0031792915183322594	-0.012898237720626468	0.0021878638002168793
X940127	0.02831178407895719	0.0069158106146352425	-0.0038207884328329746
X940129	-0.015802015776830075	-0.01935665096780215	-0.0002915912176646967
X940130	0.04530259062374596	0.010747971748931624	-0.03879838058427755
X940133	0.003834693587166554	-0.009059947341125502	-0.016302379297608815
X940136	0.014029326011569749	0.020368124641837272	0.0057908943432288555
X940143	0.012885912157820348	0.002838387212677372	-0.0019918969376539228
X940145	-0.003678255416200733	-0.011709977453558111	-0.0035993291587234355
X940147	0.006345434368230219	0.008703320193554607	0.013316173086052468
X940148	0.002573456253529286	-0.01439992486424738	-0.0065022218591586495
X940152	0.006185665405082945	-0.010666922893924407	0.016608699410329227
X940154	0.010176173518686412	0.012598481891334902	0.010505277239150214
X940156	-0.004274079755489486	-0.03910580262945051	0.01057124627293955
X940158	-0.011006629982631527	-0.04055130003998044	0.004756685719413976
X940163	0.02117993293682706	-9.265244057300086e-05	0.03629944006179267
X940168	-0.07525467274699565	-0.012898354188326152	-0.1264009210218119
X940174	-0.03810635477979713	-0.02194341664621556	-0.07443660862063052
X940176	-0.047044586257318256	0.01217833013497758	-0.05380406652845999
X940178	0.0033076845253557407	-0.02945963583128795	0.0222541444347807
X940179	0.007009714696797928	-0.007208738669601292	-0.020192698094874697
X940182	0.017233816835280143	0.0015073606352495948	0.0024464504526764573
X940184	-0.02087182665794106	-0.02060963627218592	-0.018535425966034795
X940185	-0.046736835160718	0.017873452389217045	0.006461084384725562
X940186	-0.008395848463183583	0.002640021876510941	0.01674979477546953
X940189	-0.004581976429749936	-0.0022388190672811507	0.019242566437120856
X940193	-0.04878745729726626	0.11883384846563268	-0.01175784051759724
X940203	-0.04792116462070935	-0.008103208576505207	-0.009066741872477609
X940211	0.017149050316336078	0.021841236969822223	0.008945716468051822
X940213	-0.04005290260297765	-0.027940299953551174	-0.013035036999800301
X940214	0.013978790176263727	-0.0005276934666409175	-0.010837698717964295
X940217	-0.014532577543813062	-0.025958977448724944	-0.011886304702913148
X940222	-0.042773814673235114	0.07639357133714904	0.03190652220992352
X940223	0.049435413247559734	0.004502938152273209	-0.022776527463190914
X940227	-0.02885444695200052	-0.02170643528934291	-0.017745100407353265
X940230	0.024034660370971246	-0.004144413038262416	0.011701413845067907
X940232	0.016769737135589567	-0.0021345993120357814	-0.02111459797174225
X940233	0.021887964172837792	0.014236006550080125	0.032223869134347716
X940237	0.028779651038073763	-0.0007910675987511258	-0.015490566824703362
X940239	-0.041582339738934666	0.03786050530372982	0.04226866638759215
X940244	0.04177176981531219	0.007956926559352285	0.019723309228260877
X940248	0.009772074713837611	0.01699353500287803	-0.03590277139266295
X940251	-0.0252581830007805	-0.011547873169580596	0.005833246596186362
X940256	-0.02604505476530816	-0.027046988044708176	0.0074238863131110494
X940259	-0.009210292553206992	-0.029903942086387254	0.013934857389029607
X940261	0.005641828148927353	0.006883054464125013	0.004159805508926155
X940264	-0.06841028797311267	-0.0381351877039178	-0.007319518839841515
X940270	0.004842424451877736	-0.0017690469913112998	-0.007265216836356932
X940271	0.04991094227664425	0.010276404500576007	0.005693891677067166
X940278	0.0003832784528535889	-0.020402176457030314	0.008429842332080944
X940281	0.042204103637037645	0.06454522114287149	0.014051790866483423
X940284	-0.01456608069261149	-0.012967568721126786	0.0031674320059359522
X940286	0.011766728549273488	-0.00126618751982118	-0.07257478476509767
X940287	0.01015295377753561	-0.0036012479901327017	-0.006170456073574862
X940288	0.011379964642710474	-0.0022479776649641813	0.020753680195501136
X940291	0.017759934047280712	0.008733956534588867	0.009299655276649863
X940297	0.007553695398002808	0.008816753276263332	0.0034550671487302265
X940301	0.0029364691291249826	0.010575111121607602	-0.005156871169839594
X940302	0.011226147663893547	-0.03471471815224541	-0.02526913600683107
X940303	0.009092911845558216	0.009496321111852632	0.026801270071289712
X940305	0.027212319388575452	0.008422848302569027	0.01748207891878464
X940306	0.005726187462030877	-0.039929415621875235	0.002490447992252564
X940309	-0.0008824310847846658	0.023203112732841525	0.01566734472505819
