FAMILY_ID	EMR_04_1_JG	EMR_04_10_MD	EMR_04_11_AT	EMR_04_13_KB	EMR_04_15_DB	EMR_04_17_BS	EMR_04_19_BK	EMR_04_20_JP	EMR_04_21_DM	EMR_04_22_RS	EMR_04_23_JB	EMR_04_24_DK	EMR_04_3_MX	EMR_04_32_GS	EMR_04_33_CG	EMR_04_34_NG	EMR_04_35_RB	EMR_04_37_CM	EMR_04_38_GC	EMR_04_39_NP	EMR_04_44_DTA	EMR_04_45_VC	EMR_04_46_AB	EMR_04_47_JM	EMR_04_48_LD	EMR_04_50_RJ	EMR_04_52_JC	EMR_04_55_TC	EMR_04_56_AI	EMR_04_57_NF	EMR_04_60_TC	EMR_04_61_BJ	EMR_04_62_JC	EMR_04_67_DN	EMR_04_68_VG	EMR_04_69_DC	EMR_04_7_NMC	EMR_04_70_WC	EMR_04_72_RB	EMR_04_73_AC	EMR_04_75_DM	EMR_04_76_RR	EMR_04_8_MC	EMR_04_9_DC	EMR_04_N-11_PW	EMR_04_N-13_LB	EMR_04_N-16_PP	EMR_04_N-18_JG	EMR_04_N-19_RC	EMR_04_N-21_AG	EMR_04_N-22_RD	EMR_04_N-29_BP	EMR_04_N-31_JG	EMR_04_N-4_EV	EMR_04_N-5_CA	EMR_04_N-8_PC
X970088	1.1123335059671253	1.4423781115950975	1.554516602908627	0.7059715214816299	1.5305502846698116	1.1938949014036189	0.942940873512493	0.8863715614838501	1.316503020549964	0.9759927276971154	0.7251707042785561	1.0142886576690098	0.8934574356093155	1.1927505399242393	1.082711197433717	1.6431666543660002	0.773194735861377	0.8126883517934071	0.7856919219833193	1.2812983967509095	1.3571453458564595	1.1616674937304805	0.6752471114091758	1.0568968359195063	0.8807780884278835	1.294664152567113	1.1250445013820702	1.5633440939566845	1.0590786146634976	0.9238862636481494	1.0831292945072921	0.6987580555264319	1.115557787806272	1.1936264042196982	1.0069798306503983	1.4809834191634017	1.0849436222333042	0.7988262224429997	1.4260508445856221	0.6672959281648305	1.0216747569366853	1.2125750470118446	1.4225623731473875	0.9036655519854456	0.8344187185047108	1.0477978903472847	1.2833067652887244	1.30582692493399	0.5639194659369829	0.5708363259473634	0.9387527024292716	0.9852786769455056	0.9641094008366617	1.257724205314753	0.8144733472752893	0.6036238845389283
X970089	1.031150603975218	0.6452439864971282	0.377219439186039	0.3857353814901421	0.8625366089751245	0.44153985045313743	0.3180603863576683	0.5038625503290012	0.9518939116845406	0.2780571470848003	1.0845376362889383	0.41959946850869634	1.3596699810745687	3.674112468444892	0.29644376699988095	0.18834312971769007	0.284263960469862	0.7561663730537138	0.7486840745342295	0.922397944118492	0.7706345889229664	0.3919524254392504	0.5970077916835052	0.4106726881092131	0.39151693355666706	0.5437638288760285	0.4778837354780883	1.0903825765067705	1.7324288225128304	0.14951428324978672	0.8327653137691478	0.46840028653062504	0.16433258830356173	0.3303429685801685	0.4049484602543403	0.324815896068991	0.4125580210719298	0.847238877658702	0.48206566016403574	0.12188007914914684	5.801415084201155	0.559383284475186	0.6649192788624557	0.47460714685973415	1.119849648931561	0.3704653624558014	0.33589901782534237	0.6428091998010206	0.5229203453764758	1.1197603129075666	0.5321716656027586	0.2766075718713611	0.6148462578368286	0.41304021739478486	0.8259183029784697	0.5095280241556945
X970091	0.26648267188733293	0.258352292049953	0.24909203162667512	0.23847076016277288	0.4078256443696927	0.21682370325870617	0.6253811837195786	0.2940901694922015	0.2773649357193907	0.47027991173463063	0.4941474521744056	0.8151355552997784	0.24794194338213038	2.0057429282868497	0.7088281657000187	1.1877454097620175	0.2315882164866272	0.3507693492920868	0.2929287699492366	0.1715747743587216	0.19939592839656198	0.6395783071107164	0.17795920945486252	0.4353040327427467	0.2644951383242612	0.22259225272142139	0.5323379613642617	0.34474734100134985	0.3559123870085944	1.0597320889188093	0.22153760140064918	48.99835894933412	0.2626421113602575	0.5477000136457424	0.37248644673229736	0.22930502282860116	0.5586948833295802	0.2775784489723863	0.5654509737752185	0.7981791178167836	0.2762443299841749	0.32615348138927375	0.1409664954446658	0.6155293788429559	0.6471791441605389	0.36330981596552403	1.2092165138217938	0.25635148947071695	0.4020575816798777	0.5466933691663007	0.640527035377791	0.9801338584300675	0.18200125163286768	1.0689517596633265	0.303469228011134	0.24719318991462783
X970092	0.3155431943659181	0.4848427821979701	0.39591246009712383	0.31635298507419424	0.21678843224851257	0.40047776572567245	0.4220151316534464	0.2834061371897498	1.0128730262293888	0.321724785583827	0.3512933382770693	0.4102869450797879	0.8116879204983398	0.17438886555186892	0.22444554611441656	0.16862775112182432	0.21289108119245975	0.3392281938296265	0.2733600797389602	0.48217883593579136	0.10957921985695185	0.4533280341415909	0.23843162356280992	0.20064814707697273	0.2797530864328971	0.37262222680861545	0.6978589767325121	0.15086112110256977	0.19987028468176488	0.24503146301698506	0.32704749584441917	41.48961294645872	0.19793378799289682	0.497147505803327	0.44306326676806035	0.5469754104193414	0.11839714909449771	0.668875101491109	0.3646085625125226	0.22276981024734974	0.27118597035151004	0.12377976597573961	0.57401793040124	0.23898889545118332	1.3593489605287523	0.24250133074013516	0.6726465088076299	0.17495575786035863	0.30004961978003325	0.48782015296093995	0.6946596845427055	0.1507270309345862	0.46824852179224513	8.862423313499065	0.2531005502674641	0.2010580133026798
X970093	0.8232827389377044	1.1504904551277206	0.5883710671761471	0.5324906467520989	1.6758863090696856	0.46695391517432433	0.7021057738879698	0.6923898586322202	0.9640840969799438	0.6941385748727541	0.9258653838080356	0.8214040034791636	1.3528338317358164	0.8036407999685772	1.034746885557518	0.9701180329782457	0.47756031658215653	1.6584470003074328	0.8912124919627851	0.8226781493175601	0.47720674435984944	0.7263432447222533	1.0175013122736614	0.2777490249456404	0.4227803964596281	1.0131590495599458	1.0793168210698187	1.2418766625571616	1.8645219197697747	0.723296315862209	0.847758338571874	0.7831379828537164	0.4165156406808482	0.9700490162777855	1.6523600701628691	0.7764272963800505	1.2698826213101733	0.43110891791512296	0.774565542355346	1.1318260769275021	0.7785251911911597	1.1970303052562563	0.5404132530181505	0.729666703676405	0.7371833761234667	0.6920902570648545	0.9413398031379412	0.8226918185935463	0.9303419204645009	0.6422414207965353	0.28781251381547845	1.2497516065727028	0.8436701698590945	1.5314053810063655	1.3002704835719463	1.4760201116196896
X970094	1.6170116746202776	0.8134258368244021	0.37224241476390374	0.19605469156505037	0.9125998105157238	1.579631576171256	0.40907795690013316	0.29397344502845213	0.8960698898503171	0.44396297805187673	1.1195373654288945	1.05906695764847	0.9080835186360726	0.40803634564106456	0.5480108077415349	0.12550744035287223	0.8363235229225019	1.3299072852063842	0.22119909435299975	2.2001301773405335	0.5021315149794962	0.638108424996771	0.3045320367964557	0.11696052236513117	0.1850869545797846	0.5160013999969331	0.3806081070784083	1.7378309040963724	1.5696047570166232	0.2000740033331583	1.0407043670134797	0.1629146078292797	0.2062776347075117	0.41303411605586204	0.19411428716649795	0.18759099590686984	0.8190967266189664	0.35083450162688523	1.2232678008528628	0.087890050988398985	2.062157293568202	0.5501240475058838	1.4279780577099237	1.1422377356871367	0.6696484513009041	0.9117833654144702	1.0463899304767752	0.861151540979283	0.18597784714844887	0.4487821054933538	0.3175192770158794	0.19696611977139886	0.47822547046820757	0.6815367075504046	0.6710722026084844	0.2776918182697483
X970095	1.113547080457224	2.5203660443193017	2.6665724750921393	0.6828587010916416	3.1772382730114694	1.0539857818785552	0.8470881676812095	0.6303459175792332	0.7740638970437473	0.8164367172615438	0.5723373342308553	2.9880134481635516	0.9225591410293855	1.019270046062343	2.0981115980860365	4.726699860172939	0.3435916170320919	0.30660730042283874	0.48348753224746505	0.7730125951309554	0.46212752583394073	1.2194023498375162	0.4228818010747454	1.0412149085036102	0.8360782432168349	2.0954173659848907	0.7369065174546237	1.6378191041037258	1.0880794300179544	0.5551769688484329	1.498492647898893	0.6992707603141671	1.7243402544259692	0.6663734637599708	0.509932586566428	1.7106959546954446	3.071899088714664	0.37140099024101525	1.4702027469840229	0.5018421316224371	0.6501091659039906	2.070127293288226	0.6868831091865577	0.3320687061461673	0.5841497903839462	0.8441320666898667	2.9508594217360433	1.3009506447630586	0.5487127364071076	0.17006573565081973	0.37552821986199786	0.851931782595137	0.787064880247384	2.9253393450012077	0.9033925086041393	0.5117583291221046
X970097	1.0201684921628666	1.0402062172526108	1.4340216964813088	2.6637165087239665	0.3896379952128694	2.813628101907798	1.091595382614145	1.8818691044758844	0.3042133175787784	1.0334384482759884	0.6206101038873819	1.9436607120834757	0.5492266639880597	0.5444503521389679	3.1957243417632255	0.756697636768256	0.3281990671310139	0.19389164939858022	0.690056360674543	0.31457249771610946	0.3976706033199492	1.8738944752742484	1.122801392953836	1.2187771249376027	1.7187958622788648	1.3611016606071478	0.47419849929589347	0.16200794482856293	0.17482892446340945	3.1815565547498816	3.1489916949015173	2.2000394189875436	3.6444242532515245	2.6004489241160025	1.5312946378958114	0.5373355707524954	1.381359040771822	0.47350254427254473	0.7317948406064394	3.6908204074124855	4.824591758665456	1.172931598728563	0.2153071523291678	0.4122862812939124	0.4563240625873683	2.0883845298968926	2.261113355309072	0.1272866718641728	1.887180960516897	0.6519571954231305	0.4658330196419514	3.183151479144202	2.1761456915763935	1.8877830748564666	0.42144836814373965	1.156911762010072
X970099	0.8172227566850591	0.7389644158629564	0.5284379672643903	1.1831436569953433	0.953872673126984	0.874958924554861	1.0848650200817687	1.6058113224049078	1.1388066462803188	0.860367921604126	1.4694559464077805	0.49202069139423826	0.5906774250303056	0.40882560246637134	0.7095209982205427	0.7583049498318455	1.3177310295013829	1.2316599055831305	1.1376190043568637	0.8070773061950196	1.0904162925279144	0.7119389574875421	0.7726283818171847	1.344713732866803	1.002057151291482	0.8302101487400976	1.3604752376166156	0.6916511561100005	0.708133820043061	1.2588817663027658	0.8927882878805949	0.6430084707712189	0.9550166291975349	0.6067658583665748	0.6417308138275982	0.7658351637415991	0.6973941928134152	1.496906520802957	0.885797693488757	1.2203776684306176	0.8257059163489952	0.6042036033855192	0.8673373744013698	1.9536031305755164	1.433345648117808	0.8592290116636265	0.9583397757784053	1.082432344558112	1.2124145140290814	2.252224362625243	2.1578394305178845	1.3247565358958056	0.9645603378985246	0.615842462447201	1.3492786559215195	0.9034623390558135
X970100	0.1430694828233374	0.1234110414020754	0.26701050592807757	0.17158664304173002	0.13785614910101304	0.07674945727825011	0.07234661433739806	0.05424900708811676	0.08516106536993284	0.08073142851846406	0.08011474730411347	0.22606389034474275	0.12316243432251758	0.07411404053293427	0.12438476450428966	0.192538672050695	0.10717445101128602	0.050120393881319156	0.07236894560604679	17.178300909900116	0.12528390772485962	0.20034240009906093	0.6249204131697066	0.5360560323692559	0.11777110808674676	1.1516930256399818	0.09694689125461582	0.2102428592725334	0.09836554551040483	0.08723387963713043	0.12314614224703556	0.11029880245234441	0.07542292612173515	0.19318207622693956	0.16925696707329987	0.6204322219712465	1.9363755330669004	1.3196438175831804	0.08325728238715113	0.17442942753402416	0.10599084777865694	0.10258942017036009	0.07104806908959564	0.1409410779169995	0.103289579087888	0.1260785940262376	0.13999482010473652	0.06225148656396842	0.14824655802415299	0.16127197685444633	0.09420557224376086	0.0648165444861368	0.146059357907492	0.17066145783131845	0.13664247971348562	0.0899724664803438
X970102	0.0010971758801104471	0.0016159470866953685	0.0028480555698033798	0.0012979855472758975	0.6758678742270768	0.0016811974412503782	0.5443612112303617	0.0038773631996557078	5.925160051832403	0.003982007788897921	8.174516511798302e-4	1.402594275687917e-4	0.004230249858090015	16.411676139100862	9.85930354765691e-4	0.003826866014691878	0.0013549130514988945	0.005487834945431521	0.00223675379000822	0.14573184740316178	0.008495144881582947	0.0012205396906411392	0.0029585394031600063	3.8172277806546945e-4	0.001958334333299761	0.04132378210836771	0.0035500341687782397	NA	NA	8.08714011190387e-4	1.2479537056590744	0.004304068998429654	1.3995130125848317e-4	12.748390532854868	6.421790789955072	NA	3.037566941232071e-4	26.68667878454999	4.277915834320942e-5	7.858214707117213e-4	0.13580227772635392	4.901325372732572e-4	4.850154805002166	10.061482856785888	NA	0.0016384440434748342	2.4179150283872293	0.038999933992784376	6.780734172640494	9.406771681425506e-4	12.453166306299368	0.3545972551121061	12.76579691433656	0.008214988343217022	6.463431339477568	0.003876493428059915
X970106	2.5430204795761693	0.715675860853542	0.8531042530921166	0.6505409515909398	2.1642757144594813	1.1202395526798956	1.2944508969253448	1.1317997767336607	0.609636383040952	1.6634414745219996	1.4203731819723353	1.4109166884318773	1.4228832383619676	1.1830378802313217	1.1994653901767838	1.5518660425422957	0.6920813741704859	0.4655624513689739	1.3193699600948547	1.8115220421669775	1.60634651563063	1.0661220753188396	0.9857931896488925	0.10716525943720054	1.0102472116444718	1.002557817981162	0.8310732189527555	3.12906638830849	7.704892046258953	0.6826339262419742	2.8665118911586513	0.8644259275403728	0.902951308335445	0.8765297658473694	1.2040696916242675	0.7655961348394674	2.717404215274759	0.9369459531538266	1.0482544140937227	0.1742656172125261	1.6248123270392238	1.2886253861680543	1.2572470789545842	2.2876678785578743	1.7840862544319258	0.822974326574374	0.8779347190166094	0.767733210455667	0.9329967176778675	0.7921087541634277	0.8520919083250422	0.6295390773133783	0.9845835182183368	2.1901584845529496	1.8081475309579138	1.093418741933036
X970109	1.0978463469082302	1.3691148112031943	2.055092549596022	0.6941780858603761	1.2728472827148165	1.0827557097730023	1.0171323115029278	0.8173049381357659	0.9327842087572873	0.6165201208667096	0.6332627294446633	1.0408728296801681	0.8408628323024049	0.8427672526937462	1.473809190840009	1.1325088297029884	0.5919813086547322	0.6002823498617388	0.8125217748409168	1.1923960308248616	0.7223893286606662	1.9129114083848977	0.5621233863689411	0.6972735190959685	0.6510751810168051	1.0801813436684384	0.7564304791255247	0.9252208428342913	1.138586499459314	0.7709519864530338	1.382834284186907	1.0384850243469819	1.1996360368325933	1.8178927286808306	1.0828769753153638	1.3764925105814219	1.2304189288457101	0.5782980886846263	1.2254478006232448	0.9425733817574802	1.0274198982255487	1.0697594986822418	0.8427243138394577	0.6535713071463765	0.5710386074902699	0.9248624217368788	1.6792977957981639	1.071428963622185	0.731035596486262	0.36554216956481145	0.7404031496887118	0.7964862970449721	0.8385773856932015	1.522042051723049	0.7390850413776028	0.5871490531601623
X970112	1.9596326048638228	1.5914507888931513	3.558216383521237	0.7149288978605892	0.9901816985164485	1.0229194440828338	0.5135491578926368	0.6650721284376806	0.6715948346980652	1.1978965553458918	0.9519621319383594	3.859980936255425	2.058075108153733	0.5375744181540363	0.8486761568112945	0.7504680939566611	0.9867063979698135	1.5486066940847567	0.5434661663404398	0.700445804777744	1.2078600538010025	0.8241063932149059	0.6976204744896927	1.0587361138572664	1.2168654646765262	1.0002132525518674	0.5764722727626982	2.4171478516970097	1.61293389113367	0.31864113413898726	0.9589653050013138	0.35860818209191175	1.0906282462126364	0.67154969021314	0.41924771444190695	1.006756111811195	2.9000715935387418	0.6093887762748755	0.8507841617778565	0.5639515575187177	0.5320206792607842	1.356994935753575	0.6624517150799154	0.6873633522450284	0.5942396137172726	1.2111463353306084	1.2083160067856402	0.5176819912442747	0.3951411932062283	0.3328802337478439	0.4667671036567913	0.5168063818948071	1.1029632094284292	1.1979512216762853	0.8334602737334678	0.9466001265214545
X970113	1.387014877676317	0.20554847865865888	1.2752373367943421	0.5272196865375102	1.2109129074906615	0.7650772484682841	0.32325384315100425	1.4989185254283637	0.9767402072800877	0.3128691307506448	0.4979717309017866	0.5268474636132024	0.5101128702969121	2.6356670418577703	0.19021713495223827	0.12811122318256327	2.772401898785072	0.35482307899412135	NA	0.2656253188205485	0.240964827486884	0.4789039924560197	2.673459838861781	0.34313423445803076	0.2030704222503505	0.26778575710883007	1.3501797076227027	0.23603634450611988	0.4084801747226707	0.16122213281817485	0.10555467334174906	1.2311895844951528	NA	0.25147790200187453	0.09796238992338775	0.22274564847201211	0.09844995877964774	0.11203425408273084	0.29702166174900274	0.3190652371033115	1.3747549280027977	0.3424516714707328	0.352411166530893	0.47943112265565785	0.09875479501511998	0.41645309048354795	0.1726776645152416	0.061216909209486456	0.7977226103333123	0.46384531330856255	0.4745906127253741	0.33067124618759686	0.11738050194173497	0.16008489117338587	0.2096486815457346	2.17518931921426
X970116	1.3140420297848636	1.256777037414209	4.613439936954023	1.1340011993997774	0.6146209493060445	0.591207146383368	0.7550535162318711	0.8400981280071779	0.619221465290254	0.9500956193008232	0.8427650289812162	2.852916855771349	0.8309485515272016	0.46286934371233096	0.7643149879799663	0.8877535340831053	1.0550183534648094	1.3315483712715381	0.8496060314219873	2.1816740784482436	1.243814250842951	1.1004423164632806	0.6721632033670679	1.091596685074701	1.3753966808061253	0.3889689164747489	1.2176805638398138	3.4775843590413165	1.2083190565549489	0.7382648956768849	0.6976556814076551	1.3414570938800032	1.0368269189332837	0.6068857442068364	0.48142232675503666	0.47984432404111144	0.3765080562245176	2.009453364018005	0.7921903731732857	1.014184205908574	0.28926453026925475	0.7530053520040186	0.47756134943505546	0.8122967189506419	0.8285146095616103	0.6762736194749508	0.21878142768138545	0.7281824828153748	1.1728041207601718	1.295649072622269	0.6329798460241741	1.1329733016165768	0.6689322924466318	0.575250871049209	1.142780389012049	0.8907770145325847
X970118	1.2067372685881936	2.048008272958393	4.901395883716892	0.813007271418838	2.4213268048155663	2.3172196108699037	0.7090286698389447	0.5090215277720136	1.1121162959193478	0.8775505300810639	0.5432342876244979	2.7886037726328583	0.8293898408873381	1.3196804038881902	2.0695957460853536	1.9516112226659632	1.886275761993694	0.5213185809680735	0.5610007641966811	1.792504736264396	0.8396416002376702	1.6073328479231195	1.1257190584938572	0.8105886756692927	0.9217720225409215	2.119014547853195	0.6975256416147954	1.3934351277741193	1.117753852764082	0.5233455266002229	2.7560904305525473	1.3074000364950304	2.1657846540891317	1.5116477873849525	1.3993931907107324	1.677315113902069	2.081158150431081	0.523394760570281	1.5636837171277733	0.40103264520730486	1.5916521150423901	1.6256457482000186	1.3075647041106342	0.3223839036248362	0.6877568864883524	1.811425410846119	2.3011385070333477	1.6425225014294755	0.5038705307160987	0.4144090686839928	0.3295834865805763	0.7648849437040133	1.4570189385226628	3.25103617808377	0.49408335874226406	0.8071396564426274
X970120	0.31142731634934523	0.30995760995864813	1.3597618436560572	0.6742656073157605	0.4945750573828961	0.297590741594925	0.5371839228265246	0.6110839799774361	0.2154639914492867	1.1482662232647964	0.5305156283652812	0.10277981998798606	0.0888822109904078	0.585601331921882	0.08455390853997796	1.5882948856510752	0.9934527104183709	0.3750031677365976	0.7845142412539106	0.4607072353752676	0.5579703119439918	0.41949915267068194	0.5586162254922161	0.25631395091642034	0.691566968404752	0.21119331717807582	0.41131263356939435	0.34686382844787333	0.4143633455134768	0.6567002674417969	1.2933515402968343	0.21055612372539903	0.07498283143462352	0.2703932319939861	0.8430782401056978	1.0883979634488288	0.20710222594334723	2.833262039464148	0.8732546612474515	1.2178156006061298	0.3675046769464653	0.012744702035985453	0.7569045000532936	0.3037473176067886	0.9027071994245949	0.1656252515955097	0.11379075675984483	0.599960036976299	1.630969464434437	1.064379728058434	0.29821964283651264	2.67472422560045	0.44637697967047696	0.12361263297858034	0.6636085150502072	0.28167363855669986
X970121	0.6131272491383374	2.345127059494083	0.452248148634573	2.0434703384801707	0.673583810920075	0.3179651472187196	2.518353059220303	1.8213204964434229	1.4711045270540277	1.600381249825821	1.0805002392828653	2.5994606336295494	0.7876779628609512	1.4131158176120058	0.6233872350716528	2.94481079538103	1.649958769918046	1.4958409382533733	3.0104480682840893	1.422456953465103	0.9007979505123461	1.3624654862960026	1.935983269325907	2.2929339464290615	0.7678925061058842	0.46708580790952064	1.1429999791617	3.287278892692448	0.48304935443061814	1.822225230595432	0.9024165899341432	0.8790532822876189	1.7308412505747648	0.27209288512155266	0.634185175286531	0.8866340040458619	0.2579309259546639	2.530283948999957	3.9879718715265366	0.6493562269025166	488.9942249358504	3.031914316080243	0.879049077085238	2.4620888554370852	1.6437865777425849	1.836452916513031	3.7521309841821773	0.9999866333297038	1.8379368877987416	1.6798962052717956	4.4404907761062615	0.7999037556656255	0.18134746873051052	0.45177843860399614	79.41801034593156	0.4142597165122796
X970124	0.3233160620147918	1.3344064507543099	1.7708842721755467	0.4934746000612121	1.0067905393152723	0.36187045449174327	1.4568643923959252	0.8916595163540822	0.18335710829706423	0.4409990896580711	1.4345786652823649	0.8975781927549603	1.0384765535925766	1.474631767813893	0.7055918289296279	1.2051359407038993	0.9611705935280519	14.029764373907039	0.5504714994447488	0.5319668361128536	0.2679461190260879	1.0573042698221964	0.5955112472482212	0.27042853703422054	0.8073240894521756	0.7619746501032252	0.3387185121389405	2.382291719593939	0.15470455864527963	0.9178916717195668	0.8416846749814458	1.5937708641270067	0.45426536230220316	0.4511185931350034	0.6428892022296939	0.5516296524038004	1.082620079217856	0.9020091533454428	1.7046708344705916	0.8151995269516885	0.3205488108679816	1.4741972237910563	1.6470632643705367	0.6401056680122589	0.5070975803138732	0.49393779359141654	1.0022273805903208	0.37227074862624865	1.1391778010469726	0.45054584850969476	0.7150814094690228	0.3588635609665888	0.7330219996858229	0.46310297811323403	14.405384771585965	0.2847013712069414
X970125	1.0556018350682974	1.2836898321390957	1.5793505515068411	0.958318412440662	1.0171976562247673	1.4171958172548225	0.8152620733480046	0.852147439675762	1.3389139426765175	1.0249534649041212	0.7142610244474781	1.25453895006491	0.7825017281421913	0.5911848235885829	1.3304602484473982	1.0536508059126943	0.576680335193771	0.8324891311745585	0.8562116587009687	1.5077940057489496	1.163963508482224	1.3197292793520754	0.7440352563273527	0.9213236762014694	0.6499814491543793	1.3354987987604914	1.0596519493220946	0.8132427959877567	0.533148976320042	0.8426471612972639	1.2326823340196416	0.7072256916978416	1.083993479645511	1.2925614209253058	0.9258914742273777	1.537633642394341	1.2460218099399514	0.7649491265042636	1.3797808743706457	0.7036075770089385	1.2887907791601931	1.3806546830990578	1.2395685090203352	0.8097924026282182	0.8277619528107392	1.3572241226703958	1.5955988593064554	0.8889444584794667	0.825518613656196	0.4662318748228383	0.8523064247060823	0.8318067555861574	0.788491573940623	1.1200720310124983	0.6842673526527194	0.5392904653562222
X970128	0.2944255815655399	0.907648752491066	0.612820564395977	0.28109094963050235	0.355924799355956	0.4215915711513904	0.37728797796802266	0.3901101039575055	0.7265061511872823	0.27915779596378426	0.3271773774837041	1.580121128612642	0.46595446675587177	2.960462890751852	0.5219108719005339	0.3530767728309394	0.3254874614983186	0.2950591773408976	0.31668614578068843	0.23498976321879225	0.1963863272256955	0.3084200619166762	0.3045438481809749	0.2841949017470317	0.42595779809649215	0.35432217687956014	0.3320057913016779	0.553051712232892	0.9050708531867243	0.4298901652063288	0.4829326392713675	3.9921718152270027	0.18908488502624116	0.42055195102224024	0.3880216046262181	0.6735115136655991	0.5575507227380289	0.3597229966496308	0.4706704169008562	0.1687171859984784	12.608748199034187	0.6006914647693223	0.3526729932267841	0.49063732752911493	0.5458546047122995	0.21426215934441128	0.3566086101344081	0.3918444330325318	0.39879963015134745	0.31167748300452486	0.6195666623061222	0.2314009300419945	0.28713620878199153	0.748173129268502	0.37389013409430005	0.5095470683007012
X970129	0.9387185965849653	1.7490965676820793	3.4802476057327296	1.208295174595049	1.0528551359445042	1.286958647961058	1.0135694411701075	0.40644557212935745	1.138687763981705	1.3271669662982601	0.45741720349904824	1.8824559016996083	1.0361001667174343	1.0754945693084876	1.3556905969453759	1.192978704765136	0.3617199479368848	0.42977874312440234	0.49591724743244575	1.4101881036766184	0.8734059327080893	0.7460350654923612	0.6492189871137143	0.8803190750890076	0.5126891647435018	0.9532806644075683	0.6717852668933547	1.3547052739304994	1.047702475266117	0.5802074738976138	1.3587102047106752	0.5777162519768351	0.8732858787013508	1.3865006143451786	0.8049499100022492	2.60583441872456	1.3341227469288799	0.8251806700385702	1.8268476014404846	0.3480727274217228	1.9709814261916319	1.684389961792896	0.9207589951769087	0.29405140084486275	0.4541635995933605	1.2382835805465946	1.5160601895122159	0.9626173022803532	0.29234652590654947	1.4495323817413857	0.6374722822597553	0.5148127863845978	0.751088266027724	1.0292864402324298	0.593218911866036	0.41792798774745044
X970130	0.33384193217648356	0.9494221602383045	1.1661487514706859	1.3515517303029574	0.4310816829185609	0.909753068875242	1.3609273784175417	1.118343920414153	0.1722365862764849	1.3739147984687445	0.48637640541340876	1.3288192087302468	1.0114853155580819	0.8646815254618831	1.0163738604425065	0.19499098701621	0.1576883277772854	0.4911814241466272	0.5717932602406912	0.6057295229531425	0.14521671163669797	0.8130816149502167	1.0605316941041611	1.9640770018683198	1.7383046947592706	0.9386097441560991	0.47287889852261056	0.2301457563533204	0.5585265151446025	0.5461046593415199	0.6071690873808988	1.1791028327735265	1.5513733721308542	1.174128170677273	0.9019014326861762	0.8657265573722908	0.3136101392047087	0.42912550733378896	0.8125546055002764	1.1344061165325572	0.724147201968236	1.0094081014072835	0.1346861233307946	0.28766388268301774	0.1695425560508992	1.1546846390697343	0.5569280818580785	0.4948745845562394	1.2021797153269098	0.19105702080027515	0.4141822421948477	0.7702239337144194	0.7637830967582655	0.5911702778010577	0.9203798027510662	0.7882767546769852
X970131	0.7551382364572677	0.38903455369965545	0.1078752855165694	0.3223261682614955	2.0712371733301427	0.4347697141617587	0.4795303146038182	0.406514352132597	1.094297756531615	0.13497291909675455	0.9415939549078959	0.25477128413425226	1.0929166827498467	2.771462482129344	0.41448600437810157	0.7284773030913505	0.2613845637787226	0.5331075324962089	0.5380361379681742	0.9184204429116397	0.38249633540056593	0.7141263328471679	0.6329963157584554	0.28553520010742484	0.38796593153195363	0.5740864830866114	0.6089291218276277	0.9646057100782454	0.5521394773115016	0.48956808037897337	0.9718484264452243	1.0460120233691577	0.24342553356363048	0.86064195011803	0.2573252361595198	0.7923484576525888	0.5322348398074735	0.6617922307717518	0.21002598991675392	0.2694363382016083	26.29568514886185	0.588203695527539	0.6146309271277319	0.4582485705938788	0.5148036304830947	0.3316800262511639	0.991950736353479	0.4112890416876865	0.298813003176972	0.5213621956736951	0.5514396548257906	0.6447881585367192	0.6374229759330787	0.6377367844364237	0.6074160701629616	0.5346979964965783
X970134	0.7719051821367409	1.1382404864223066	1.2099340916467218	0.7659103269091239	1.0482740650483258	1.124589174105815	0.7506469520816857	0.7942427039885214	1.0345105863712427	0.6553800516345667	0.5475759976143508	1.7174489828326522	0.5901329056954552	0.8022498777616213	0.646700657217742	0.5998574448778999	0.32208432829214395	1.1182810440263065	0.9270675881452807	0.9248438365795371	0.7987561595630669	0.5629683059771581	0.7633050182878547	0.7221011183142564	1.0428296374143364	1.18364950909784	0.7585074848817196	1.3907653232405957	0.5586702029961013	1.1574704861852056	0.9959400983387002	0.3994498005263169	1.0394497519074202	1.1265607684397676	0.9944783968666914	0.7379994262866082	1.1030212504116677	0.4986821911662003	0.7022224061887311	0.9747340003839002	0.5961287319368946	1.2380293709843748	0.7452385063351603	1.650346974211252	0.6442011914239008	1.1367427121786329	1.0543249689620362	0.6181059688254875	0.9064584833791103	0.5002218617296217	0.5114999701135244	1.2588659663774702	1.2113798998881589	1.460698119786203	1.0553739248119542	0.6371977080967176
