USI	Cosine	Matching Peaks	Status
mzspec:MSV000082695:20161024_S00026058_P:scan:1031	0.94	10	NoID
mzspec:MSV000084314:MSV000082695:scan:1709	0.93	9	NoID
mzspec:MSV000082692:S00015875_Positive_01:scan:988	0.89	8	NoID
mzspec:MSV000082706:20161027_S00026194_P:scan:1060	0.88	9	NoID
mzspec:MSV000082695:20161024_S00026074_P:scan:1128	0.87	8	NoID
mzspec:MSV000082708:20161024_S00026016_P:scan:1036	0.84	8	NoID
mzspec:MSV000082708:20161024_S00026015_repeat_P:scan:1124	0.84	7	NoID
mzspec:MSV000084314:MSV000082708:scan:2525	0.82	6	NoID
mzspec:MSV000085882:MS18_19_13:scan:5338	0.79	6	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-6_P:scan:1012	0.77	7	NoID
mzspec:MSV000085882:MS18_15_11:scan:5385	0.77	5	NoID
mzspec:MSV000081470:B. azoricus 3_04:scan:18718	0.74	8	NoID
mzspec:MSV000081470:B. puteoserpentis 4_13:scan:18729	0.74	8	NoID
mzspec:MSV000081470:B. azoricus 1_12:scan:18778	0.74	8	NoID
mzspec:MSV000085882:MS18_69_18:scan:5315	0.74	5	NoID
mzspec:MSV000085882:MS18_77_23:scan:5387	0.74	5	NoID
mzspec:MSV000082708:20161024_S00026026_P:scan:1029	0.73	6	NoID
mzspec:MSV000085882:MS18_41_05:scan:5454	0.73	5	NoID
mzspec:MSV000081470:B. azoricus 4_23:scan:18703	0.71	8	NoID
mzspec:MSV000081470:B. puteoserpentis 1_17:scan:18703	0.71	7	NoID
