Dataset	Frequency
MSV000078604	1
MSV000079134	51
MSV000079181	66
MSV000079274	44
MSV000079329	29
MSV000079356	1
MSV000079389	120
MSV000079398	57
MSV000079523	126
MSV000079531	1
MSV000079575	52
MSV000079598	102
MSV000079697	611
MSV000079706	96
MSV000079707	50
MSV000079709	38
MSV000079710	70
MSV000079712	62
MSV000079714	81
MSV000079717	75
MSV000079718	59
MSV000079719	33
MSV000079720	34
MSV000079772	10
MSV000079773	19
MSV000079778	3
MSV000079788	15
MSV000079808	5
MSV000079813	8
MSV000079819	18
MSV000079888	10
MSV000079900	3
MSV000080015	32
MSV000080016	2
MSV000080030	337
MSV000080031	19
MSV000080050	1
MSV000080141	36
MSV000080142	422
MSV000080167	21
MSV000080176	45
MSV000080177	18
MSV000080178	38
MSV000080179	473
MSV000080181	17
MSV000080182	1
MSV000080183	2
MSV000080186	190
MSV000080187	283
MSV000080188	98
MSV000080299	254
MSV000080335	19
MSV000080377	1
MSV000080442	19
MSV000080443	23
MSV000080444	23
MSV000080464	1
MSV000080469	23
MSV000080492	3
MSV000080507	70
MSV000080518	18
MSV000080533	2
MSV000080540	2
MSV000080554	3
MSV000080558	3
MSV000080559	22
MSV000080562	29
MSV000080574	36
MSV000080604	6
MSV000080616	7
MSV000080627	66
MSV000080628	123
MSV000080629	77
MSV000080630	45
MSV000080673	1958
MSV000080905	328
MSV000080918	3
MSV000080928	38
MSV000080930	33
MSV000080931	26
MSV000080949	6
MSV000080950	48
MSV000080951	30
MSV000080952	30
MSV000080953	30
MSV000080961	10
MSV000080962	2
MSV000080963	12
MSV000080976	1
MSV000081005	12
MSV000081022	1
MSV000081030	1
MSV000081045	12
MSV000081049	4
MSV000081050	8
MSV000081064	4
MSV000081065	8
MSV000081067	137
MSV000081068	11
MSV000081077	5
MSV000081097	4
MSV000081113	1
MSV000081116	4
MSV000081118	1
MSV000081151	56
MSV000081152	4
MSV000081158	1
MSV000081160	66
MSV000081171	337
MSV000081176	31
MSV000081215	1
MSV000081318	5
MSV000081343	98
MSV000081347	10
MSV000081351	205
MSV000081354	28
MSV000081357	15
MSV000081364	34
MSV000081379	8
MSV000081432	2
MSV000081456	5
MSV000081463	14
MSV000081486	3
MSV000081492	12
MSV000081508	446
MSV000081513	3
MSV000081544	2
MSV000081548	20
MSV000081555	11
MSV000081571	2
MSV000081580	8
MSV000081581	1
MSV000081582	474
MSV000081670	1
MSV000081675	3
MSV000081676	4
MSV000081681	2
MSV000081682	4
MSV000081694	104
MSV000081731	86
MSV000081741	1
MSV000081748	1
MSV000081751	1
MSV000081804	12
MSV000081808	42
MSV000081810	3
MSV000081816	142
MSV000081832	2
MSV000081853	1
MSV000081893	11
MSV000081894	1
MSV000081936	4
MSV000081949	9
MSV000081952	154
MSV000081981	1803
MSV000081999	8
MSV000082005	8
MSV000082048	18
MSV000082049	10
MSV000082074	12
MSV000082081	1
MSV000082082	248
MSV000082083	321
MSV000082084	48
MSV000082085	67
MSV000082086	42
MSV000082128	2
MSV000082156	2
MSV000082157	5
MSV000082261	54
MSV000082262	4
MSV000082268	1
MSV000082277	1
MSV000082312	106
MSV000082324	8
MSV000082331	31
MSV000082374	18
MSV000082377	11
MSV000082378	1
MSV000082379	1
MSV000082380	93
MSV000082382	31
MSV000082384	2
MSV000082391	1
MSV000082402	1
MSV000082406	1
MSV000082432	287
MSV000082433	290
MSV000082463	13
MSV000082480	7
MSV000082488	1
MSV000082490	393
MSV000082493	208
MSV000082523	1
MSV000082524	1
MSV000082525	1
MSV000082526	1
MSV000082582	228
MSV000082602	18
MSV000082608	44
MSV000082614	3
MSV000082616	1
MSV000082629	28
MSV000082630	214
MSV000082633	72
MSV000082647	80
MSV000082649	17
MSV000082650	3
MSV000082662	10
MSV000082667	8
MSV000082674	102
MSV000082678	21
MSV000082687	2
MSV000082704	2
MSV000082712	2
MSV000082713	2
MSV000082714	1
MSV000082716	2
MSV000082722	4
MSV000082724	2
MSV000082728	10
MSV000082729	5
MSV000082734	1
MSV000082735	2
MSV000082738	1
MSV000082739	1
MSV000082743	24
MSV000082744	3
MSV000082776	10
MSV000082778	3
MSV000082794	28
MSV000082802	71
MSV000082813	8
MSV000082869	536
MSV000082891	36
MSV000082905	2
MSV000082924	104
MSV000082952	32
MSV000082953	294
MSV000082962	149
MSV000082967	10
MSV000082971	1
MSV000082972	8
MSV000082973	120
MSV000082999	15
MSV000083010	12
MSV000083014	1
MSV000083024	48
MSV000083032	13
MSV000083049	3
MSV000083065	20
MSV000083073	13
MSV000083077	255
MSV000083083	25
