file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79602_5x_RG3_01_17968	0.01	mzspec:MSV000084900:G79602_5x_RG3_01_17968:scan:1476	1	0.88	4	MSV000084900	NoID	MSV000084900	G79602_5x_RG3_01_17968.mzXML	herring, skin
mzspec:MSV000084900:G87388_RF2_01_26175	0.01	mzspec:MSV000084900:G87388_RF2_01_26175:scan:1516	1	0.86	7	MSV000084900	NoID	MSV000084900	G87388_RF2_01_26175.mzXML	marchigiana beef
mzspec:MSV000084900:Fish_1_1x_GD1_01_20491	0.01	mzspec:MSV000084900:Fish_1_1x_GD1_01_20491:scan:1427	1	0.86	5	MSV000084900	NoID	MSV000084900	Fish_1_1x_GD1_01_20491.mzXML	mackerel, red
mzspec:MSV000084900:G78937_BA11_01_18646	0.01	mzspec:MSV000084900:G78937_BA11_01_18646:scan:1543	1	0.86	5	MSV000084900	NoID	MSV000084900	G78937_BA11_01_18646.mzXML	lamb, shoulder chops
mzspec:MSV000084900:G96250_5x_RG9_01_32724	0.01	mzspec:MSV000084900:G96250_5x_RG9_01_32724:scan:1511	1	0.85	5	MSV000084900	NoID	MSV000084900	G96250_5x_RG9_01_32724.mzXML	beef
mzspec:MSV000084900:G96220_5x_BD7_01_32766	0.01	mzspec:MSV000084900:G96220_5x_BD7_01_32766:scan:1512	1	0.85	4	MSV000084900	NoID	MSV000084900	G96220_5x_BD7_01_32766.mzXML	beef
mzspec:MSV000084900:G78950_BE10_01_18718	0.01	mzspec:MSV000084900:G78950_BE10_01_18718:scan:1537	1	0.84	6	MSV000084900	NoID	MSV000084900	G78950_BE10_01_18718.mzXML	lamb, shoulder chops
mzspec:MSV000084900:G73644_p5_d5_15ul_GD4_01_21649	0.01	mzspec:MSV000084900:G73644_p5_d5_15ul_GD4_01_21649:scan:1447	1	0.84	6	MSV000084900	NoID	MSV000084900	G73644_p5_d5_15ul_GD4_01_21649.mzXML	self caught fish
mzspec:MSV000084900:G79334_5x_rerun_BA3_01_19377	0.01	mzspec:MSV000084900:G79334_5x_rerun_BA3_01_19377:scan:1507	1	0.84	6	MSV000084900	NoID	MSV000084900	G79334_5x_rerun_BA3_01_19377.mzXML	mouse skin and fur
mzspec:MSV000084900:G79606_5x_RC4_01_18167	0.01	mzspec:MSV000084900:G79606_5x_RC4_01_18167:scan:1494	1	0.84	5	MSV000084900	NoID	MSV000084900	G79606_5x_RC4_01_18167.mzXML	smelt, eye
mzspec:MSV000084900:G75804_p19_d4_rerun_GB5_01_21711	0.01	mzspec:MSV000084900:G75804_p19_d4_rerun_GB5_01_21711:scan:1538	1	0.84	5	MSV000084900	NoID	MSV000084900	G75804_p19_d4_rerun_GB5_01_21711.mzXML	horse, yellow/brown meat
mzspec:MSV000084900:Fish_11_1x_GE3_01_20523	0.01	mzspec:MSV000084900:Fish_11_1x_GE3_01_20523:scan:1479	1	0.84	5	MSV000084900	NoID	MSV000084900	Fish_11_1x_GE3_01_20523.mzXML	mackerel, liver
mzspec:MSV000084900:G75253_BA11_01_18919	0.01	mzspec:MSV000084900:G75253_BA11_01_18919:scan:1532	1	0.83	6	MSV000084900	NoID	MSV000084900	G75253_BA11_01_18919.mzXML	steak
mzspec:MSV000084900:AMZ_25_RC6_01_48945	0.01	mzspec:MSV000084900:AMZ_25_RC6_01_48945:scan:1563	1	0.83	6	MSV000084900	NoID	MSV000084900	AMZ_25_RC6_01_48945.mzXML	complex
mzspec:MSV000084900:G79598_5x_RC3_01_18077	0.01	mzspec:MSV000084900:G79598_5x_RC3_01_18077:scan:1518	1	0.83	6	MSV000084900	NoID	MSV000084900	G79598_5x_RC3_01_18077.mzXML	bull, fatty meat
mzspec:MSV000084900:G86890_1x_RB2_01_23268	0.01	mzspec:MSV000084900:G86890_1x_RB2_01_23268:scan:1527	1	0.83	6	MSV000084900	NoID	MSV000084900	G86890_1x_RB2_01_23268.mzXML	complex
mzspec:MSV000084900:G79328_5x_BE2_01_19310	0.01	mzspec:MSV000084900:G79328_5x_BE2_01_19310:scan:1467	1	0.83	6	MSV000084900	NoID	MSV000084900	G79328_5x_BE2_01_19310.mzXML	horse, dark meat
mzspec:MSV000084900:G79553_1x_BA12_01_17954	0.01	mzspec:MSV000084900:G79553_1x_BA12_01_17954:scan:1532	1	0.83	6	MSV000084900	NoID	MSV000084900	G79553_1x_BA12_01_17954.mzXML	horse, white meat
mzspec:MSV000084900:G79480_BG2_01_18741	0.01	mzspec:MSV000084900:G79480_BG2_01_18741:scan:1525	1	0.83	6	MSV000084900	NoID	MSV000084900	G79480_BG2_01_18741.mzXML	horse
mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640	0.01	mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640:scan:1538	1	0.82	6	MSV000084900	NoID	MSV000084900	G79551_p14_h10_GB4_01_21640.mzXML	trout, end fin
mzspec:MSV000084900:G79543_5x_RG12_01_18199	0.01	mzspec:MSV000084900:G79543_5x_RG12_01_18199:scan:1527	1	0.82	6	MSV000084900	NoID	MSV000084900	G79543_5x_RG12_01_18199.mzXML	ribs, white meat
mzspec:MSV000084900:G96226_5x_BF4_01_32796	0.01	mzspec:MSV000084900:G96226_5x_BF4_01_32796:scan:1512	1	0.82	5	MSV000084900	NoID	MSV000084900	G96226_5x_BF4_01_32796.mzXML	beef
mzspec:MSV000084900:G75152_2x_RB5_01_19115	0.01	mzspec:MSV000084900:G75152_2x_RB5_01_19115:scan:1539	1	0.82	4	MSV000084900	NoID	MSV000084900	G75152_2x_RB5_01_19115.mzXML	complex
mzspec:MSV000084900:G96263_5x_RE2_01_32662	0.01	mzspec:MSV000084900:G96263_5x_RE2_01_32662:scan:1536	1	0.82	4	MSV000084900	NoID	MSV000084900	G96263_5x_RE2_01_32662.mzXML	beef
mzspec:MSV000084900:G96248_5x_RB2_01_32603	0.01	mzspec:MSV000084900:G96248_5x_RB2_01_32603:scan:1508	1	0.82	4	MSV000084900	NoID	MSV000084900	G96248_5x_RB2_01_32603.mzXML	beef
mzspec:MSV000084900:G79558_1x_BE12_01_18016	0.01	mzspec:MSV000084900:G79558_1x_BE12_01_18016:scan:1536	1	0.81	6	MSV000084900	NoID	MSV000084900	G79558_1x_BE12_01_18016.mzXML	trout, fins
mzspec:MSV000084900:G79571_5x_RH2_01_18237	0.01	mzspec:MSV000084900:G79571_5x_RH2_01_18237:scan:1525	1	0.81	6	MSV000084900	NoID	MSV000084900	G79571_5x_RH2_01_18237.mzXML	bull, normal
mzspec:MSV000084900:G79570_1x_BA3_01_18048	0.01	mzspec:MSV000084900:G79570_1x_BA3_01_18048:scan:1532	1	0.81	6	MSV000084900	NoID	MSV000084900	G79570_1x_BA3_01_18048.mzXML	beef, midsection dark meat
mzspec:MSV000084900:G79550_1x_BA11_01_18217	0.01	mzspec:MSV000084900:G79550_1x_BA11_01_18217:scan:1536	1	0.81	6	MSV000084900	NoID	MSV000084900	G79550_1x_BA11_01_18217.mzXML	trout, skin
