Dataset	Frequency
MSV000078903	1
MSV000079134	94
MSV000079243	106
MSV000079274	751
MSV000079329	15
MSV000079341	5
MSV000079344	2
MSV000079398	202
MSV000079416	22
MSV000079472	1
MSV000079478	1
MSV000079520	1
MSV000079523	3
MSV000079568	2
MSV000079581	2
MSV000079598	14
MSV000079615	2
MSV000079652	86
MSV000079677	7
MSV000079679	2
MSV000079680	2
MSV000079787	51
MSV000079788	2
MSV000079949	6
MSV000080050	15
MSV000080102	1
MSV000080239	15
MSV000080251	635
MSV000080286	2
MSV000080287	2
MSV000080288	2
MSV000080289	2
MSV000080290	1
MSV000080291	2
MSV000080292	2
MSV000080337	543
MSV000080377	12
MSV000080397	590
MSV000080450	335
MSV000080469	6
MSV000080533	1
MSV000080558	42
MSV000080597	9
MSV000080632	9
MSV000080655	8
MSV000080673	24
MSV000080895	35
MSV000080898	36
MSV000080899	36
MSV000080918	42
MSV000080958	1
MSV000080976	674
MSV000081004	50
MSV000081005	3
MSV000081107	6
MSV000081116	10
MSV000081152	261
MSV000081284	188
MSV000081287	5
MSV000081326	528
MSV000081344	63
MSV000081347	58
MSV000081350	54
MSV000081351	1
MSV000081357	87
MSV000081432	89
MSV000081463	67
MSV000081477	368
MSV000081513	2
MSV000081524	2
MSV000081571	3
MSV000081657	87
MSV000081659	67
MSV000081665	57
MSV000081666	27
MSV000081669	38
MSV000081670	57
MSV000081673	70
MSV000081675	66
MSV000081676	19
MSV000081681	63
MSV000081682	38
MSV000081683	50
MSV000081731	2
MSV000081748	57
MSV000081749	28
MSV000081750	68
MSV000081751	29
MSV000081752	41
MSV000081753	62
MSV000081936	135
MSV000081950	59
MSV000081955	60
MSV000081960	1
MSV000081981	22
MSV000081999	7
MSV000082000	6
MSV000082005	2
MSV000082048	3
MSV000082049	1
MSV000082068	44
MSV000082069	63
MSV000082071	41
MSV000082072	49
MSV000082073	60
MSV000082074	1326
MSV000082131	256
MSV000082157	2
MSV000082178	177
MSV000082220	129
MSV000082221	318
MSV000082262	48
MSV000082268	704
MSV000082321	116
MSV000082323	4
MSV000082324	2
MSV000082325	1
MSV000082354	1
MSV000082387	26
MSV000082388	68
MSV000082391	54
MSV000082406	3
MSV000082423	76
MSV000082453	3
MSV000082493	17
MSV000082612	175
MSV000082614	11
MSV000082616	62
MSV000082618	53
MSV000082630	1
MSV000082649	2
MSV000082661	1
MSV000082667	559
MSV000082692	1
MSV000082708	1
MSV000082725	1
MSV000082740	1
MSV000082741	1
MSV000082802	68
MSV000082820	14
MSV000082821	2
MSV000082869	1
MSV000082905	2
MSV000082944	6
MSV000082960	1
MSV000082963	1
MSV000082969	575
MSV000082978	2
MSV000083010	1319
MSV000083014	193
MSV000083024	78
MSV000083032	10
MSV000083040	86
MSV000083049	90
MSV000083055	3
MSV000083065	71
MSV000083073	1
MSV000083102	1
MSV000083106	2
MSV000083263	15
MSV000083272	5
MSV000083274	2
MSV000083275	4
MSV000083302	167
MSV000083357	40
MSV000083359	101
MSV000083365	1
MSV000083388	1
MSV000083396	2
MSV000083437	2
MSV000083446	6
MSV000083462	523
MSV000083463	52
MSV000083475	5
MSV000083593	189
MSV000083601	1
MSV000083612	64
MSV000083652	9
MSV000083664	195
MSV000083666	82
MSV000083689	527
MSV000083758	369
MSV000083759	60
MSV000083760	173
MSV000083772	6
MSV000083789	25
MSV000083791	2
MSV000083798	11
MSV000083825	8
MSV000083835	10
MSV000083889	1
MSV000083995	214
MSV000084008	12
MSV000084010	310
MSV000084016	13
MSV000084020	1
MSV000084053	1
MSV000084056	1
MSV000084060	2
MSV000084062	12
MSV000084099	512
MSV000084101	260
MSV000084107	13
MSV000084218	44
MSV000084219	34
MSV000084278	1
MSV000084314	74
MSV000084391	3
MSV000084475	8
MSV000084556	3
MSV000084576	7
MSV000084591	166
MSV000084595	3
MSV000084600	4
MSV000084610	136
MSV000084652	7
MSV000084663	14
MSV000084681	81
MSV000084734	578
MSV000084753	4
MSV000084775	200
MSV000084783	6
MSV000084890	32
MSV000084900	1857
MSV000084904	9
MSV000084907	16
MSV000084908	237
MSV000084909	119
MSV000084945	1
MSV000085042	2
MSV000085071	88
MSV000085119	96
MSV000085129	2
MSV000085153	3
MSV000085226	59
MSV000085256	4
MSV000085360	18
MSV000085370	26
MSV000085373	25
MSV000085389	55
MSV000085416	3
MSV000085467	32
MSV000085480	1
MSV000085505	11
MSV000085537	24
MSV000085561	11
MSV000085582	3
MSV000085607	194
MSV000085619	1
MSV000085724	193
MSV000085744	5
MSV000085769	42
MSV000085840	4
MSV000085843	2
MSV000085847	25
MSV000085852	1
MSV000085862	34
MSV000085870	60
MSV000085879	25
MSV000085891	9
MSV000085944	2
MSV000085991	54
MSV000086012	336
MSV000086013	92
MSV000086014	149
MSV000086015	11
MSV000086131	8
MSV000086158	120
MSV000086207	2
MSV000086230	51
MSV000086246	45
MSV000086348	50
MSV000086349	11
MSV000086381	40
MSV000086428	27
MSV000086455	80
MSV000086482	73
MSV000086522	13
MSV000086550	33
MSV000086644	10
MSV000086673	46
MSV000086676	6
MSV000086821	2
MSV000086830	4
MSV000086879	18
MSV000086883	2
MSV000086896	2
MSV000086956	1
MSV000087011	7
MSV000087021	118
MSV000087130	10
MSV000087156	13
MSV000087157	13
MSV000087322	1
MSV000087354	6
MSV000087364	1
MSV000087588	1
MSV000087628	1
MSV000087629	2
MSV000087646	28
MSV000087685	1
MSV000087728	6
MSV000087800	4
MSV000087844	5
MSV000087882	1
MSV000087905	24
MSV000087991	19
MSV000088021	1
MSV000088023	5
MSV000088187	1
MSV000088242	52
MSV000088255	65
MSV000088335	18
MSV000088337	54
MSV000088420	81
MSV000088661	2
MSV000088790	2
MSV000088821	9
MSV000088823	10
MSV000088828	1
MSV000088829	2
MSV000088830	2
MSV000088872	2
MSV000088967	26
MSV000089210	8
MSV000089249	3
MSV000089306	15
MSV000089316	11
MSV000089483	91
MSV000089491	46
MSV000089638	2
MSV000089653	57
MSV000089725	32
