Dataset	Frequency
MSV000078570	6
MSV000078738	1
MSV000078903	1
MSV000078917	3
MSV000079098	1
MSV000079104	46
MSV000079105	16
MSV000079115	1
MSV000079134	188
MSV000079151	5
MSV000079181	3
MSV000079243	112
MSV000079274	973
MSV000079329	67
MSV000079341	5
MSV000079344	3
MSV000079398	431
MSV000079416	77
MSV000079444	14
MSV000079446	56
MSV000079447	251
MSV000079448	1
MSV000079502	4
MSV000079503	4
MSV000079516	9
MSV000079517	2
MSV000079518	3
MSV000079519	5
MSV000079520	3
MSV000079521	3
MSV000079523	8
MSV000079558	2
MSV000079598	72
MSV000079615	57
MSV000079621	6
MSV000079627	1
MSV000079628	95
MSV000079651	6
MSV000079652	86
MSV000079677	406
MSV000079679	48
MSV000079680	234
MSV000079697	564
MSV000079706	39
MSV000079707	48
MSV000079709	69
MSV000079710	88
MSV000079712	53
MSV000079714	60
MSV000079717	71
MSV000079718	60
MSV000079719	33
MSV000079720	49
MSV000079772	2
MSV000079773	15
MSV000079777	94
MSV000079778	143
MSV000079787	133
MSV000079788	542
MSV000079808	13
MSV000079813	47
MSV000079819	13
MSV000079820	1
MSV000079888	41
MSV000079949	428
MSV000080015	1
MSV000080016	78
MSV000080030	12
MSV000080031	5
MSV000080050	172
MSV000080074	6
MSV000080102	26
MSV000080116	16
MSV000080117	7
MSV000080142	442
MSV000080167	161
MSV000080176	10
MSV000080177	12
MSV000080179	215
MSV000080180	48
MSV000080181	45
MSV000080182	42
MSV000080183	483
MSV000080186	76
MSV000080187	139
MSV000080188	106
MSV000080239	29
MSV000080251	653
MSV000080286	2
MSV000080287	2
MSV000080288	2
MSV000080289	2
MSV000080290	2
MSV000080291	2
MSV000080292	2
MSV000080299	201
MSV000080337	532
MSV000080377	9
MSV000080397	617
MSV000080442	1
MSV000080450	300
MSV000080469	22
MSV000080492	2
MSV000080501	11
MSV000080507	2
MSV000080533	15
MSV000080554	2
MSV000080558	444
MSV000080559	14
MSV000080562	18
MSV000080574	159
MSV000080597	61
MSV000080627	131
MSV000080628	23
MSV000080629	100
MSV000080630	33
MSV000080632	61
MSV000080655	233
MSV000080673	491
MSV000080895	36
MSV000080898	36
MSV000080899	36
MSV000080905	76
MSV000080918	444
MSV000080922	44
MSV000080958	159
MSV000080960	10
MSV000080961	1
MSV000080976	674
MSV000081004	46
MSV000081005	4
MSV000081049	6
MSV000081063	38
MSV000081067	175
MSV000081077	15
MSV000081080	450
MSV000081098	2
MSV000081107	6
MSV000081108	1
MSV000081116	34
MSV000081151	94
MSV000081152	267
MSV000081160	39
MSV000081171	40
MSV000081284	421
MSV000081287	5
MSV000081326	526
MSV000081343	290
MSV000081344	64
MSV000081347	88
MSV000081350	95
MSV000081351	190
MSV000081354	10
MSV000081357	113
MSV000081364	47
MSV000081379	51
MSV000081432	153
MSV000081456	45
