USI	Cosine	Matching Peaks	Status
mzspec:MSV000089306:JVC00936:scan:4294967295	0.86	6	NoID
mzspec:MSV000087964:SPE_1-1_Chymo_metabolomics:scan:1425	0.85	6	NoID
mzspec:MSV000081083:53_stem6_hirtaM1_P1-F-12_01_36461:scan:1869	0.82	8	NoID
mzspec:MSV000081083:108_Z1aflowers1_miliiM1_P2-C-12_01_36757:scan:1929	0.81	7	NoID
mzspec:MSV000081083:55_stem8_hirtaM1_P1-G-2_01_36473:scan:1937	0.78	7	NoID
mzspec:MSV000082741:20160818_S00024399_P:scan:1489	0.76	5	NoID
mzspec:MSV000081083:88_stem6_hirtaM2_P2-B-9_01_36729:scan:1924	0.73	6	NoID
mzspec:MSV000083383:leptochelin_co:scan:5259	0.72	4	NoID
mzspec:MSV000083383:leptochelin_zn:scan:5171	0.72	4	NoID
mzspec:MSV000083383:leptochelin_competition:scan:5225	0.72	4	NoID
mzspec:MSV000083383:leptochelin_nometal_2:scan:5229	0.72	4	NoID
mzspec:MSV000083383:leptochelin_fe:scan:5193	0.72	4	NoID
mzspec:MSV000083383:leptochelin_cu:scan:5392	0.72	4	NoID
mzspec:MSV000083098:MN-IX-1133_b:scan:5254	0.72	4	NoID
mzspec:MSV000081083:89_stem7_hirtaM2_P2-B-10_01_36745:scan:1914	0.71	5	NoID
mzspec:MSV000083383:leptochelin_nometal_3:scan:3366	0.71	4	NoID
mzspec:MSV000083098:GBMF18-01-3BM_2:scan:5207	0.71	4	NoID
mzspec:MSV000083383:leptochelin_nometal_1:scan:5212	0.71	4	NoID
mzspec:MSV000082704:20160520_S00022594_02_P:scan:1701	0.7	6	NoID
mzspec:MSV000083098:GBMF18-01-3BDM:scan:6277	0.7	4	NoID
