file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79172_5x_RA3_01_19460	-0.0	mzspec:MSV000084900:G79172_5x_RA3_01_19460:scan:1894	1	0.87	9	MSV000084900	NoID	MSV000084900	G79172_5x_RA3_01_19460.mzXML	peanut
mzspec:MSV000084900:G87410_1x_BD4_01_26031	-0.0	mzspec:MSV000084900:G87410_1x_BD4_01_26031:scan:1874	1	0.86	9	MSV000084900	NoID	MSV000084900	G87410_1x_BD4_01_26031.mzXML	complex
mzspec:MSV000084900:G87445_1x_BE3_01_26050	-0.0	mzspec:MSV000084900:G87445_1x_BE3_01_26050:scan:1851	1	0.86	8	MSV000084900	NoID	MSV000084900	G87445_1x_BE3_01_26050.mzXML	complex
mzspec:MSV000084900:G87352_1x_rerun_BE7_01_26148	-0.0	mzspec:MSV000084900:G87352_1x_rerun_BE7_01_26148:scan:1901	1	0.85	6	MSV000084900	NoID	MSV000084900	G87352_1x_rerun_BE7_01_26148.mzXML	black ant
mzspec:MSV000084900:G86716_1x_RH11_01_21868	-0.0	mzspec:MSV000084900:G86716_1x_RH11_01_21868:scan:1891	1	0.82	8	MSV000084900	NoID	MSV000084900	G86716_1x_RH11_01_21868.mzXML	complex
mzspec:MSV000084900:G79522_1x_rerun_BF2_01_20213	-0.0	mzspec:MSV000084900:G79522_1x_rerun_BF2_01_20213:scan:1878	1	0.81	5	MSV000084900	NoID	MSV000084900	G79522_1x_rerun_BF2_01_20213.mzXML	complex
mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813	-0.0	mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813:scan:1891	1	0.79	7	MSV000084900	NoID	MSV000084900	G75748_1x_10ul_RD2_01_19813.mzXML	cream_cow
mzspec:MSV000084900:G78970_10x_RE7_01_20195	-0.0	mzspec:MSV000084900:G78970_10x_RE7_01_20195:scan:1901	1	0.79	6	MSV000084900	NoID	MSV000084900	G78970_10x_RE7_01_20195.mzXML	herb/spice
mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293	0.0	mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293:scan:1903	1	0.77	6	MSV000084900	NoID	MSV000084900	G72511_1x_10ul_BD9_01_20293.mzXML	sumac
mzspec:MSV000084900:G86704_1x_RF6_01_21832	-0.0	mzspec:MSV000084900:G86704_1x_RF6_01_21832:scan:1894	1	0.76	7	MSV000084900	NoID	MSV000084900	G86704_1x_RF6_01_21832.mzXML	complex
mzspec:MSV000084900:G79525_5x_RB2_01_20137	-0.0	mzspec:MSV000084900:G79525_5x_RB2_01_20137:scan:1879	1	0.75	8	MSV000084900	NoID	MSV000084900	G79525_5x_RB2_01_20137.mzXML	supplement
