Dataset	Frequency
MSV000078668	1
MSV000079134	3
MSV000079181	104
MSV000079274	3
MSV000079329	54
MSV000079356	1
MSV000079389	15
MSV000079398	5
MSV000079485	63
MSV000079516	7
MSV000079518	5
MSV000079519	6
MSV000079520	6
MSV000079558	7
MSV000079598	73
MSV000079697	616
MSV000079706	38
MSV000079707	53
MSV000079709	45
MSV000079710	93
MSV000079712	51
MSV000079714	82
MSV000079717	92
MSV000079718	62
MSV000079719	31
MSV000079720	57
MSV000079772	21
MSV000079773	16
MSV000079808	7
MSV000079813	91
MSV000079819	17
MSV000079888	9
MSV000079900	5
MSV000080015	30
MSV000080016	138
MSV000080030	261
MSV000080031	32
MSV000080141	2
MSV000080142	262
MSV000080167	90
MSV000080174	1
MSV000080176	45
MSV000080177	18
MSV000080178	41
MSV000080179	2
MSV000080181	23
MSV000080183	3
MSV000080187	2
MSV000080188	133
MSV000080299	143
MSV000080335	22
MSV000080442	1
MSV000080443	1
MSV000080469	18
MSV000080492	1
MSV000080507	113
MSV000080518	43
MSV000080533	21
MSV000080540	13
MSV000080559	28
MSV000080562	32
MSV000080574	14
MSV000080604	2
MSV000080627	4
MSV000080628	120
MSV000080630	128
MSV000080673	8
MSV000080899	3
MSV000080905	340
MSV000080912	2
MSV000080961	48
MSV000081064	2
MSV000081065	27
MSV000081067	199
MSV000081068	10
MSV000081082	27
MSV000081083	8
MSV000081099	2
MSV000081108	4
MSV000081116	8
MSV000081151	147
MSV000081160	2
MSV000081176	5
MSV000081318	2
MSV000081343	241
MSV000081347	1
MSV000081351	315
MSV000081354	37
MSV000081357	2
MSV000081364	91
MSV000081379	44
MSV000081456	3
MSV000081463	6
MSV000081470	2
MSV000081482	1
MSV000081492	9
MSV000081508	3
MSV000081548	7
MSV000081580	13
MSV000081582	1012
MSV000081694	5
MSV000081731	56
MSV000081741	1
MSV000081804	4
MSV000081808	1
MSV000081816	67
MSV000081949	5
MSV000081952	123
MSV000081981	6
MSV000082048	217
MSV000082049	5
MSV000082082	293
MSV000082083	337
MSV000082084	49
MSV000082085	110
MSV000082086	49
MSV000082157	7
MSV000082261	7
MSV000082262	1
MSV000082312	122
MSV000082331	19
MSV000082369	1
MSV000082377	5
MSV000082378	1
MSV000082379	108
MSV000082380	33
MSV000082382	56
MSV000082383	81
MSV000082384	4
MSV000082385	9
MSV000082402	108
MSV000082432	4
MSV000082433	382
MSV000082463	13
MSV000082480	11
MSV000082490	28
MSV000082582	7
MSV000082608	3
MSV000082612	1
MSV000082616	3
MSV000082629	1
MSV000082633	74
MSV000082647	11
MSV000082650	1
MSV000082662	18
MSV000082674	147
MSV000082685	3
MSV000082691	7
MSV000082695	21
MSV000082699	15
MSV000082701	15
MSV000082704	8
MSV000082705	23
MSV000082706	29
MSV000082708	33
MSV000082709	20
MSV000082712	9
MSV000082713	35
MSV000082714	30
MSV000082717	19
MSV000082718	9
MSV000082720	26
MSV000082721	23
MSV000082722	14
MSV000082723	48
MSV000082724	19
MSV000082725	10
MSV000082726	42
MSV000082727	20
MSV000082728	16
MSV000082729	1
MSV000082730	22
MSV000082731	73
MSV000082732	37
MSV000082733	53
MSV000082734	49
MSV000082735	87
MSV000082736	8
MSV000082738	44
MSV000082739	15
MSV000082740	125
MSV000082741	192
MSV000082743	15
MSV000082744	257
MSV000082778	1
MSV000082813	19
MSV000082869	838
MSV000082891	7
MSV000082924	5
MSV000082952	25
MSV000082953	289
MSV000082962	1
MSV000082972	19
MSV000082973	77
MSV000082999	11
MSV000083010	3
MSV000083024	1
MSV000083073	5
MSV000083077	111
MSV000083098	45
MSV000083106	2
MSV000083134	21
MSV000083183	50
MSV000083264	14
MSV000083272	11
MSV000083274	12
MSV000083275	24
MSV000083300	49
MSV000083306	13
MSV000083320	475
MSV000083365	59
MSV000083372	39
MSV000083383	87
MSV000083387	7
MSV000083388	1
MSV000083395	2
MSV000083396	5
MSV000083449	1
MSV000083475	39
MSV000083481	3
MSV000083482	26
MSV000083483	15
MSV000083521	22
MSV000083522	52
MSV000083523	27
MSV000083541	34
MSV000083543	1
MSV000083559	572
MSV000083631	55
MSV000083632	7
MSV000083651	13
MSV000083660	2
MSV000083705	1
MSV000083729	12
MSV000083756	16
MSV000083772	114
MSV000083789	39
MSV000083791	1
