USI	Cosine	Matching Peaks	Status
mzspec:MSV000082740:20150505_S00016321_P:scan:881	1.0	7	NoID
mzspec:MSV000082740:20150505_S00016313_P:scan:926	1.0	7	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-7_P:scan:636	1.0	7	NoID
mzspec:MSV000082744:20160323_S00021474_P:scan:624	1.0	7	NoID
mzspec:MSV000082704:20160520_PP_CS00000004-7_P:scan:1092	1.0	7	NoID
mzspec:MSV000082716:20150607_S00015584_P:scan:944	1.0	7	NoID
mzspec:MSV000082744:20160404_S00021281_P:scan:1043	1.0	7	NoID
mzspec:MSV000082716:20150607_TP_CS00000001.1_P:scan:1024	1.0	7	NoID
mzspec:MSV000082709:20150924_PP_CS00000004.3_P:scan:794	1.0	7	NoID
mzspec:MSV000082709:S00019675_01:scan:778	1.0	7	NoID
mzspec:MSV000082709:20150924_TP_Plasma_CS00000001.2_P:scan:730	1.0	7	NoID
mzspec:MSV000082733:20150611_S00018581_P:scan:1089	1.0	7	NoID
mzspec:MSV000082722:20170125_TP_CS00000001-5_P:scan:942	1.0	7	NoID
mzspec:MSV000082709:S00019674_02:scan:793	1.0	7	NoID
mzspec:MSV000082741:20161103_TP_CS00000001-4_P:scan:1156	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025122_P:scan:1077	0.99	7	NoID
mzspec:MSV000082716:20150607_S00015573_P:scan:988	0.99	7	NoID
mzspec:MSV000082716:20150607_S00015583_P:scan:979	0.99	7	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-9_P:scan:998	0.99	7	NoID
mzspec:MSV000082720:20150713_PP_CS00000004.3_P:scan:895	0.99	7	NoID
mzspec:MSV000082720:20150713_TP_CS00000001.6_P:scan:834	0.99	7	NoID
mzspec:MSV000082741:20161103_S00024382_P:scan:1100	0.99	7	NoID
mzspec:MSV000082708:20161024_S00026023_P:scan:983	0.99	7	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-2_P:scan:881	0.99	7	NoID
mzspec:MSV000082721:20150603_PP_CS00000004.6_P:scan:938	0.99	7	NoID
mzspec:MSV000082721:20150603_S00018510_repeat_P:scan:907	0.99	7	NoID
mzspec:MSV000082735:S00015827_Positive_01:scan:909	0.99	7	NoID
mzspec:MSV000082722:20170125_S00027666_P:scan:968	0.99	7	NoID
mzspec:MSV000082720:20150713_PP_CS00000004.2_P:scan:864	0.99	7	NoID
mzspec:MSV000082709:S00019673_02:scan:923	0.99	7	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.2_P:scan:915	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025129_P:scan:1098	0.99	7	NoID
mzspec:MSV000082716:20150607_S00015585_P:scan:1000	0.99	7	NoID
mzspec:MSV000082721:20150603_SM_CS00000003.6_P:scan:587	0.99	7	NoID
mzspec:MSV000082713:20160516_S00022432_P:scan:1094	0.99	7	NoID
mzspec:MSV000082733:20150611_PP_CS00000004.5_P:scan:1030	0.99	7	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-4_P:scan:869	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021297_P:scan:783	0.99	7	NoID
mzspec:MSV000082727:20161020_S00025558_P:scan:1004	0.99	7	NoID
mzspec:MSV000082722:20170125_S00027659_P:scan:821	0.99	7	NoID
mzspec:MSV000082720:20150713_TP_CS00000001.5_P:scan:935	0.99	7	NoID
mzspec:MSV000082709:S00019674_01:scan:785	0.99	7	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-10_P:scan:934	0.99	7	NoID
mzspec:MSV000082744:20160328_S00021444_P:scan:1023	0.99	7	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-2B_P:scan:904	0.99	7	NoID
mzspec:MSV000082695:20161024_S00026068_P:scan:893	0.99	7	NoID
mzspec:MSV000082722:20170125_S00027649_P:scan:800	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021298_P:scan:617	0.99	7	NoID
mzspec:MSV000082741:20160818_S00024399_P:scan:912	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025115_P:scan:1140	0.99	7	NoID
mzspec:MSV000082716:20150607_TP_CS00000001.12_P:scan:621	0.99	7	NoID
mzspec:MSV000082744:20160328_S00021346_P:scan:1029	0.99	7	NoID
mzspec:MSV000082741:20160818_S00024446_P:scan:918	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018828_P:scan:805	0.99	7	NoID
mzspec:MSV000082733:20150611_PP_CS00000004.1_P:scan:1024	0.99	7	NoID
mzspec:MSV000082708:20161024_S00026016_P:scan:928	0.99	7	NoID
mzspec:MSV000082741:20161103_S00024334_P:scan:1056	0.99	7	NoID
mzspec:MSV000082722:20170125_SM_CS00000003-6_P:scan:445	0.99	7	NoID
mzspec:MSV000082721:20150603_S00018515_P:scan:895	0.99	7	NoID
mzspec:MSV000082721:20150603_S00018501_P:scan:862	0.99	7	NoID
mzspec:MSV000082741:20161103_S00024325_P:scan:1088	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018544_P:scan:1078	0.99	7	NoID
mzspec:MSV000082722:20170125_S00027668_P:scan:852	0.99	7	NoID
mzspec:MSV000082740:20150505_TP_CS00000001.12_P:scan:826	0.99	7	NoID
mzspec:MSV000082740:20150430_S00016279_P:scan:832	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018824_P:scan:900	0.99	7	NoID
mzspec:MSV000082744:20160323_PP_CS00000004-5_P:scan:887	0.99	7	NoID
mzspec:MSV000082730:20161006_PP_CS00000004-7_P:scan:1044	0.99	7	NoID
mzspec:MSV000082720:20150713_TP_CS00000001.4_P:scan:861	0.99	7	NoID
mzspec:MSV000082722:20170125_SM_CS00000003-4_P:scan:491	0.99	7	NoID
mzspec:MSV000082722:20170125_S00027675_P:scan:798	0.99	7	NoID
mzspec:MSV000082713:20160516_S00022415_P:scan:1118	0.99	7	NoID
mzspec:MSV000082717:20160617_S00022677_P:scan:1011	0.99	7	NoID
mzspec:MSV000082709:20150924_TP_Plasma_CS00000001.6_P:scan:807	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018830_P:scan:851	0.99	7	NoID
mzspec:MSV000082740:20150505_S00016289_P:scan:819	0.99	7	NoID
mzspec:MSV000082743:20160115_S00020386_P:scan:808	0.99	7	NoID
mzspec:MSV000082721:20150603_S00018513_Repeat_P:scan:844	0.99	7	NoID
mzspec:MSV000082720:20150713_SM_CS00000003.1_P:scan:419	0.99	7	NoID
mzspec:MSV000082706:20161027_PP_CS00000004-5_P:scan:1022	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018569_P:scan:1056	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018576_P:scan:1034	0.99	7	NoID
mzspec:MSV000082741:20160907_S00024250_P:scan:1109	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018551_P:scan:1097	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021332_P:scan:820	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021275_P:scan:873	0.99	7	NoID
mzspec:MSV000082744:20160328_S00021328_P:scan:1073	0.99	7	NoID
mzspec:MSV000082739:20160623_S00021736_P:scan:1010	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018566_P:scan:1052	0.99	7	NoID
mzspec:MSV000082741:20160907_S00024308_P:scan:1099	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025116_P:scan:1088	0.99	7	NoID
mzspec:MSV000082740:20150430_S00016272_P:scan:923	0.99	7	NoID
mzspec:MSV000082740:20150430_S00016247_P:scan:857	0.99	7	NoID
mzspec:MSV000082716:20150607_S00015594_P:scan:1013	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018833_P:scan:811	0.99	7	NoID
mzspec:MSV000082709:20150924_PP_CS00000004.2_P:scan:823	0.99	7	NoID
mzspec:MSV000082709:20150924_TP_Plasma_CS00000001.1_P:scan:764	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018826_P:scan:836	0.99	7	NoID
mzspec:MSV000082720:20150713_SM_CS00000003.4_P:scan:537	0.99	7	NoID
mzspec:MSV000082744:20160323_SM_CS00000003-6_P:scan:552	0.99	7	NoID
mzspec:MSV000082720:20150713_TP_CS00000001.1_P:scan:852	0.99	7	NoID
mzspec:MSV000082721:20150603_S00018516_P:scan:589	0.99	7	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-11_P:scan:950	0.99	7	NoID
mzspec:MSV000082740:20150505_TP_CS00000001.10_P:scan:853	0.99	7	NoID
mzspec:MSV000082744:20160404_TP_CS00000001-36_P:scan:1131	0.99	7	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-3_P:scan:907	0.99	7	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-10_P:scan:1020	0.99	7	NoID
mzspec:MSV000082744:20160328_S00021334_P:scan:971	0.99	7	NoID
mzspec:MSV000082735:S00015788_Positive_01:scan:689	0.99	7	NoID
mzspec:MSV000082741:20160818_SM_CS00000003-7_P:scan:465	0.99	7	NoID
mzspec:MSV000082722:20170125_SM_CS00000003-1_P:scan:433	0.99	7	NoID
mzspec:MSV000082741:20160818_S00024451_P:scan:871	0.99	7	NoID
mzspec:MSV000082733:20150611_S00018543_P:scan:1064	0.99	7	NoID
mzspec:MSV000082722:20170125_SM_CS00000003-2_P:scan:454	0.99	7	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-8_P:scan:884	0.99	7	NoID
mzspec:MSV000082741:20161103_S00024342_P:scan:899	0.99	7	NoID
mzspec:MSV000082744:20160328_S00021359_P:scan:982	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021288_P:scan:821	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025133_P:scan:1135	0.99	7	NoID
mzspec:MSV000082720:20150713_S00018831_P:scan:828	0.99	7	NoID
mzspec:MSV000082744:20160323_S00021470_P:scan:1001	0.99	7	NoID
mzspec:MSV000082716:20150607_S00015579_P:scan:1023	0.99	7	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-18_P:scan:934	0.99	7	NoID
mzspec:MSV000082714:20160831_S00025134_P:scan:1109	0.99	7	NoID
mzspec:MSV000082741:20160907_S00024280_P:scan:1109	0.99	7	NoID
