USI	Cosine	Matching Peaks	Status
mzspec:MSV000082721:20150603_S00018513_P:scan:416	0.99	7	NoID
mzspec:MSV000084314:MSV000082721:scan:5934	0.97	7	NoID
mzspec:MSV000082738:S00016540_Positive_01:scan:327	0.97	7	NoID
mzspec:MSV000082721:20150603_S00018502_P:scan:415	0.94	6	NoID
mzspec:MSV000084314:MSV000080518:scan:55673	0.9	8	NoID
mzspec:MSV000084314:MSV000081082:scan:33870	0.9	8	NoID
mzspec:MSV000080518:BC6P7_26prostrata_BC6_01_28694:scan:1285	0.89	8	NoID
mzspec:MSV000081082:GC6P7_26prostrata-MS1_GC6_01_28696:scan:1285	0.89	8	NoID
mzspec:MSV000082721:20150603_S00018501_P:scan:426	0.87	5	NoID
mzspec:MSV000081082:GG5P7_45bubalina-MS1_GG5_01_28836:scan:1300	0.86	8	NoID
mzspec:MSV000082432:4D11_ V5 _ RJaw_ D1H24_ W5_BD11_01_11656:scan:2958	0.86	8	NoID
mzspec:MSV000080518:BG5P7_45bubalina_BG5_01_28834:scan:1300	0.86	8	NoID
mzspec:MSV000082741:20161103_S00024345_P:scan:418	0.86	6	NoID
mzspec:MSV000084314:MSV000081580:scan:106426	0.85	7	NoID
mzspec:MSV000082674:BA7_7A7.V7_BA7_01_454:scan:1643	0.85	7	NoID
mzspec:MSV000081580:V3_BP3_RH3_01_15948:scan:3090	0.84	8	NoID
mzspec:MSV000082432:5C5_ V3_ Nose_ D14H0_ W7_BC5_01_11603:scan:3004	0.84	7	NoID
mzspec:MSV000082674:BA8_7A8.V7_BA8_01_448:scan:1642	0.84	7	NoID
mzspec:MSV000081582:DG4_RG4_01_15421:scan:3141	0.84	7	NoID
mzspec:MSV000081580:V12_BP1_RB1_01_15899:scan:3109	0.84	7	NoID
mzspec:MSV000082432:4C6_ V3_ UpL_ D1H24_ W5_BC6_01_11695:scan:3010	0.84	7	NoID
mzspec:MSV000084590:Plate4_BC5_01_9229:scan:2849	0.84	7	NoID
mzspec:MSV000082674:BA6_7A6.V7_BA6_01_439:scan:1633	0.84	6	NoID
mzspec:MSV000084314:MSV000081582:scan:3901944	0.83	8	NoID
mzspec:MSV000081580:V8_BP1_BA1_01_15983:scan:3102	0.83	7	NoID
mzspec:MSV000081580:V3_BP4_RH4_01_15949:scan:3131	0.83	7	NoID
mzspec:MSV000082432:5C2_ V3_ LC_ D14H0_ W7_BC2_01_11614:scan:2930	0.83	7	NoID
mzspec:MSV000081580:V10_BP4_RE4_01_15926:scan:3099	0.83	7	NoID
mzspec:MSV000082432:4B12_ V3_ LF_ D1H24_ W5_BB12_01_11696:scan:3003	0.83	6	NoID
mzspec:MSV000082432:Colgate product_1-10 dilution_BB1_01_12092:scan:2796	0.83	6	NoID
mzspec:MSV000081580:V6_BP1_RG1_01_15940:scan:3118	0.83	6	NoID
mzspec:MSV000082741:20161103_S00024327_Repeat_P:scan:434	0.83	5	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RF1_01_5818:scan:3250	0.82	7	NoID
mzspec:MSV000082739:20160623_S00021733_P:scan:405	0.82	7	NoID
mzspec:MSV000082432:6B3_ V5_ RC_ D14H84_ W7_BB3_01_11459:scan:2970	0.82	7	NoID
mzspec:MSV000082432:5E7_ V6_ RC_ D14H0_ W7_BE7_01_11601:scan:2958	0.82	7	NoID
mzspec:MSV000082674:BB10_7B10.V7_BB10_01_389:scan:1656	0.82	7	NoID
mzspec:MSV000082674:BC12_7C12.V10_BC12_01_441:scan:1603	0.82	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE11_01_5816:scan:3250	0.82	6	NoID
mzspec:MSV000082674:BA9_7A9.V7_BA9_01_432:scan:1646	0.82	6	NoID
mzspec:MSV000082432:5E8_ V6_ LC_ D14H0_ W7_BE8_01_11609:scan:2953	0.82	6	NoID
mzspec:MSV000082674:BB5_7B5.V7_BB5_01_453:scan:1645	0.82	6	NoID
mzspec:MSV000082432:6C2_ V6_ LC_ D14H84_ W7_BC2_01_11451:scan:3013	0.82	5	NoID
mzspec:MSV000084314:MSV000079181:scan:776825	0.81	7	NoID
mzspec:MSV000082674:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:3056	0.81	7	NoID
mzspec:MSV000080031:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:3056	0.81	7	NoID
mzspec:MSV000080031:PS_V4_BP1_Shampoo_GA1_01_24458:scan:3022	0.81	7	NoID
mzspec:MSV000082674:PS_V4_BP1_Shampoo_GA1_01_24458:scan:3022	0.81	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE9_01_5814:scan:3272	0.81	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE7_01_5812:scan:3239	0.81	7	NoID
mzspec:MSV000082674:BA4_7A4.V7_BA4_01_451:scan:1628	0.81	7	NoID
mzspec:MSV000081580:V9_BP3_RC3_01_15963:scan:3125	0.81	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE8_01_5813:scan:3261	0.81	6	NoID
mzspec:MSV000082729:20160307_S00021679_P:scan:369	0.81	6	NoID
mzspec:MSV000084314:MSV000078556:scan:1501602	0.81	5	NoID
mzspec:MSV000082743:20160120_TP_CS00000001-1_P:scan:345	0.81	5	NoID
mzspec:MSV000081582:14A12_RA12_01_13381:scan:3232	0.8	8	NoID
mzspec:MSV000082432:7E2__ V5_ UpL_ D14H24_ W7_BE2_01_11747:scan:2968	0.8	8	NoID
mzspec:MSV000080443:P2_LON_Vol1_A8_Foot_GA8_01_33139:scan:3153	0.8	7	NoID
mzspec:MSV000082432:7C5_ V3_ Nose_ D14H24_ W7_BC5_01_11772:scan:2913	0.8	7	NoID
mzspec:MSV000081580:V1_BP5_RA5_01_15892:scan:3113	0.8	7	NoID
mzspec:MSV000081580:V12_BP2_RB2_01_15900:scan:3120	0.8	7	NoID
mzspec:MSV000082432:6E7__ V3_ RC_ D14H88_ W7_BE7_01_11495:scan:2995	0.8	7	NoID
mzspec:MSV000082432:5C7_ V3_ LowL _ D14H0_ W7_BC7_01_11605:scan:2943	0.8	7	NoID
mzspec:MSV000082674:BA3_7A3.V7_BA3_01_420:scan:1682	0.8	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE10_01_5815:scan:3261	0.8	7	NoID
mzspec:MSV000079181:P2_Vol3_Head_RG1_01_5837:scan:3265	0.8	7	NoID
mzspec:MSV000082432:7C6_ V3_ UpL_ D14H24_ W7_BC6_01_11739:scan:2972	0.8	6	NoID
mzspec:MSV000082432:5C3_ V3_ RJaw_ D14H0_ W7_BC3_01_11618:scan:2922	0.8	6	NoID
mzspec:MSV000082432:6E8__ V3_ LC_ D14H88_ W7_BE8_01_11496:scan:3006	0.8	5	NoID
mzspec:MSV000082725:20161118_S00026041_P:scan:375	0.8	5	NoID
