file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:RD8_RD8_01_49054	0.03	mzspec:MSV000084900:RD8_RD8_01_49054:scan:2210	1	1.0	5	MSV000084900	NoID	MSV000084900	RD8_RD8_01_49054.mzXML	complex
mzspec:MSV000084900:sample_8_RA9_01_49345	0.03	mzspec:MSV000084900:sample_8_RA9_01_49345:scan:2474	1	1.0	5	MSV000084900	NoID	MSV000084900	sample_8_RA9_01_49345.mzXML	cowpea
mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133	0.03	mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133:scan:899	1	0.95	5	MSV000084900	NoID	MSV000084900	Silage_7_tk2_GB7_01_49133.mzXML	corn husk
mzspec:MSV000084900:G95927_GC4_01_49147	0.03	mzspec:MSV000084900:G95927_GC4_01_49147:scan:2260	1	0.95	4	MSV000084900	NoID	MSV000084900	G95927_GC4_01_49147.mzXML	rosemary
mzspec:MSV000084900:RA7_RA7_01_49059	0.03	mzspec:MSV000084900:RA7_RA7_01_49059:scan:1400	1	0.94	4	MSV000084900	NoID	MSV000084900	RA7_RA7_01_49059.mzXML	rosemary
mzspec:MSV000084900:RE8_RE8_01_49112	0.04	mzspec:MSV000084900:RE8_RE8_01_49112:scan:2552	1	0.93	4	MSV000084900	NoID	MSV000084900	RE8_RE8_01_49112.mzXML	plant
mzspec:MSV000084900:Silage_1_GB1_01_49141	0.03	mzspec:MSV000084900:Silage_1_GB1_01_49141:scan:2310	1	0.93	4	MSV000084900	NoID	MSV000084900	Silage_1_GB1_01_49141.mzXML	corn husk
mzspec:MSV000084900:AMZ_19_RB10_01_48927	0.03	mzspec:MSV000084900:AMZ_19_RB10_01_48927:scan:2093	1	0.93	4	MSV000084900	NoID	MSV000084900	AMZ_19_RB10_01_48927.mzXML	yuca
mzspec:MSV000084900:RB3_RB3_01_49068	0.04	mzspec:MSV000084900:RB3_RB3_01_49068:scan:2012	1	0.93	4	MSV000084900	NoID	MSV000084900	RB3_RB3_01_49068.mzXML	sage
mzspec:MSV000084900:RB2_RB2_01_49067	0.04	mzspec:MSV000084900:RB2_RB2_01_49067:scan:2096	1	0.93	4	MSV000084900	NoID	MSV000084900	RB2_RB2_01_49067.mzXML	pear
mzspec:MSV000084900:74028_1x_BE11_01_17451	-0.0	mzspec:MSV000084900:74028_1x_BE11_01_17451:scan:1146	1	0.93	4	MSV000084900	NoID	MSV000084900	74028_1x_BE11_01_17451.mzXML	strawberry
mzspec:MSV000084900:sample_16_RB6_01_49360	0.04	mzspec:MSV000084900:sample_16_RB6_01_49360:scan:1694	1	0.93	4	MSV000084900	NoID	MSV000084900	sample_16_RB6_01_49360.mzXML	cowpea
mzspec:MSV000084900:sample_12_RB2_01_49352	0.03	mzspec:MSV000084900:sample_12_RB2_01_49352:scan:2258	1	0.92	4	MSV000084900	NoID	MSV000084900	sample_12_RB2_01_49352.mzXML	cowpea
mzspec:MSV000084900:sample_20_RB10_01_49368	0.04	mzspec:MSV000084900:sample_20_RB10_01_49368:scan:2344	1	0.91	4	MSV000084900	NoID	MSV000084900	sample_20_RB10_01_49368.mzXML	complex
mzspec:MSV000084900:AMZ_37_RD8_01_48977	0.04	mzspec:MSV000084900:AMZ_37_RD8_01_48977:scan:2277	1	0.91	4	MSV000084900	NoID	MSV000084900	AMZ_37_RD8_01_48977.mzXML	cocura
mzspec:MSV000084900:AMZ_7_RA8_01_48895	0.04	mzspec:MSV000084900:AMZ_7_RA8_01_48895:scan:1636	1	0.91	4	MSV000084900	NoID	MSV000084900	AMZ_7_RA8_01_48895.mzXML	complex
mzspec:MSV000084900:RE7_RE7_01_49111	0.04	mzspec:MSV000084900:RE7_RE7_01_49111:scan:1724	1	0.91	4	MSV000084900	NoID	MSV000084900	RE7_RE7_01_49111.mzXML	eggplant
mzspec:MSV000084900:AMZ_10_tk2_RA11_01_48975	0.04	mzspec:MSV000084900:AMZ_10_tk2_RA11_01_48975:scan:2223	1	0.9	4	MSV000084900	NoID	MSV000084900	AMZ_10_tk2_RA11_01_48975.mzXML	plant
mzspec:MSV000084900:G79722_5x_4ul_BH6_01_19757	-0.0	mzspec:MSV000084900:G79722_5x_4ul_BH6_01_19757:scan:1150	1	0.89	4	MSV000084900	NoID	MSV000084900	G79722_5x_4ul_BH6_01_19757.mzXML	plant
mzspec:MSV000084900:G73998_1x_BH2_01_20239	-0.0	mzspec:MSV000084900:G73998_1x_BH2_01_20239:scan:781	1	0.89	4	MSV000084900	NoID	MSV000084900	G73998_1x_BH2_01_20239.mzXML	salt
mzspec:MSV000084900:RD11_RD11_01_49103	0.04	mzspec:MSV000084900:RD11_RD11_01_49103:scan:2264	1	0.88	4	MSV000084900	NoID	MSV000084900	RD11_RD11_01_49103.mzXML	rosemary
mzspec:MSV000084900:AMZ_25_RC6_01_48945	0.03	mzspec:MSV000084900:AMZ_25_RC6_01_48945:scan:2582	1	0.88	4	MSV000084900	NoID	MSV000084900	AMZ_25_RC6_01_48945.mzXML	complex
mzspec:MSV000084900:sample_14_RB4_01_49356	0.03	mzspec:MSV000084900:sample_14_RB4_01_49356:scan:254	1	0.87	5	MSV000084900	NoID	MSV000084900	sample_14_RB4_01_49356.mzXML	cowpea
mzspec:MSV000084900:AMZ_35_RD6_01_49036	0.04	mzspec:MSV000084900:AMZ_35_RD6_01_49036:scan:2295	1	0.87	4	MSV000084900	NoID	MSV000084900	AMZ_35_RD6_01_49036.mzXML	cashew
mzspec:MSV000084900:G73986_5x_10ul_RA2_01_20208	-0.0	mzspec:MSV000084900:G73986_5x_10ul_RA2_01_20208:scan:779	1	0.87	4	MSV000084900	NoID	MSV000084900	G73986_5x_10ul_RA2_01_20208.mzXML	salt
mzspec:MSV000084900:RA10_RA10_01_49062	0.03	mzspec:MSV000084900:RA10_RA10_01_49062:scan:2456	1	0.85	4	MSV000084900	NoID	MSV000084900	RA10_RA10_01_49062.mzXML	honey_chestnut
mzspec:MSV000084900:G78965_1x_BH5_01_20242	-0.0	mzspec:MSV000084900:G78965_1x_BH5_01_20242:scan:641	1	0.85	4	MSV000084900	NoID	MSV000084900	G78965_1x_BH5_01_20242.mzXML	honey
mzspec:MSV000084900:G79640_1x_RH12_01_18966	-0.0	mzspec:MSV000084900:G79640_1x_RH12_01_18966:scan:742	1	0.84	4	MSV000084900	NoID	MSV000084900	G79640_1x_RH12_01_18966.mzXML	orange
mzspec:MSV000084900:AMZ_5_RA6_01_48889	0.03	mzspec:MSV000084900:AMZ_5_RA6_01_48889:scan:1888	1	0.84	4	MSV000084900	NoID	MSV000084900	AMZ_5_RA6_01_48889.mzXML	complex
mzspec:MSV000084900:AMZ_15_RB6_01_48916	0.03	mzspec:MSV000084900:AMZ_15_RB6_01_48916:scan:1899	1	0.84	4	MSV000084900	NoID	MSV000084900	AMZ_15_RB6_01_48916.mzXML	complex
mzspec:MSV000084900:G79001_1x_rerun_RB2_01_18857	-0.0	mzspec:MSV000084900:G79001_1x_rerun_RB2_01_18857:scan:1151	1	0.83	4	MSV000084900	NoID	MSV000084900	G79001_1x_rerun_RB2_01_18857.mzXML	white peach
mzspec:MSV000084900:AMZ_26_RC7_01_48947	0.03	mzspec:MSV000084900:AMZ_26_RC7_01_48947:scan:2336	1	0.83	4	MSV000084900	NoID	MSV000084900	AMZ_26_RC7_01_48947.mzXML	plant
mzspec:MSV000084900:G87442_5x_RB6_01_26000	-0.0	mzspec:MSV000084900:G87442_5x_RB6_01_26000:scan:707	1	0.83	4	MSV000084900	NoID	MSV000084900	G87442_5x_RB6_01_26000.mzXML	saffron
mzspec:MSV000084900:RB12_tk2_RB12_01_49126	0.03	mzspec:MSV000084900:RB12_tk2_RB12_01_49126:scan:1540	1	0.83	4	MSV000084900	NoID	MSV000084900	RB12_tk2_RB12_01_49126.mzXML	walnut
mzspec:MSV000084900:AMZ_8_RA9_01_48899	0.04	mzspec:MSV000084900:AMZ_8_RA9_01_48899:scan:2570	1	0.83	4	MSV000084900	NoID	MSV000084900	AMZ_8_RA9_01_48899.mzXML	plant
mzspec:MSV000084900:RC3_RC3_01_49080	0.04	mzspec:MSV000084900:RC3_RC3_01_49080:scan:2396	1	0.83	4	MSV000084900	NoID	MSV000084900	RC3_RC3_01_49080.mzXML	celery
mzspec:MSV000084900:G75820_5x_4ul_BD2_01_19707	-0.0	mzspec:MSV000084900:G75820_5x_4ul_BD2_01_19707:scan:1156	1	0.83	4	MSV000084900	NoID	MSV000084900	G75820_5x_4ul_BD2_01_19707.mzXML	Oolong tea
mzspec:MSV000084900:G79721_5x_4ul_BG6_01_19746	-0.0	mzspec:MSV000084900:G79721_5x_4ul_BG6_01_19746:scan:1150	1	0.83	4	MSV000084900	NoID	MSV000084900	G79721_5x_4ul_BG6_01_19746.mzXML	Oolong tea
mzspec:MSV000084900:72673_1x_BE7_01_17447	-0.0	mzspec:MSV000084900:72673_1x_BE7_01_17447:scan:743	1	0.83	4	MSV000084900	NoID	MSV000084900	72673_1x_BE7_01_17447.mzXML	orange
mzspec:MSV000084900:G72513_1x_10ul_BC8_01_20285	-0.0	mzspec:MSV000084900:G72513_1x_10ul_BC8_01_20285:scan:828	1	0.82	4	MSV000084900	NoID	MSV000084900	G72513_1x_10ul_BC8_01_20285.mzXML	cardamom
mzspec:MSV000084900:RA6_RA6_01_49058	0.03	mzspec:MSV000084900:RA6_RA6_01_49058:scan:2583	1	0.82	4	MSV000084900	NoID	MSV000084900	RA6_RA6_01_49058.mzXML	lemon
mzspec:MSV000084900:G75832_5x_4ul_BD5_01_19711	-0.0	mzspec:MSV000084900:G75832_5x_4ul_BD5_01_19711:scan:1148	1	0.82	4	MSV000084900	NoID	MSV000084900	G75832_5x_4ul_BD5_01_19711.mzXML	Oolong tea
mzspec:MSV000084900:AMZ_17_tk2_RB8_01_48980	0.04	mzspec:MSV000084900:AMZ_17_tk2_RB8_01_48980:scan:2498	1	0.82	4	MSV000084900	NoID	MSV000084900	AMZ_17_tk2_RB8_01_48980.mzXML	plantain
mzspec:MSV000084900:RB7_RB7_01_49072	0.04	mzspec:MSV000084900:RB7_RB7_01_49072:scan:2522	1	0.82	4	MSV000084900	NoID	MSV000084900	RB7_RB7_01_49072.mzXML	milk_goat
mzspec:MSV000084900:G79488_1x_RH4_01_20361	-0.0	mzspec:MSV000084900:G79488_1x_RH4_01_20361:scan:785	1	0.81	4	MSV000084900	NoID	MSV000084900	G79488_1x_RH4_01_20361.mzXML	dill
mzspec:MSV000084900:sample_13_RB3_01_49354	0.03	mzspec:MSV000084900:sample_13_RB3_01_49354:scan:1748	1	0.81	4	MSV000084900	NoID	MSV000084900	sample_13_RB3_01_49354.mzXML	cowpea
mzspec:MSV000084900:sample_18_2dil_RD8_01_49376	0.03	mzspec:MSV000084900:sample_18_2dil_RD8_01_49376:scan:872	1	0.81	4	MSV000084900	NoID	MSV000084900	sample_18_2dil_RD8_01_49376.mzXML	cowpea
mzspec:MSV000084900:RB10_tk2_RB10_01_49124	0.03	mzspec:MSV000084900:RB10_tk2_RB10_01_49124:scan:1097	1	0.81	4	MSV000084900	NoID	MSV000084900	RB10_tk2_RB10_01_49124.mzXML	potato
mzspec:MSV000084900:AMZ_47_RE8_01_48969	0.04	mzspec:MSV000084900:AMZ_47_RE8_01_48969:scan:1948	1	0.81	4	MSV000084900	NoID	MSV000084900	AMZ_47_RE8_01_48969.mzXML	complex
mzspec:MSV000084900:G79635_1x_RH8_01_18958	-0.0	mzspec:MSV000084900:G79635_1x_RH8_01_18958:scan:795	1	0.81	4	MSV000084900	NoID	MSV000084900	G79635_1x_RH8_01_18958.mzXML	complex
mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281	-0.0	mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281:scan:785	1	0.81	4	MSV000084900	NoID	MSV000084900	G79665_1x_10ul_BB11_01_20281.mzXML	honey
mzspec:MSV000084900:RD12_RD12_01_49104	0.04	mzspec:MSV000084900:RD12_RD12_01_49104:scan:2486	1	0.81	4	MSV000084900	NoID	MSV000084900	RD12_RD12_01_49104.mzXML	amaranth
mzspec:MSV000084900:G87559_1x_RA9_01_26233	-0.0	mzspec:MSV000084900:G87559_1x_RA9_01_26233:scan:728	1	0.8	4	MSV000084900	NoID	MSV000084900	G87559_1x_RA9_01_26233.mzXML	mineola orange
mzspec:MSV000084900:G83187_1x_BB3_01_20139	-0.0	mzspec:MSV000084900:G83187_1x_BB3_01_20139:scan:804	1	0.8	4	MSV000084900	NoID	MSV000084900	G83187_1x_BB3_01_20139.mzXML	cardamom
mzspec:MSV000084900:RC12_tk2_RC12_01_49119	0.03	mzspec:MSV000084900:RC12_tk2_RC12_01_49119:scan:2408	1	0.8	4	MSV000084900	NoID	MSV000084900	RC12_tk2_RC12_01_49119.mzXML	grape
mzspec:MSV000084900:RE5_RE5_01_49109	0.04	mzspec:MSV000084900:RE5_RE5_01_49109:scan:2218	1	0.8	4	MSV000084900	NoID	MSV000084900	RE5_RE5_01_49109.mzXML	blueberry
mzspec:MSV000084900:G95925_GC2_01_49145	0.03	mzspec:MSV000084900:G95925_GC2_01_49145:scan:2337	1	0.8	4	MSV000084900	NoID	MSV000084900	G95925_GC2_01_49145.mzXML	rosemary
mzspec:MSV000084900:G73436_1x_BF4_01_17322	-0.0	mzspec:MSV000084900:G73436_1x_BF4_01_17322:scan:749	1	0.8	4	MSV000084900	NoID	MSV000084900	G73436_1x_BF4_01_17322.mzXML	lemon
mzspec:MSV000084900:RB4_RB4_01_49069	0.04	mzspec:MSV000084900:RB4_RB4_01_49069:scan:2564	1	0.79	4	MSV000084900	NoID	MSV000084900	RB4_RB4_01_49069.mzXML	blackberry
