USI	Cosine	Matching Peaks	Status
mzspec:MSV000085870:PH697119_pos_IDA:scan:4760	0.88	11	NoID
mzspec:MSV000085870:PH697217_pos_IDA:scan:5236	0.88	11	NoID
mzspec:MSV000085870:PH697287_pos_IDA:scan:4788	0.87	10	NoID
mzspec:MSV000085870:PH697184_pos_IDA:scan:4815	0.86	10	NoID
mzspec:MSV000085870:PH697186_pos_IDA:scan:4510	0.85	10	NoID
mzspec:MSV000085870:PH697285_pos_IDA:scan:4992	0.84	10	NoID
mzspec:MSV000085870:PH697211_pos_IDA:scan:5350	0.83	9	NoID
mzspec:MSV000085870:PH697215_pos_IDA:scan:5411	0.83	8	NoID
mzspec:MSV000084314:MSV000080030:scan:2595260	0.82	11	NoID
mzspec:MSV000085870:PH697291_pos_IDA:scan:4626	0.82	9	NoID
mzspec:MSV000085870:PH697182_pos_IDA:scan:5000	0.81	9	NoID
mzspec:MSV000082953:P2_C6:scan:1590	0.81	8	NoID
mzspec:MSV000085870:PH697253_pos_IDA:scan:4346	0.81	8	NoID
mzspec:MSV000087006:20200206_DOM_BF_SZ_1:scan:863	0.8	7	NoID
mzspec:MSV000079717:group2_P2_D3:scan:1237	0.8	7	NoID
mzspec:MSV000086926:20200206_DOM_BF_SZ_1:scan:863	0.8	7	NoID
mzspec:MSV000079697:group2_P2_D3:scan:1237	0.8	7	NoID
mzspec:MSV000079718:group2_P2_A5:scan:1259	0.79	8	NoID
mzspec:MSV000079697:group2_P2_A5:scan:1259	0.79	8	NoID
mzspec:MSV000079697:group2_P2_D7:scan:1230	0.79	8	NoID
mzspec:MSV000079717:group2_P2_D7:scan:1230	0.79	8	NoID
mzspec:MSV000079697:group2_P1_H12:scan:1258	0.79	7	NoID
mzspec:MSV000079717:group2_P2_F8:scan:1284	0.79	7	NoID
mzspec:MSV000079697:group1_P1_C6:scan:1231	0.79	7	NoID
mzspec:MSV000079709:group1_P1_C6:scan:1231	0.79	7	NoID
mzspec:MSV000079718:group2_P2_A7:scan:1237	0.79	7	NoID
mzspec:MSV000079718:group2_P1_H12:scan:1258	0.79	7	NoID
mzspec:MSV000079717:group2_P2_F3:scan:1256	0.79	7	NoID
mzspec:MSV000079717:group2_P2_B5:scan:1244	0.79	7	NoID
mzspec:MSV000079717:group2_P2_E10:scan:1222	0.79	7	NoID
mzspec:MSV000082086:9_20_2016_LIS_54:scan:1702	0.79	7	NoID
mzspec:MSV000079697:group2_P2_B6:scan:1260	0.79	7	NoID
mzspec:MSV000079697:group2_P2_F9:scan:1254	0.79	7	NoID
mzspec:MSV000079697:group2_P2_A6:scan:1240	0.79	7	NoID
mzspec:MSV000079697:group2_P2_D10:scan:1226	0.79	7	NoID
mzspec:MSV000085480:ETNP_70_SIO:scan:1556	0.79	7	NoID
mzspec:MSV000079697:group1_P1_C5:scan:1226	0.79	7	NoID
mzspec:MSV000079697:group2_P2_E7:scan:1265	0.79	7	NoID
mzspec:MSV000079717:group2_P2_F12:scan:1267	0.79	7	NoID
mzspec:MSV000079717:group2_P2_E12:scan:1264	0.79	7	NoID
mzspec:MSV000079697:group2_P2_F12:scan:1267	0.79	7	NoID
mzspec:MSV000082083:Mo_2017_DOM_290:scan:1576	0.79	7	NoID
mzspec:MSV000079717:group2_P2_D9:scan:1233	0.79	7	NoID
mzspec:MSV000079718:group2_P2_A1:scan:1232	0.79	7	NoID
mzspec:MSV000079718:group2_P2_A6:scan:1240	0.79	7	NoID
mzspec:MSV000082953:P2_C5:scan:1670	0.79	7	NoID
mzspec:MSV000082953:P1_C5:scan:1643	0.79	7	NoID
mzspec:MSV000079709:group1_P1_C5:scan:1226	0.79	7	NoID
mzspec:MSV000079717:group2_P2_D10:scan:1226	0.79	7	NoID
mzspec:MSV000079717:group2_P2_E7:scan:1265	0.79	7	NoID
mzspec:MSV000079697:group2_P2_E12:scan:1264	0.79	7	NoID
mzspec:MSV000079697:group2_P2_B5:scan:1244	0.79	7	NoID
mzspec:MSV000079717:group2_P2_F9:scan:1254	0.79	7	NoID
mzspec:MSV000079697:group2_P2_A1:scan:1232	0.79	7	NoID
mzspec:MSV000079717:group2_P2_B6:scan:1260	0.79	7	NoID
mzspec:MSV000079697:group2_P2_F8:scan:1284	0.79	7	NoID
mzspec:MSV000079697:group2_P2_E10:scan:1222	0.79	7	NoID
mzspec:MSV000079697:group2_P2_F3:scan:1256	0.79	7	NoID
mzspec:MSV000079697:group2_P2_D9:scan:1233	0.79	7	NoID
mzspec:MSV000079697:group2_P2_A7:scan:1237	0.79	7	NoID
mzspec:MSV000080030:AB11_v3_Wallet Front_GB11_01_22819:scan:1392	0.78	11	NoID
mzspec:MSV000079717:group2_P2_E3:scan:1228	0.78	8	NoID
mzspec:MSV000079697:group2_P2_E3:scan:1228	0.78	8	NoID
mzspec:MSV000079697:group2_P2_B2:scan:1229	0.78	8	NoID
mzspec:MSV000079717:group2_P2_B2:scan:1229	0.78	8	NoID
mzspec:MSV000079697:group2_P2_G7:scan:1266	0.78	7	NoID
mzspec:MSV000079697:group1_P1_C7:scan:1211	0.78	7	NoID
mzspec:MSV000079697:group2_P2_D5:scan:1241	0.78	7	NoID
mzspec:MSV000079718:group2_P2_A3:scan:1244	0.78	7	NoID
mzspec:MSV000079697:group2_P2_E5:scan:1248	0.78	7	NoID
mzspec:MSV000079717:group2_P2_E1:scan:1247	0.78	7	NoID
mzspec:MSV000079717:group2_P1_D2:scan:1251	0.78	7	NoID
mzspec:MSV000084314:MSV000079697:scan:227779	0.78	7	NoID
mzspec:MSV000083365:E2R2_CD0:scan:1589	0.78	7	NoID
mzspec:MSV000083365:E2R2_AB0:scan:1590	0.78	7	NoID
mzspec:MSV000083365:E2R2_EF0:scan:1592	0.78	7	NoID
mzspec:MSV000079717:group2_P2_G1:scan:1270	0.78	7	NoID
