file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:Fish_13_1x_GE5_01_20528	-0.0	mzspec:MSV000084900:Fish_13_1x_GE5_01_20528:scan:57	1	1.0	6	MSV000084900	NoID	MSV000084900	Fish_13_1x_GE5_01_20528.mzXML	mackerel, side muscle
mzspec:MSV000084900:G73646_BE4_01_18699	-0.0	mzspec:MSV000084900:G73646_BE4_01_18699:scan:69	1	1.0	6	MSV000084900	NoID	MSV000084900	G73646_BE4_01_18699.mzXML	self caught fish
mzspec:MSV000084900:G79581_1x_BA7_01_17947	-0.0	mzspec:MSV000084900:G79581_1x_BA7_01_17947:scan:65	1	1.0	6	MSV000084900	NoID	MSV000084900	G79581_1x_BA7_01_17947.mzXML	mackerel, white skin
mzspec:MSV000084900:G79587_1x_BF6_01_18147	-0.0	mzspec:MSV000084900:G79587_1x_BF6_01_18147:scan:63	1	1.0	6	MSV000084900	NoID	MSV000084900	G79587_1x_BF6_01_18147.mzXML	mackerel, dark fish skin
mzspec:MSV000084900:G79585_5x_RG6_01_17970	-0.0	mzspec:MSV000084900:G79585_5x_RG6_01_17970:scan:63	1	1.0	6	MSV000084900	NoID	MSV000084900	G79585_5x_RG6_01_17970.mzXML	mackerel, organ
mzspec:MSV000084900:G79586_5x_RE6_01_18177	-0.0	mzspec:MSV000084900:G79586_5x_RE6_01_18177:scan:64	1	1.0	6	MSV000084900	NoID	MSV000084900	G79586_5x_RE6_01_18177.mzXML	mackerel, midsection
mzspec:MSV000084900:Fish_2_1x_GD2_01_20495	-0.0	mzspec:MSV000084900:Fish_2_1x_GD2_01_20495:scan:60	1	1.0	6	MSV000084900	NoID	MSV000084900	Fish_2_1x_GD2_01_20495.mzXML	mackerel, 7iyn
mzspec:MSV000084900:G79592_5x_RB8_01_18070	-0.0	mzspec:MSV000084900:G79592_5x_RB8_01_18070:scan:67	1	1.0	6	MSV000084900	NoID	MSV000084900	G79592_5x_RB8_01_18070.mzXML	mackerel, fins
mzspec:MSV000084900:G79584_5x_RH6_01_18243	-0.0	mzspec:MSV000084900:G79584_5x_RH6_01_18243:scan:59	1	1.0	6	MSV000084900	NoID	MSV000084900	G79584_5x_RH6_01_18243.mzXML	mackerel, organ
mzspec:MSV000084900:G73640_BB6_01_18655	-0.0	mzspec:MSV000084900:G73640_BB6_01_18655:scan:75	1	0.98	6	MSV000084900	NoID	MSV000084900	G73640_BB6_01_18655.mzXML	self caught fish
mzspec:MSV000084900:G73647_rerun_BH4_01_18778	-0.0	mzspec:MSV000084900:G73647_rerun_BH4_01_18778:scan:71	1	0.97	6	MSV000084900	NoID	MSV000084900	G73647_rerun_BH4_01_18778.mzXML	self caught fish
mzspec:MSV000084900:G79617_1x_BF5_01_18143	-0.0	mzspec:MSV000084900:G79617_1x_BF5_01_18143:scan:64	1	0.97	5	MSV000084900	NoID	MSV000084900	G79617_1x_BF5_01_18143.mzXML	butterfish, fin
mzspec:MSV000084900:G87334_RC7_01_26103	0.0	mzspec:MSV000084900:G87334_RC7_01_26103:scan:59	1	0.96	6	MSV000084900	NoID	MSV000084900	G87334_RC7_01_26103.mzXML	parmesan cheese
mzspec:MSV000084900:Fish_5_1x_GD5_01_20504	-0.0	mzspec:MSV000084900:Fish_5_1x_GD5_01_20504:scan:63	1	0.96	6	MSV000084900	NoID	MSV000084900	Fish_5_1x_GD5_01_20504.mzXML	mackerel, tail muscle
mzspec:MSV000084900:G73649_5x_BA8_01_18263	-0.0	mzspec:MSV000084900:G73649_5x_BA8_01_18263:scan:66	1	0.96	5	MSV000084900	NoID	MSV000084900	G73649_5x_BA8_01_18263.mzXML	pecorino cheese
