file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G78839_BF12_01_19030	-0.0	mzspec:MSV000084900:G78839_BF12_01_19030:scan:1272	1	0.93	7	MSV000084900	NoID	MSV000084900	G78839_BF12_01_19030.mzXML	red lentil
mzspec:MSV000084900:G83312_5x_RE10_01_21479	-0.0	mzspec:MSV000084900:G83312_5x_RE10_01_21479:scan:1277	1	0.92	7	MSV000084900	NoID	MSV000084900	G83312_5x_RE10_01_21479.mzXML	wild rice
mzspec:MSV000084900:G87413_1x_BF5_01_26127	0.0	mzspec:MSV000084900:G87413_1x_BF5_01_26127:scan:1269	1	0.92	6	MSV000084900	NoID	MSV000084900	G87413_1x_BF5_01_26127.mzXML	goat cheese
mzspec:MSV000084900:G83315_5x_rerun_RG10_01_21540	0.0	mzspec:MSV000084900:G83315_5x_rerun_RG10_01_21540:scan:1284	1	0.89	6	MSV000084900	NoID	MSV000084900	G83315_5x_rerun_RG10_01_21540.mzXML	potato
mzspec:MSV000084900:G83317_5x_RD10_01_21465	-0.0	mzspec:MSV000084900:G83317_5x_RD10_01_21465:scan:1275	1	0.84	7	MSV000084900	NoID	MSV000084900	G83317_5x_RD10_01_21465.mzXML	elk loin
mzspec:MSV000084900:G72490_5x_RA6_01_20124	-0.0	mzspec:MSV000084900:G72490_5x_RA6_01_20124:scan:1267	1	0.8	4	MSV000084900	NoID	MSV000084900	G72490_5x_RA6_01_20124.mzXML	fruit
mzspec:MSV000084900:G79493_1x_10ul_RE8_01_19836	-0.01	mzspec:MSV000084900:G79493_1x_10ul_RE8_01_19836:scan:1277	1	0.78	4	MSV000084900	NoID	MSV000084900	G79493_1x_10ul_RE8_01_19836.mzXML	complex
mzspec:MSV000084900:G78957_5x_15ul_RG4_01_19643	-0.0	mzspec:MSV000084900:G78957_5x_15ul_RG4_01_19643:scan:1268	1	0.77	4	MSV000084900	NoID	MSV000084900	G78957_5x_15ul_RG4_01_19643.mzXML	yogurt_cow
mzspec:MSV000084900:G79640_1x_RH12_01_18966	-0.0	mzspec:MSV000084900:G79640_1x_RH12_01_18966:scan:1286	1	0.74	5	MSV000084900	NoID	MSV000084900	G79640_1x_RH12_01_18966.mzXML	orange
mzspec:MSV000084900:G83316_5x_RF10_01_21492	-0.0	mzspec:MSV000084900:G83316_5x_RF10_01_21492:scan:1274	1	0.74	4	MSV000084900	NoID	MSV000084900	G83316_5x_RF10_01_21492.mzXML	complex
mzspec:MSV000084900:G83309_5x_RF9_01_21491	-0.0	mzspec:MSV000084900:G83309_5x_RF9_01_21491:scan:1278	1	0.74	4	MSV000084900	NoID	MSV000084900	G83309_5x_RF9_01_21491.mzXML	octopus
