USI	Cosine	Matching Peaks	Status
mzspec:MSV000079819:Human_molar:scan:4626	0.89	6	NoID
mzspec:MSV000079819:Human_molar_160610203645:scan:4618	0.88	7	NoID
mzspec:MSV000084314:MSV000082674:scan:589716	0.86	7	NoID
mzspec:MSV000082741:20161103_S00024363_P:scan:304	0.86	6	NoID
mzspec:MSV000084314:MSV000081582:scan:3523125	0.85	8	NoID
mzspec:MSV000084314:MSV000078556:scan:1367180	0.83	5	NoID
mzspec:MSV000082674:BC6_7C6.V10_BC6_01_433:scan:1412	0.82	7	NoID
mzspec:MSV000082741:20160907_S00024280_P:scan:320	0.82	5	NoID
mzspec:MSV000081582:6F4_BF4_01_13963:scan:2759	0.81	7	NoID
mzspec:MSV000081816:Plate2_F2_BF2_01_6257:scan:2639	0.81	6	NoID
mzspec:MSV000081816:Plate2_F5_BF5_01_6260:scan:2624	0.8	7	NoID
mzspec:MSV000082674:BC10_7C10.V10_BC10_01_377:scan:1377	0.8	7	NoID
mzspec:MSV000081816:Plate2_C3_BC3_01_6221:scan:2661	0.8	7	NoID
mzspec:MSV000082674:BC11_7C11.V10_BC11_01_398:scan:1361	0.8	6	NoID
mzspec:MSV000081816:Plate2_A8_BA8_01_6202:scan:2662	0.8	6	NoID
mzspec:MSV000081816:Plate1_E9_GE9_01_6164:scan:2493	0.8	5	NoID
mzspec:MSV000084314:MSV000080030:scan:2747920	0.79	6	NoID
mzspec:MSV000081816:Plate2_A3_BA3_01_6197:scan:2636	0.79	5	NoID
mzspec:MSV000081582:23E11_RE11_01_15020:scan:2968	0.78	8	NoID
mzspec:MSV000081816:Plate2_A10_BA10_01_6204:scan:2638	0.78	7	NoID
mzspec:MSV000081816:Plate2_B2_BB2_01_6208:scan:2617	0.78	7	NoID
mzspec:MSV000085852:CCE2019_156:scan:3493	0.78	7	NoID
mzspec:MSV000081816:Plate2_B7_BB7_01_6213:scan:2646	0.78	6	NoID
mzspec:MSV000081816:Plate2_B1_BB1_01_6207:scan:2639	0.78	6	NoID
mzspec:MSV000080030:P1_GE10v8_Pinky_GE10_01_24020:scan:2934	0.78	6	NoID
mzspec:MSV000082742:S00017730_Positive_01:scan:333	0.78	6	NoID
mzspec:MSV000081816:Plate2_A7_BA7_01_6201:scan:2644	0.78	5	NoID
mzspec:MSV000082674:BC5_7C5.V10_BC5_01_437:scan:1388	0.78	5	NoID
mzspec:MSV000081582:8C6_BC6_01_14371:scan:2670	0.77	7	NoID
mzspec:MSV000085852:CCE2019_181:scan:3334	0.77	7	NoID
