file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75586_5x_rerun_BB4_01_20077	0.0	mzspec:MSV000084900:G75586_5x_rerun_BB4_01_20077:scan:1878	1	0.84	8	MSV000084900	NoID	MSV000084900	G75586_5x_rerun_BB4_01_20077.mzXML	pearled farro
mzspec:MSV000084900:G79261_5x_rerun_BC12_01_19631	-0.0	mzspec:MSV000084900:G79261_5x_rerun_BC12_01_19631:scan:1791	1	0.84	8	MSV000084900	NoID	MSV000084900	G79261_5x_rerun_BC12_01_19631.mzXML	egg_quail
mzspec:MSV000084900:G79344_5x_rerun_BE6_01_19316	-0.0	mzspec:MSV000084900:G79344_5x_rerun_BE6_01_19316:scan:1884	1	0.83	8	MSV000084900	NoID	MSV000084900	G79344_5x_rerun_BE6_01_19316.mzXML	complex
mzspec:MSV000084900:G79731_1x_RC4_01_20264	-0.0	mzspec:MSV000084900:G79731_1x_RC4_01_20264:scan:1871	1	0.83	8	MSV000084900	NoID	MSV000084900	G79731_1x_RC4_01_20264.mzXML	soybean
mzspec:MSV000084900:G96358_5x_RB10_01_32355	-0.0	mzspec:MSV000084900:G96358_5x_RB10_01_32355:scan:1593	1	0.82	8	MSV000084900	NoID	MSV000084900	G96358_5x_RB10_01_32355.mzXML	turkey
mzspec:MSV000084900:18NAVY28_v1_brk_2_GH11_01_39565	-0.0	mzspec:MSV000084900:18NAVY28_v1_brk_2_GH11_01_39565:scan:1911	1	0.82	8	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_2_GH11_01_39565.mzXML	wheat
mzspec:MSV000084900:G78948_rerun_BD11_01_18712	-0.0	mzspec:MSV000084900:G78948_rerun_BD11_01_18712:scan:1610	1	0.81	8	MSV000084900	NoID	MSV000084900	G78948_rerun_BD11_01_18712.mzXML	veal, shoulder roast
mzspec:MSV000084900:G73466_5x_10ul_rerun_RH6_01_19598	-0.0	mzspec:MSV000084900:G73466_5x_10ul_rerun_RH6_01_19598:scan:1592	1	0.81	8	MSV000084900	NoID	MSV000084900	G73466_5x_10ul_rerun_RH6_01_19598.mzXML	cabbage
mzspec:MSV000084900:G83195_GC1_01_20474	-0.0	mzspec:MSV000084900:G83195_GC1_01_20474:scan:1860	1	0.81	8	MSV000084900	NoID	MSV000084900	G83195_GC1_01_20474.mzXML	plant
mzspec:MSV000084900:G72663_RF10_01_17619	-0.0	mzspec:MSV000084900:G72663_RF10_01_17619:scan:1885	1	0.81	8	MSV000084900	NoID	MSV000084900	G72663_RF10_01_17619.mzXML	poppy seed
mzspec:MSV000084900:G75229_1x_10ul_RA7_01_19775	-0.0	mzspec:MSV000084900:G75229_1x_10ul_RA7_01_19775:scan:1455	1	0.81	7	MSV000084900	NoID	MSV000084900	G75229_1x_10ul_RA7_01_19775.mzXML	plant
mzspec:MSV000084900:G96125_RF8_01_31563	-0.0	mzspec:MSV000084900:G96125_RF8_01_31563:scan:1867	1	0.81	7	MSV000084900	NoID	MSV000084900	G96125_RF8_01_31563.mzXML	yogurt_cow
mzspec:MSV000084900:G75662_1x_RD1_01_23324	-0.0	mzspec:MSV000084900:G75662_1x_RD1_01_23324:scan:1892	1	0.81	7	MSV000084900	NoID	MSV000084900	G75662_1x_RD1_01_23324.mzXML	ham
mzspec:MSV000084900:G78919_RA2_01_17522	-0.0	mzspec:MSV000084900:G78919_RA2_01_17522:scan:1878	1	0.8	8	MSV000084900	NoID	MSV000084900	G78919_RA2_01_17522.mzXML	brown rice
mzspec:MSV000084900:G73692_5x_10ul_rerun_RH8_01_19600	-0.0	mzspec:MSV000084900:G73692_5x_10ul_rerun_RH8_01_19600:scan:1591	1	0.8	8	MSV000084900	NoID	MSV000084900	G73692_5x_10ul_rerun_RH8_01_19600.mzXML	green bean
mzspec:MSV000084900:G87452_1x_rerun_BB9_01_26144	-0.0	mzspec:MSV000084900:G87452_1x_rerun_BB9_01_26144:scan:1891	1	0.8	8	MSV000084900	NoID	MSV000084900	G87452_1x_rerun_BB9_01_26144.mzXML	vegetable/herb
mzspec:MSV000084900:G87459_1x_BF6_01_26626	-0.0	mzspec:MSV000084900:G87459_1x_BF6_01_26626:scan:1597	1	0.8	8	MSV000084900	NoID	MSV000084900	G87459_1x_BF6_01_26626.mzXML	complex
mzspec:MSV000084900:G79750_5x_10ul_BA10_01_19877	-0.0	mzspec:MSV000084900:G79750_5x_10ul_BA10_01_19877:scan:1892	1	0.8	8	MSV000084900	NoID	MSV000084900	G79750_5x_10ul_BA10_01_19877.mzXML	complex
mzspec:MSV000084900:G79615_5x_RD5_01_18100	-0.0	mzspec:MSV000084900:G79615_5x_RD5_01_18100:scan:1600	1	0.8	7	MSV000084900	NoID	MSV000084900	G79615_5x_RD5_01_18100.mzXML	butterfish, midsection
mzspec:MSV000084900:G79598_5x_RC3_01_18077	-0.0	mzspec:MSV000084900:G79598_5x_RC3_01_18077:scan:1884	1	0.8	7	MSV000084900	NoID	MSV000084900	G79598_5x_RC3_01_18077.mzXML	bull, fatty meat
mzspec:MSV000084900:G72730_5x_BD6_01_18303	-0.0	mzspec:MSV000084900:G72730_5x_BD6_01_18303:scan:1606	1	0.8	7	MSV000084900	NoID	MSV000084900	G72730_5x_BD6_01_18303.mzXML	pecorino cheese
mzspec:MSV000084900:18NAVY28_v2_brk_3_BF5_01_39774	-0.0	mzspec:MSV000084900:18NAVY28_v2_brk_3_BF5_01_39774:scan:1646	1	0.8	7	MSV000084900	NoID	MSV000084900	18NAVY28_v2_brk_3_BF5_01_39774.mzXML	complex
mzspec:MSV000084900:G78880_BC4_01_18669	-0.0	mzspec:MSV000084900:G78880_BC4_01_18669:scan:1891	1	0.8	7	MSV000084900	NoID	MSV000084900	G78880_BC4_01_18669.mzXML	complex
mzspec:MSV000084900:15NAVY01_v1_snk_2_GH3_01_39517	-0.0	mzspec:MSV000084900:15NAVY01_v1_snk_2_GH3_01_39517:scan:1906	1	0.79	8	MSV000084900	NoID	MSV000084900	15NAVY01_v1_snk_2_GH3_01_39517.mzXML	complex
mzspec:MSV000084900:G75800_5x_BC10_01_19288	-0.0	mzspec:MSV000084900:G75800_5x_BC10_01_19288:scan:1839	1	0.79	8	MSV000084900	NoID	MSV000084900	G75800_5x_BC10_01_19288.mzXML	horse, red meat with fat
mzspec:MSV000084900:G86711_1x_RG10_01_21849	-0.0	mzspec:MSV000084900:G86711_1x_RG10_01_21849:scan:1860	1	0.79	8	MSV000084900	NoID	MSV000084900	G86711_1x_RG10_01_21849.mzXML	complex
mzspec:MSV000084900:G86716_1x_RH11_01_21868	-0.0	mzspec:MSV000084900:G86716_1x_RH11_01_21868:scan:1734	1	0.79	7	MSV000084900	NoID	MSV000084900	G86716_1x_RH11_01_21868.mzXML	complex
mzspec:MSV000084900:G96368_5x_RC3_01_32363	-0.0	mzspec:MSV000084900:G96368_5x_RC3_01_32363:scan:1587	1	0.78	8	MSV000084900	NoID	MSV000084900	G96368_5x_RC3_01_32363.mzXML	turkey
mzspec:MSV000084900:G86757_1x_BD3_01_23167	-0.0	mzspec:MSV000084900:G86757_1x_BD3_01_23167:scan:1860	1	0.78	8	MSV000084900	NoID	MSV000084900	G86757_1x_BD3_01_23167.mzXML	complex
mzspec:MSV000084900:G75588_5x_10ul_BA9_01_19874	-0.0	mzspec:MSV000084900:G75588_5x_10ul_BA9_01_19874:scan:1888	1	0.78	8	MSV000084900	NoID	MSV000084900	G75588_5x_10ul_BA9_01_19874.mzXML	soybean
mzspec:MSV000084900:G86858_1x_RB4_01_23493	-0.0	mzspec:MSV000084900:G86858_1x_RB4_01_23493:scan:1862	1	0.78	8	MSV000084900	NoID	MSV000084900	G86858_1x_RB4_01_23493.mzXML	complex
mzspec:MSV000084900:G87312_RB9_01_26090	-0.0	mzspec:MSV000084900:G87312_RB9_01_26090:scan:1808	1	0.78	8	MSV000084900	NoID	MSV000084900	G87312_RB9_01_26090.mzXML	pine nut
mzspec:MSV000084900:G86707_1x_RE10_01_21825	-0.0	mzspec:MSV000084900:G86707_1x_RE10_01_21825:scan:1830	1	0.78	8	MSV000084900	NoID	MSV000084900	G86707_1x_RE10_01_21825.mzXML	complex
mzspec:MSV000084900:16NAVY05_v1_sup_2_GG2_01_39578	-0.0	mzspec:MSV000084900:16NAVY05_v1_sup_2_GG2_01_39578:scan:1919	1	0.78	7	MSV000084900	NoID	MSV000084900	16NAVY05_v1_sup_2_GG2_01_39578.mzXML	complex
mzspec:MSV000084900:G78913_RF3_01_17605	-0.0	mzspec:MSV000084900:G78913_RF3_01_17605:scan:1841	1	0.78	6	MSV000084900	NoID	MSV000084900	G78913_RF3_01_17605.mzXML	forbidden rice
mzspec:MSV000084900:G87420_1x_BC8_01_26020	-0.0	mzspec:MSV000084900:G87420_1x_BC8_01_26020:scan:1883	1	0.77	8	MSV000084900	NoID	MSV000084900	G87420_1x_BC8_01_26020.mzXML	anise
mzspec:MSV000084900:G79357_5x_RF2_01_21482	-0.0	mzspec:MSV000084900:G79357_5x_RF2_01_21482:scan:1892	1	0.77	8	MSV000084900	NoID	MSV000084900	G79357_5x_RF2_01_21482.mzXML	complex
mzspec:MSV000084900:75157_1x_BF6_01_17480	-0.0	mzspec:MSV000084900:75157_1x_BF6_01_17480:scan:1449	1	0.77	7	MSV000084900	NoID	MSV000084900	75157_1x_BF6_01_17480.mzXML	corn
mzspec:MSV000084900:G72801_1x_rerun_RA11_01_23433	-0.0	mzspec:MSV000084900:G72801_1x_rerun_RA11_01_23433:scan:1874	1	0.77	7	MSV000084900	NoID	MSV000084900	G72801_1x_rerun_RA11_01_23433.mzXML	egg_chicken
mzspec:MSV000084900:18NAVY28_v2_snk_3_BC5_01_39762	-0.0	mzspec:MSV000084900:18NAVY28_v2_snk_3_BC5_01_39762:scan:1912	1	0.77	7	MSV000084900	NoID	MSV000084900	18NAVY28_v2_snk_3_BC5_01_39762.mzXML	plant
mzspec:MSV000084900:G73467_5x_RD6_01_19508	-0.0	mzspec:MSV000084900:G73467_5x_RD6_01_19508:scan:1883	1	0.76	8	MSV000084900	NoID	MSV000084900	G73467_5x_RD6_01_19508.mzXML	soybean
mzspec:MSV000084900:G73939_5x_RA2_01_19459	-0.0	mzspec:MSV000084900:G73939_5x_RA2_01_19459:scan:1591	1	0.76	8	MSV000084900	NoID	MSV000084900	G73939_5x_RA2_01_19459.mzXML	carrot
mzspec:MSV000084900:G75130_rerun_5ul_RG9_01_17742	-0.0	mzspec:MSV000084900:G75130_rerun_5ul_RG9_01_17742:scan:1913	1	0.76	8	MSV000084900	NoID	MSV000084900	G75130_rerun_5ul_RG9_01_17742.mzXML	quinoa
mzspec:MSV000084900:G87444_1x_BB7_01_26002	-0.0	mzspec:MSV000084900:G87444_1x_BB7_01_26002:scan:1871	1	0.76	8	MSV000084900	NoID	MSV000084900	G87444_1x_BB7_01_26002.mzXML	complex
mzspec:MSV000084900:G86785_1x_RD12_01_23338	-0.0	mzspec:MSV000084900:G86785_1x_RD12_01_23338:scan:1877	1	0.76	8	MSV000084900	NoID	MSV000084900	G86785_1x_RD12_01_23338.mzXML	complex
mzspec:MSV000084900:G96382_5x_RC10_01_32639	-0.0	mzspec:MSV000084900:G96382_5x_RC10_01_32639:scan:1590	1	0.76	7	MSV000084900	NoID	MSV000084900	G96382_5x_RC10_01_32639.mzXML	beef
mzspec:MSV000084900:G72646_5x_BE8_01_18319	-0.0	mzspec:MSV000084900:G72646_5x_BE8_01_18319:scan:1617	1	0.76	7	MSV000084900	NoID	MSV000084900	G72646_5x_BE8_01_18319.mzXML	washed cheese
mzspec:MSV000084900:G83191_1x_BF10_01_20222	-0.0	mzspec:MSV000084900:G83191_1x_BF10_01_20222:scan:1891	1	0.76	7	MSV000084900	NoID	MSV000084900	G83191_1x_BF10_01_20222.mzXML	plant
mzspec:MSV000084900:G79677_5x_RE11_01_19530	-0.0	mzspec:MSV000084900:G79677_5x_RE11_01_19530:scan:1594	1	0.75	8	MSV000084900	NoID	MSV000084900	G79677_5x_RE11_01_19530.mzXML	salami
mzspec:MSV000084900:G72760_5x_rerun_10ul_RA8_01_19585	-0.0	mzspec:MSV000084900:G72760_5x_rerun_10ul_RA8_01_19585:scan:1604	1	0.75	8	MSV000084900	NoID	MSV000084900	G72760_5x_rerun_10ul_RA8_01_19585.mzXML	onion
mzspec:MSV000084900:G96370_5x_RC12_01_32383	-0.0	mzspec:MSV000084900:G96370_5x_RC12_01_32383:scan:1876	1	0.75	8	MSV000084900	NoID	MSV000084900	G96370_5x_RC12_01_32383.mzXML	turkey
