Dataset	Frequency
MSV000078604	1
MSV000078891	1
MSV000079134	37
MSV000079181	5
MSV000079274	46
MSV000079320	1
MSV000079329	9
MSV000079389	27
MSV000079398	5
MSV000079447	1
MSV000079523	120
MSV000079542	1
MSV000079575	23
MSV000079598	96
MSV000079697	571
MSV000079706	95
MSV000079707	49
MSV000079709	32
MSV000079710	69
MSV000079712	56
MSV000079714	80
MSV000079717	72
MSV000079718	59
MSV000079719	32
MSV000079720	26
MSV000079772	1
MSV000079773	19
MSV000079778	4
MSV000079788	8
MSV000079808	4
MSV000079813	10
MSV000079819	14
MSV000080015	20
MSV000080030	15
MSV000080031	8
MSV000080050	2
MSV000080142	434
MSV000080167	108
MSV000080176	33
MSV000080177	16
MSV000080178	24
MSV000080179	237
MSV000080183	1
MSV000080186	94
MSV000080187	143
MSV000080188	88
MSV000080299	145
MSV000080335	12
MSV000080377	3
MSV000080469	23
MSV000080492	2
MSV000080507	47
MSV000080518	9
MSV000080533	2
MSV000080559	18
MSV000080562	29
MSV000080574	4
MSV000080597	1
MSV000080604	2
MSV000080616	2
MSV000080627	8
MSV000080628	70
MSV000080629	22
MSV000080630	8
MSV000080632	1
MSV000080673	2
MSV000080905	247
MSV000080922	1
MSV000081005	13
MSV000081064	2
MSV000081065	6
MSV000081067	57
MSV000081068	2
MSV000081077	1
MSV000081116	2
MSV000081151	8
MSV000081152	3
MSV000081160	2
MSV000081176	7
MSV000081284	1
MSV000081318	1
MSV000081343	17
MSV000081347	19
MSV000081351	47
MSV000081354	13
MSV000081357	15
MSV000081364	5
MSV000081456	4
MSV000081463	4
MSV000081492	9
MSV000081508	89
MSV000081513	9
MSV000081544	2
MSV000081548	11
MSV000081555	6
MSV000081571	1
MSV000081580	2
MSV000081582	188
MSV000081665	14
MSV000081670	1
MSV000081673	3
MSV000081675	2
MSV000081676	4
MSV000081681	5
MSV000081682	13
MSV000081683	1
MSV000081694	25
MSV000081731	72
MSV000081741	1
MSV000081748	1
MSV000081751	1
MSV000081804	12
MSV000081807	1
MSV000081808	37
MSV000081810	3
MSV000081816	59
MSV000081832	2
MSV000081893	7
MSV000081894	5
MSV000081936	5
MSV000081952	95
MSV000081981	2
MSV000082048	1
MSV000082049	1
MSV000082074	31
MSV000082081	11
MSV000082082	29
MSV000082083	309
MSV000082084	23
MSV000082085	46
MSV000082086	41
MSV000082156	1
MSV000082157	2
MSV000082261	8
MSV000082262	8
MSV000082268	2
MSV000082277	5
MSV000082312	85
MSV000082331	23
MSV000082377	1
MSV000082380	36
MSV000082382	1
MSV000082388	1
MSV000082406	1
MSV000082432	63
MSV000082433	75
MSV000082463	1
MSV000082480	2
MSV000082524	1
MSV000082548	1
MSV000082549	1
MSV000082582	39
MSV000082602	1
MSV000082614	3
MSV000082616	1
MSV000082629	7
MSV000082630	21
MSV000082633	36
MSV000082647	30
MSV000082649	2
MSV000082667	10
MSV000082674	23
MSV000082678	11
MSV000082680	7
MSV000082691	1
MSV000082712	13
MSV000082714	1
MSV000082728	9
MSV000082735	3
MSV000082743	21
MSV000082802	126
MSV000082813	2
MSV000082869	74
MSV000082905	2
MSV000082924	25
MSV000082952	12
MSV000082953	269
MSV000082972	2
MSV000082973	7
MSV000082999	3
MSV000083010	30
MSV000083024	14
MSV000083049	3
MSV000083073	9
MSV000083077	106
MSV000083083	2
MSV000083098	24
MSV000083134	1
MSV000083183	1
MSV000083264	6
MSV000083268	2
MSV000083274	8
MSV000083300	115
MSV000083306	171
MSV000083320	242
MSV000083353	3
MSV000083365	79
MSV000083372	18
MSV000083378	1
MSV000083383	92
MSV000083387	21
MSV000083388	3
MSV000083396	1
MSV000083431	5
MSV000083462	42
MSV000083475	30
MSV000083482	1
MSV000083483	1
MSV000083521	19
MSV000083522	45
MSV000083523	30
MSV000083535	1
MSV000083536	1
MSV000083541	24
MSV000083559	292
MSV000083584	1
MSV000083593	132
MSV000083631	2
MSV000083632	10
MSV000083647	3
MSV000083660	4
MSV000083664	9
MSV000083665	5
MSV000083705	2
MSV000083729	1
MSV000083756	65
MSV000083757	43
MSV000083761	10
MSV000083772	73
MSV000083789	11
MSV000083791	4
MSV000083798	48
MSV000083808	1
MSV000083814	1
MSV000083835	61
MSV000083875	4
MSV000083888	9
MSV000083889	175
MSV000084010	8
MSV000084016	56
MSV000084024	1
MSV000084030	1
MSV000084092	1
MSV000084095	95
MSV000084101	1
MSV000084112	8
MSV000084116	47
MSV000084117	3
MSV000084118	3
MSV000084119	27
MSV000084132	2
MSV000084143	17
MSV000084152	25
MSV000084158	17
MSV000084170	1
MSV000084192	1
MSV000084218	9
MSV000084219	6
MSV000084278	7
MSV000084314	185
MSV000084322	12
MSV000084325	1
MSV000084460	1
MSV000084556	10
MSV000084590	2
MSV000084595	6
MSV000084628	6
MSV000084674	19
MSV000084715	3
MSV000084716	5
MSV000084734	1
MSV000084738	18
MSV000084741	3
MSV000084744	11
MSV000084753	93
MSV000084755	6
MSV000084783	224
MSV000084873	5
MSV000084884	11
MSV000084900	30
MSV000084951	1
MSV000084955	3
MSV000085000	6
MSV000085024	8
MSV000085025	18
MSV000085031	1
MSV000085042	2
MSV000085103	5
MSV000085107	36
MSV000085120	16
MSV000085129	33
MSV000085142	1
MSV000085226	1
MSV000085256	50
MSV000085261	5
MSV000085352	20
MSV000085389	14
MSV000085404	6
MSV000085417	10
MSV000085443	6
MSV000085444	6
MSV000085467	3
MSV000085480	238
MSV000085506	3
MSV000085508	5
MSV000085519	1
MSV000085554	2
MSV000085555	26
MSV000085578	2
MSV000085585	5
MSV000085688	2
MSV000085693	28
MSV000085713	1
MSV000085777	9
MSV000085778	4
MSV000085779	39
MSV000085786	60
MSV000085840	1
MSV000085843	61
MSV000085844	70
MSV000085852	152
MSV000085864	82
MSV000085870	43
MSV000085871	1
MSV000085891	29
MSV000085917	1
MSV000085925	1
MSV000086065	1
MSV000086178	9
MSV000086206	6
MSV000086236	48
MSV000086251	1
MSV000086270	1
MSV000086360	1
MSV000086415	5
MSV000086482	30
MSV000086507	1
MSV000086620	2
MSV000086666	1
MSV000086760	6
MSV000086821	4
MSV000086830	2
MSV000086879	13
MSV000086883	5
MSV000086884	1
MSV000086926	63
MSV000086989	17
MSV000086993	4
MSV000087005	27
MSV000087006	97
MSV000087087	9
MSV000087093	8
MSV000087167	1
MSV000087187	2
MSV000087322	9
MSV000087364	66
MSV000087368	12
MSV000087449	38
MSV000087523	14
MSV000087572	9
MSV000087588	15
MSV000087612	13
MSV000087628	3
MSV000087629	2
MSV000087630	1
MSV000087646	18
MSV000087650	3
MSV000087689	2
MSV000087690	9
MSV000087692	8
MSV000087694	45
MSV000087702	7
MSV000087711	1
MSV000087728	31
MSV000087747	17
MSV000087784	7
