Dataset	Frequency
MSV000080628	1
MSV000080629	1
MSV000080905	137
MSV000080960	6
MSV000081097	9
MSV000081116	25
MSV000081151	9
MSV000081160	102
MSV000081804	1
MSV000081808	32
MSV000081949	3
MSV000081952	3
MSV000081955	44
MSV000082261	3
MSV000082582	13
MSV000082608	1
MSV000082618	1
MSV000083073	3
MSV000083077	3
MSV000083106	1
MSV000083272	10
MSV000083275	20
MSV000083388	22
MSV000083475	15
MSV000084060	2
MSV000084112	3
MSV000084314	24
MSV000084556	1
MSV000084951	5
MSV000085360	2
MSV000085654	10
MSV000085882	1
MSV000085944	33
MSV000086131	1
MSV000086208	25
MSV000086209	59
MSV000086221	25
MSV000086644	4
MSV000086830	71
MSV000086879	3
MSV000087135	3
MSV000087364	67
MSV000087646	21
MSV000087685	4
MSV000087694	26
MSV000087745	8
MSV000087882	1
MSV000087923	2
MSV000088255	3
MSV000088332	5
MSV000089070	1
MSV000089210	1
MSV000089306	3
MSV000089552	34
MSV000090000	3
