USI	Cosine	Matching Peaks	Status
mzspec:MSV000084314:MSV000087646:scan:57771	0.95	4	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE0pos_LC_POOL_BreastMilk:scan:931	0.94	4	NoID
mzspec:MSV000089313:14HM274:scan:106	0.93	4	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE1pos_LC_POOL_Meconium:scan:890	0.91	4	NoID
mzspec:MSV000089313:14HM236:scan:105	0.91	4	NoID
mzspec:MSV000089313:14HM239:scan:105	0.9	4	NoID
mzspec:MSV000089313:14HM510:scan:109	0.9	4	NoID
mzspec:MSV000089313:14HM323:scan:111	0.9	4	NoID
mzspec:MSV000089313:14HM368:scan:111	0.9	4	NoID
mzspec:MSV000089313:14HM232:scan:101	0.9	4	NoID
mzspec:MSV000089313:14HM275:scan:112	0.89	4	NoID
mzspec:MSV000089313:14HM288:scan:105	0.89	4	NoID
mzspec:MSV000089313:14HM348:scan:115	0.89	4	NoID
mzspec:MSV000087872:Hemerocallis-leaf-nBuOH:scan:803	0.89	4	NoID
mzspec:MSV000089313:14HM589:scan:118	0.88	4	NoID
mzspec:MSV000089313:14HM579:scan:109	0.88	4	NoID
mzspec:MSV000089313:14HM321:scan:104	0.88	4	NoID
mzspec:MSV000089313:14HM435:scan:105	0.87	4	NoID
mzspec:MSV000089313:14HM260:scan:104	0.87	4	NoID
mzspec:MSV000089313:14HM577:scan:101	0.86	4	NoID
mzspec:MSV000089313:14HM597:scan:111	0.83	4	NoID
mzspec:MSV000089313:14HM503:scan:114	0.83	4	NoID
