Dataset	Frequency
MSV000078667	1
MSV000078670	1
MSV000078891	8
MSV000079181	4
MSV000079243	33
MSV000079329	24
MSV000079389	5
MSV000079502	3
MSV000079503	1
MSV000079516	5
MSV000079518	1
MSV000079519	3
MSV000079598	90
MSV000079697	488
MSV000079706	65
MSV000079707	46
MSV000079709	19
MSV000079710	73
MSV000079712	51
MSV000079714	65
MSV000079717	55
MSV000079718	60
MSV000079719	33
MSV000079720	23
MSV000079772	17
MSV000079773	10
MSV000079808	51
MSV000079813	18
MSV000079820	2
MSV000079888	35
MSV000079949	1
MSV000080015	1
MSV000080016	6
MSV000080030	3
MSV000080031	8
MSV000080071	16
MSV000080102	2
MSV000080142	377
MSV000080167	46
MSV000080177	7
MSV000080179	29
MSV000080180	48
MSV000080181	43
MSV000080182	48
MSV000080183	572
MSV000080186	10
MSV000080187	19
MSV000080188	88
MSV000080239	15
MSV000080251	393
MSV000080287	1
MSV000080291	1
MSV000080292	1
MSV000080299	73
MSV000080337	2
MSV000080397	4
MSV000080469	22
MSV000080507	21
MSV000080533	11
MSV000080558	324
MSV000080559	5
MSV000080562	6
MSV000080574	219
MSV000080597	1
MSV000080627	142
MSV000080628	73
MSV000080629	173
MSV000080630	65
MSV000080632	1
MSV000080673	382
MSV000080898	36
MSV000080899	36
MSV000080905	146
MSV000080918	324
MSV000080922	6
MSV000080933	1
MSV000080976	545
MSV000081004	15
MSV000081040	1
MSV000081065	1
MSV000081067	96
MSV000081077	19
MSV000081080	7
MSV000081118	7
MSV000081119	6
MSV000081151	40
MSV000081152	70
MSV000081160	112
MSV000081171	2
MSV000081318	1
MSV000081326	2
MSV000081343	348
MSV000081344	42
MSV000081347	22
MSV000081351	221
MSV000081354	6
MSV000081357	50
MSV000081364	31
MSV000081379	54
MSV000081456	6
MSV000081463	76
MSV000081477	218
MSV000081482	188
MSV000081486	68
MSV000081492	7
MSV000081508	6
MSV000081544	2
MSV000081555	6
MSV000081582	43
MSV000081657	52
MSV000081659	3
MSV000081665	29
MSV000081666	20
MSV000081670	21
MSV000081673	18
MSV000081675	14
MSV000081676	7
MSV000081681	29
MSV000081682	25
MSV000081683	8
MSV000081694	4
MSV000081731	46
MSV000081741	1
MSV000081748	8
MSV000081749	13
MSV000081750	17
MSV000081752	18
MSV000081753	7
MSV000081780	29
MSV000081816	39
MSV000081936	36
MSV000081950	8
MSV000081952	41
MSV000081960	1
MSV000081981	346
MSV000081999	149
MSV000082000	90
MSV000082005	128
MSV000082045	78
MSV000082048	413
MSV000082049	924
MSV000082068	6
MSV000082069	13
MSV000082071	9
MSV000082072	5
MSV000082073	9
MSV000082074	423
MSV000082081	18
MSV000082082	169
MSV000082083	124
MSV000082084	20
MSV000082085	20
MSV000082086	11
MSV000082131	229
MSV000082156	1
MSV000082157	215
MSV000082178	52
MSV000082220	1
MSV000082221	18
MSV000082261	113
MSV000082268	572
MSV000082312	52
MSV000082321	53
MSV000082322	23
MSV000082323	93
MSV000082324	51
MSV000082325	28
MSV000082331	10
MSV000082369	6
MSV000082374	44
MSV000082379	15
MSV000082380	1
MSV000082382	22
MSV000082385	5
MSV000082387	1
MSV000082391	6
MSV000082402	15
MSV000082423	32
MSV000082428	15
MSV000082432	148
MSV000082433	129
MSV000082480	94
MSV000082493	220
MSV000082582	138
