USI	Cosine	Matching Peaks	Status
mzspec:MSV000082721:20150603_S00018513_Repeat_P:scan:426	0.97	5	NoID
mzspec:MSV000082721:20150603_S00018516_P:scan:381	0.96	5	NoID
mzspec:MSV000082721:20150603_S00018508_P:scan:381	0.96	5	NoID
mzspec:MSV000082725:20161118_S00026041_P:scan:382	0.95	6	NoID
mzspec:MSV000079819:Coffee_160610181413:scan:4873	0.94	7	NoID
mzspec:MSV000082741:20161103_S00024337_P:scan:420	0.94	7	NoID
mzspec:MSV000082721:20150603_S00018509_P:scan:384	0.94	5	NoID
mzspec:MSV000079819:Coffee_160610194458:scan:4896	0.93	7	NoID
mzspec:MSV000079819:Coffee:scan:4898	0.93	7	NoID
mzspec:MSV000084314:MSV000082721:scan:4243	0.93	6	NoID
mzspec:MSV000082721:20150603_S00018515_P:scan:400	0.93	5	NoID
mzspec:MSV000082721:20150603_S00018511_P:scan:398	0.92	7	NoID
mzspec:MSV000082737:20160224_S00021482_P:scan:396	0.92	5	NoID
mzspec:MSV000081082:GC6P7_26prostrata-MS1_GC6_01_28696:scan:1214	0.9	7	NoID
mzspec:MSV000080518:BC6P7_26prostrata_BC6_01_28694:scan:1214	0.9	7	NoID
mzspec:MSV000082721:20150603_S00018510_repeat_P:scan:422	0.9	6	NoID
mzspec:MSV000084314:MSV000082741:scan:31810	0.9	5	NoID
mzspec:MSV000082741:20161103_S00024316_P:scan:426	0.9	5	NoID
mzspec:MSV000084314:MSV000082742:scan:2180	0.89	6	NoID
mzspec:MSV000084314:MSV000082722:scan:5371	0.89	6	NoID
mzspec:MSV000082432:6E6__ V3_ LF_ D14H88_ W7_BE6_01_11488:scan:2915	0.88	6	NoID
mzspec:MSV000082735:S00015834_Positive_01:scan:372	0.88	6	NoID
mzspec:MSV000082742:S00017727_Positive_01:scan:384	0.88	6	NoID
mzspec:MSV000084314:MSV000081582:scan:3303515	0.87	7	NoID
mzspec:MSV000082432:7C6_ V3_ UpL_ D14H24_ W7_BC6_01_11739:scan:2881	0.87	7	NoID
mzspec:MSV000082432:4B12_ V3_ LF_ D1H24_ W5_BB12_01_11696:scan:2911	0.87	6	NoID
mzspec:MSV000080518:BC2P7_22lagascae_BC2_01_28674:scan:1249	0.87	6	NoID
mzspec:MSV000082432:4C6_ V3_ UpL_ D1H24_ W5_BC6_01_11695:scan:2897	0.87	6	NoID
mzspec:MSV000081580:V3_BP3_RH3_01_15948:scan:3000	0.87	6	NoID
mzspec:MSV000081082:BC2P7_22lagascae_BC2_01_28674:scan:1249	0.87	6	NoID
mzspec:MSV000082721:20150603_S00018513_P:scan:404	0.87	4	NoID
mzspec:MSV000082691:20140613_309_Positive_01:scan:358	0.87	4	NoID
mzspec:MSV000082721:20150603_S00018501_P:scan:408	0.87	4	NoID
mzspec:MSV000081580:V7_BP4_RD4_01_15920:scan:3018	0.86	6	NoID
mzspec:MSV000082432:5H6_ V3_ UpL_ D14H4_ W7_BH6_01_11587:scan:2935	0.86	6	NoID
mzspec:MSV000082432:6E7__ V3_ RC_ D14H88_ W7_BE7_01_11495:scan:2929	0.86	6	NoID
mzspec:MSV000082432:5E11_ V6_ Nose_ D14H0_ W7_Rer_BE11_01_11557:scan:2927	0.86	6	NoID
mzspec:MSV000084314:MSV000078556:scan:1283464	0.86	5	NoID
mzspec:MSV000084314:MSV000079181:scan:726281	0.85	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE10_01_5815:scan:3208	0.85	7	NoID
mzspec:MSV000082432:6C4_ V6_ LJaw_ D14H84_ W7_BC4_01_11456:scan:2946	0.85	6	NoID
mzspec:MSV000082432:6E8__ V3_ LC_ D14H88_ W7_BE8_01_11496:scan:2941	0.85	6	NoID
mzspec:MSV000084314:MSV000080442:scan:140691	0.85	6	NoID
mzspec:MSV000081816:Plate2_E10_BE10_01_6253:scan:2977	0.85	6	NoID
mzspec:MSV000081580:V8_BP1_BA1_01_15983:scan:3019	0.85	6	NoID
mzspec:MSV000082432:7C3_ V3_ RJaw_ D14H24_ W7_BC3_01_11721:scan:2926	0.85	6	NoID
mzspec:MSV000082432:5G11_ V3_ RF_ D14H4_ W7_BG11_01_11629:scan:2939	0.85	5	NoID
mzspec:MSV000082722:20170125_S00027649_P:scan:396	0.85	5	NoID
mzspec:MSV000082432:4E2__ V5 _ UpL_ D1H24_ W5_BE2_01_11700:scan:2954	0.84	7	NoID
mzspec:MSV000082432:6B7_ V5_ Nose_ D14H84_ W7_BB7_01_11490:scan:2950	0.84	7	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE11_01_5816:scan:3198	0.84	7	NoID
mzspec:MSV000082432:5C5_ V3_ Nose_ D14H0_ W7_BC5_01_11603:scan:2910	0.84	6	NoID
mzspec:MSV000082432:7C2_ V3_ LC_ D14H24_ W7_BC2_01_11735:scan:2810	0.84	6	NoID
mzspec:MSV000081582:20D10_BD10_01_14639:scan:3132	0.84	6	NoID
mzspec:MSV000081580:V12_BP1_RB1_01_15899:scan:2990	0.84	6	NoID
mzspec:MSV000081580:V3_BP4_RH4_01_15949:scan:3068	0.84	6	NoID
mzspec:MSV000081582:DG4_RG4_01_15421:scan:3098	0.84	6	NoID
mzspec:MSV000082432:5H5_ V3_ Nose_ D14H4_ W7_BH5_01_11586:scan:2901	0.84	6	NoID
mzspec:MSV000082432:6F1_ V3_ LowL _ D14H88_ W7_BF1_01_11497:scan:2957	0.84	6	NoID
mzspec:MSV000082432:Colgate product_1-10 dilution_BB1_01_12092:scan:2704	0.84	5	NoID
mzspec:MSV000082432:6E9__ V3_ RJaw_ D14H88_ W7_BE9_01_11519:scan:2919	0.84	5	NoID
mzspec:MSV000082432:5H7_ V3_ LowL _ D14H4_ W7_BH7_01_11638:scan:2938	0.84	5	NoID
mzspec:MSV000084590:Plate4_BC5_01_9229:scan:2574	0.83	7	NoID
mzspec:MSV000080030:P1_GG1v11_Palm_GG1_01_24034:scan:3043	0.83	7	NoID
mzspec:MSV000082432:4E10__ V6_ LJaw_ D1H24_ W5_BE10_01_11652:scan:2937	0.83	7	NoID
mzspec:MSV000082432:7C4_ V3_ LJaw_ D14H24_ W7_BC4_01_11727:scan:2879	0.83	7	NoID
mzspec:MSV000081582:20B8_BB8_01_14648:scan:3141	0.83	6	NoID
mzspec:MSV000082432:5C6_ V3_ UpL_ D14H0_ W7_BC6_01_11604:scan:2895	0.83	6	NoID
mzspec:MSV000082432:7B11_ V3_ RF_ D14H24_ W7_BB11_01_11752:scan:2911	0.83	6	NoID
mzspec:MSV000081582:24C1_RC1_01_15193:scan:3114	0.83	6	NoID
mzspec:MSV000084314:MSV000082674:scan:560919	0.83	6	NoID
mzspec:MSV000082432:5E7_ V6_ RC_ D14H0_ W7_BE7_01_11601:scan:2872	0.83	6	NoID
mzspec:MSV000080442:P1_IRE_Vol7_G7_Naval_GG7_01_33113:scan:3085	0.83	6	NoID
mzspec:MSV000082432:4E1__ V5 _ Nose_ D1H24_ W5_BE1_01_11698:scan:2960	0.83	6	NoID
mzspec:MSV000082432:2C1_ V6_ RC_ D1H0_ W5_BC1_01_11357:scan:2982	0.83	6	NoID
mzspec:MSV000082432:6F8_ V4_ LJaw_ D14H88_ W7_BF8_01_11505:scan:2980	0.83	6	NoID
mzspec:MSV000082674:BE12_7E12.V10_BE12_01_469:scan:1594	0.83	6	NoID
mzspec:MSV000079181:P2_Vol3_Head_RG1_01_5837:scan:3208	0.83	6	NoID
mzspec:MSV000082432:5H3_ V3_ RJaw_ D14H4_ W7_BH3_01_11637:scan:2914	0.83	6	NoID
mzspec:MSV000082432:5G12_ V3_ LF_ D14H4_ W7_BG12_01_11630:scan:2940	0.83	6	NoID
mzspec:MSV000084314:MSV000082432:scan:902161	0.83	5	NoID
mzspec:MSV000082432:2E8__ V3_ LF_ D1H4_ W5_BE8_01_11324:scan:2961	0.83	5	NoID
mzspec:MSV000084314:MSV000080443:scan:117967	0.82	7	NoID
mzspec:MSV000082729:20160307_S00021691_P:scan:326	0.82	7	NoID
mzspec:MSV000081582:24B8_RB8_01_15157:scan:3111	0.82	7	NoID
mzspec:MSV000082432:4D9_ V5 _ RC_ D1H24_ W5_BD9_01_11697:scan:2929	0.82	7	NoID
mzspec:MSV000080518:BA6P7_16ophthalmica_BA6_01_28625:scan:1227	0.82	6	NoID
mzspec:MSV000080443:P2_LON_Vol1_A8_Foot_GA8_01_33139:scan:3084	0.82	6	NoID
mzspec:MSV000082432:5C7_ V3_ LowL _ D14H0_ W7_BC7_01_11605:scan:2850	0.82	6	NoID
mzspec:MSV000081082:GA6P7_16ophthalmica-MS1_GA6_01_28627:scan:1227	0.82	6	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RA8_01_5759:scan:3220	0.82	6	NoID
mzspec:MSV000079181:P2_Vol3_Hand_RE6_01_5811:scan:3219	0.82	6	NoID
