USI	Cosine	Matching Peaks	Status
mzspec:MSV000085840:623_Kumar_Kust_R22_GA3_(2-10-2020_16-35-51):scan:1384	0.79	4	NoID
mzspec:MSV000080239:LM-E8_GE8_01_1313:scan:2911	0.76	5	NoID
mzspec:MSV000080239:LM-E11_GE11_01_1316:scan:3075	0.76	5	NoID
mzspec:MSV000080239:LM-E2_GE2_01_1307:scan:3065	0.76	5	NoID
mzspec:MSV000080239:LM-E9_GE9_01_1314:scan:3121	0.75	5	NoID
mzspec:MSV000080239:LM-E7_GE7_01_1312:scan:3022	0.75	5	NoID
mzspec:MSV000080239:LM-E3_GE3_01_1308:scan:3103	0.75	5	NoID
mzspec:MSV000080239:LM-E6_GE6_01_1311:scan:3063	0.75	5	NoID
mzspec:MSV000080239:QC-LM-ORG_GD3_01_1298:scan:3020	0.75	5	NoID
mzspec:MSV000079707:group3_P1_E11:scan:2834	0.74	5	NoID
mzspec:MSV000080239:QC-LM-ORG-OUT_GD3_01_1318:scan:2954	0.74	5	NoID
mzspec:MSV000080239:LM-E10_GE10_01_1315:scan:3053	0.74	5	NoID
mzspec:MSV000079697:group3_P1_E11:scan:2834	0.74	5	NoID
mzspec:MSV000080239:LM-E5_GE5_01_1310:scan:3063	0.73	5	NoID
mzspec:MSV000080239:LM-E4_GE4_01_1309:scan:3026	0.72	6	NoID
mzspec:MSV000080239:QC-LM-ORG_GD3_01_1301:scan:3184	0.72	5	NoID
mzspec:MSV000080239:QC-LM-ORG_GD3_01_1300:scan:3166	0.72	5	NoID
mzspec:MSV000080239:QC-LM-ORG_GD3_01_1302:scan:3169	0.72	5	NoID
