USI	Cosine	Matching Peaks	Status
mzspec:MSV000083789:pos_Cd10MYY_7:scan:4803	0.87	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_1:scan:4757	0.81	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_39:scan:4818	0.8	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_30:scan:4853	0.8	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_QC06:scan:4784	0.8	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_32:scan:4793	0.8	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_27:scan:4787	0.79	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_38:scan:4611	0.79	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_23:scan:4804	0.78	4	NoID
mzspec:MSV000084783:3:scan:5254	0.77	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_QC02:scan:4754	0.75	4	NoID
mzspec:MSV000083789:pos_Cd10MYY_QC01:scan:4798	0.74	4	NoID
mzspec:MSV000084783:14:scan:5222	0.71	4	NoID
mzspec:MSV000084783:2-10mgml_20200106174439:scan:5227	0.71	4	NoID
