USI	Cosine	Matching Peaks	Status
mzspec:MSV000082744:20160411_S00021259_P:scan:3261	0.88	6	NoID
mzspec:MSV000082709:S00019676_01:scan:1391	0.88	6	NoID
mzspec:MSV000082708:20161024_S00026014_P:scan:1046	0.88	6	NoID
mzspec:MSV000082744:20160323_S00021309_P:scan:1809	0.88	6	NoID
mzspec:MSV000082744:20160404_TP_CS00000001-33_P:scan:1971	0.88	6	NoID
mzspec:MSV000082744:20160328_S00021366_P:scan:1877	0.88	6	NoID
mzspec:MSV000082734:20160219_S00020816_P:scan:1924	0.88	6	NoID
mzspec:MSV000082744:20160411_SM_CS00000003-3_P:scan:1189	0.88	6	NoID
mzspec:MSV000082744:20160328_S00021285_P:scan:1914	0.88	6	NoID
mzspec:MSV000082744:20160411_TP_CS00000001-35B_P:scan:2008	0.88	6	NoID
mzspec:MSV000082704:20160520_PP_CS00000004-2_P:scan:1980	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021339_P:scan:1857	0.88	6	NoID
mzspec:MSV000082729:20160307_S00021686_P:scan:1888	0.88	6	NoID
mzspec:MSV000082739:20160623_S00021739_P:scan:1956	0.88	6	NoID
mzspec:MSV000082713:20160516_PP_CS00000004-5_P:scan:1825	0.88	6	NoID
mzspec:MSV000082729:20160307_S00021640_P:scan:1738	0.88	6	NoID
mzspec:MSV000084314:MSV000082704:scan:2419	0.88	6	NoID
mzspec:MSV000084314:MSV000082740:scan:7560	0.88	6	NoID
mzspec:MSV000084314:MSV000082742:scan:2796	0.88	6	NoID
mzspec:MSV000082722:20170125_SM_CS00000003-2_P:scan:934	0.88	6	NoID
mzspec:MSV000082744:20160411_SM_CS00000003-1_P:scan:1169	0.88	6	NoID
mzspec:MSV000082744:20160323_S00021351_P:scan:1818	0.88	6	NoID
mzspec:MSV000082714:20160831_S00025128_P:scan:1896	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021458_P:scan:1882	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022434_P:scan:1869	0.88	6	NoID
mzspec:MSV000082721:20150603_PP_CS00000004.2_P:scan:2066	0.88	6	NoID
mzspec:MSV000082739:20160623_SM_CS00000003-1_P:scan:1128	0.88	6	NoID
mzspec:MSV000082727:20161020_SM_CS00000003-4_P:scan:1042	0.88	6	NoID
mzspec:MSV000082744:20160411_TP_CS00000001-38_P:scan:1966	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022410_P:scan:1986	0.88	6	NoID
mzspec:MSV000082734:20160219_CS00000001.2_P:scan:1626	0.88	6	NoID
mzspec:MSV000082704:20160520_PP_CS00000004-4_P:scan:1931	0.88	6	NoID
mzspec:MSV000082744:20160328_S00021359_P:scan:1834	0.88	6	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-6B_P:scan:1968	0.88	6	NoID
mzspec:MSV000082716:20150607_SM_CS00000003.6_P:scan:1205	0.88	6	NoID
mzspec:MSV000082704:20160520_S00022593_02_P:scan:2212	0.88	6	NoID
mzspec:MSV000082744:20160323_SM_CS00000003-7_P:scan:1002	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021384_P:scan:3118	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022409_P:scan:1934	0.88	6	NoID
mzspec:MSV000082744:20160328_S00021334_P:scan:1841	0.88	6	NoID
mzspec:MSV000082744:20160323_S00021419_P:scan:1880	0.88	6	NoID
mzspec:MSV000082744:20160404_S00021466_P:scan:1889	0.88	6	NoID
mzspec:MSV000082744:20160328_TP_CS00000001-5B_P:scan:1945	0.88	6	NoID
mzspec:MSV000082729:20160307_TP_CS00000001-8_P:scan:2012	0.88	6	NoID
mzspec:MSV000082739:20160623_S00021742_P:scan:2000	0.88	6	NoID
mzspec:MSV000082727:20161020_SM_CS00000003-1_P:scan:988	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021283_P:scan:1789	0.88	6	NoID
mzspec:MSV000082744:20160323_TP_CS00000001-11_P:scan:2008	0.88	6	NoID
mzspec:MSV000082744:20160404_TP_CS00000001-17B_P:scan:2828	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021457_P:scan:1849	0.88	6	NoID
mzspec:MSV000082744:20160404_S00021277_P:scan:1396	0.88	6	NoID
mzspec:MSV000082744:20160328_S00021350_P:scan:1924	0.88	6	NoID
mzspec:MSV000082729:20160307_S00021667_P:scan:1877	0.88	6	NoID
mzspec:MSV000082741:20160907_S00024274_P:scan:2013	0.88	6	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-6_P:scan:2102	0.88	6	NoID
mzspec:MSV000082734:20160219_S00020851_P:scan:1916	0.88	6	NoID
mzspec:MSV000082717:20160617_S00022673_P:scan:1919	0.88	6	NoID
mzspec:MSV000082729:20160307_PP_CS00000004-1_P:scan:1960	0.88	6	NoID
mzspec:MSV000084314:MSV000082739:scan:3578	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021316_P:scan:1936	0.88	6	NoID
mzspec:MSV000082744:20160411_TP_CS00000001-39_P:scan:1959	0.88	6	NoID
mzspec:MSV000082713:20160516_PP_CS00000004-3_P:scan:2988	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022416_P:scan:1898	0.88	6	NoID
mzspec:MSV000082713:20160516_SM_CS00000003-2_P:scan:1088	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022418_P:scan:3013	0.88	6	NoID
mzspec:MSV000082709:20150924_PP_CS00000004.1_P:scan:1472	0.88	6	NoID
mzspec:MSV000082739:20160623_SM_CS00000003-2_P:scan:1139	0.88	6	NoID
mzspec:MSV000082713:20160516_S00022435_P:scan:3136	0.88	6	NoID
mzspec:MSV000082717:20160617_SM_CS00000003-3_P:scan:2345	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021261_P:scan:1901	0.88	6	NoID
mzspec:MSV000082733:20150611_PP_CS00000004.6_P:scan:1908	0.88	6	NoID
mzspec:MSV000082732:20161004_PP_CS00000004-5_P:scan:1987	0.88	6	NoID
mzspec:MSV000082714:20160831_SM_CS00000003-7_P:scan:1085	0.88	6	NoID
mzspec:MSV000082713:20160516_PP_CS00000004-2_P:scan:2792	0.88	6	NoID
mzspec:MSV000082722:20170125_S00027661_P:scan:2004	0.88	6	NoID
mzspec:MSV000082744:20160411_S00021428_P:scan:1907	0.88	6	NoID
