Dataset	Frequency
MSV000079787	1
MSV000079788	14
MSV000079813	10
MSV000079888	4
MSV000080016	4
MSV000080142	14
MSV000080188	17
MSV000080335	1
MSV000080518	2
MSV000080558	19
MSV000080918	19
MSV000081067	48
MSV000081082	2
MSV000081083	2
MSV000081326	16
MSV000081477	35
MSV000081665	1
MSV000081666	1
MSV000081669	5
MSV000081670	13
MSV000081671	4
MSV000081675	3
MSV000081676	2
MSV000081683	30
MSV000081748	27
MSV000081750	4
MSV000081752	4
MSV000081753	6
MSV000081936	9
MSV000082049	32
MSV000082068	5
MSV000082069	8
MSV000082072	4
MSV000082073	6
MSV000082074	105
MSV000082220	16
MSV000082268	2
MSV000082380	10
MSV000082480	36
MSV000082612	4
MSV000082636	14
MSV000082647	1
MSV000082667	16
MSV000082690	1
MSV000082703	1
MSV000082719	1
MSV000082728	7
MSV000082729	1
MSV000082736	1
MSV000082741	1
MSV000082813	68
MSV000082972	68
MSV000082973	161
MSV000082996	2
MSV000083010	106
MSV000083040	3
MSV000083049	21
MSV000083071	8
MSV000083073	1
MSV000083080	27
MSV000083083	1
MSV000083098	1
MSV000083351	2
MSV000083446	3
MSV000083462	1
MSV000083481	23
MSV000083523	11
MSV000083533	9
MSV000083534	7
MSV000083535	41
MSV000083559	4
MSV000083647	1
MSV000083666	2
MSV000083689	1
MSV000083723	45
MSV000083760	5
MSV000083789	23
MSV000084007	1
MSV000084101	34
MSV000084170	2
MSV000084314	61
MSV000084447	1
MSV000084453	1
MSV000084460	1
MSV000084630	7
MSV000084674	3
MSV000084734	66
MSV000084783	6
MSV000084890	1
MSV000084900	122
MSV000085071	4
MSV000085105	1
MSV000085119	4
MSV000085120	4
MSV000085142	13
MSV000085226	1
MSV000086178	24
MSV000086931	30
MSV000087021	14
MSV000087127	2
MSV000087471	1
MSV000087728	12
MSV000087872	2
MSV000088335	1
MSV000088621	4
MSV000088741	1
MSV000088827	1
MSV000088843	6
MSV000089210	1
MSV000089558	1
