USI	Cosine	Matching Peaks	Status
mzspec:MSV000088420:2021_0119_04x_180min:scan:4294967295	1.0	4	NoID
mzspec:MSV000084060:KM0112:scan:4294967295	1.0	4	NoID
mzspec:MSV000085870:CS56182_pos_IDA:scan:317	1.0	4	NoID
mzspec:MSV000089740:POOL+_5:scan:6112	1.0	4	NoID
mzspec:MSV000088420:2021_0117_04x_10uL:scan:4294967295	1.0	4	NoID
mzspec:MSV000082944:target_MASSBANK:scan:10425	1.0	4	NoID
mzspec:MSV000082944:MASSBANK:scan:10425	1.0	4	NoID
mzspec:MSV000084060:KM0057:scan:4294967295	1.0	4	NoID
mzspec:MSV000085042:QC1_pos-QC1:scan:6206	1.0	4	NoID
mzspec:MSV000083055:MASSBANK:scan:10425	1.0	4	NoID
mzspec:MSV000089210:target_MASSBANK:scan:10425	1.0	4	NoID
mzspec:MSV000085870:PH697122_pos_IDA:scan:317	1.0	4	NoID
mzspec:MSV000085870:CS56422_pos_IDA:scan:321	1.0	4	NoID
mzspec:MSV000085870:PH697257_pos_IDA:scan:323	1.0	4	NoID
mzspec:MSV000084060:KM0073:scan:4294967295	1.0	4	NoID
mzspec:MSV000084060:KM0060:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:VRE_microbiome_LCMSMS_pos_02_NORMALISED_std-pbqc-gnps_1E2:scan:3167	1.0	4	NoID
mzspec:MSV000088420:2021_0119_04x_60min:scan:4294967295	1.0	4	NoID
mzspec:MSV000089306:JVC01165:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:28_D7_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:33_D7_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:35_D7_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:5_D0_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:38_D8_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:10_D5_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:52_D9_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:40_D8_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:16_D5_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:4_D0_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:32_D7_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:47_D9_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:25_D6_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:17_D5_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:26_D6_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:21_D6_M_A3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:JVC00411:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0117_04x_2uL:scan:4294967295	1.0	4	NoID
mzspec:MSV000089306:JVC01167:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:JVC00441:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:VRE_microbiome_LCMSMS_pos_02_NORMALISED:scan:9544	1.0	4	NoID
mzspec:MSV000085847:9_D0_M_C3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:8_D0_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:34_D7_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:VRE_microbiome_LCMSMS_pos_02:scan:9544	1.0	4	NoID
mzspec:MSV000085847:43_D8_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:62_D14_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:50_D9_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000089937:G1_5+:scan:5065	1.0	4	NoID
mzspec:MSV000085847:14_D5_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:48_D9_M_A3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:18_D5_M_C3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:15_D5_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:12_D5_M_A3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:58_D14_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000089306:JVC01164:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:37_D8_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:44_D8_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:63_D14_M_C3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:13_D5_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:2_D0_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:49_D9_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:60_D14_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:3_D0_M_A3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:20_D6_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000084060:KM0028:scan:4294967295	1.0	4	NoID
mzspec:MSV000084060:KM0034:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:JVC00442:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:blank1:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0119_120min_04x_10uL_inj_01:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:120min_10uL_01:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:53_D9_M_C2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000089306:JVC01168:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0119_04x_240min:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0117_03x_10uL:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:JVC00416:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0119_22min_02x_2uL_inj_02:scan:4294967295	1.0	4	NoID
mzspec:MSV000085870:PH697043_pos_IDA:scan:300	1.0	4	NoID
mzspec:MSV000089316:JVC00444:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:46_D9_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:7_D0_M_C1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:54_D9_M_C3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000089316:JVC00404:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:51_D9_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:23_D6_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0117_02x_5uL:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:24_D6_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:6_D0_M_B3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:1_D0_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:11_D5_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:29_D7_M_A2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:27_D6_M_C3_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:59_D14_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:41_D8_M_B2_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000084060:KM0018:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:31_D7_M_B1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000085847:55_D14_M_A1_MSMS_Pos:scan:4294967295	1.0	4	NoID
mzspec:MSV000088420:2021_0119_02x_180min:scan:4294967295	1.0	4	NoID
mzspec:MSV000089740:POOL+_1:scan:5801	0.99	4	NoID
mzspec:MSV000084060:KM0032:scan:4294967295	0.99	4	NoID
mzspec:MSV000084060:KM0113:scan:4294967295	0.99	4	NoID
mzspec:MSV000089740:POOL+_3:scan:5736	0.99	4	NoID
