Dataset	Frequency
MSV000078839	1
MSV000079134	61
MSV000079181	39
MSV000079274	45
MSV000079329	40
MSV000079356	1
MSV000079389	93
MSV000079398	57
MSV000079447	1
MSV000079523	122
MSV000079575	50
MSV000079598	102
MSV000079697	528
MSV000079706	91
MSV000079707	44
MSV000079709	23
MSV000079710	58
MSV000079712	55
MSV000079714	80
MSV000079717	69
MSV000079718	55
MSV000079719	30
MSV000079720	21
MSV000079772	8
MSV000079773	18
MSV000079778	2
MSV000079788	8
MSV000079808	7
MSV000079813	48
MSV000079819	18
MSV000079888	13
MSV000079900	5
MSV000080015	31
MSV000080016	1
MSV000080030	219
MSV000080031	18
MSV000080141	19
MSV000080142	460
MSV000080167	502
MSV000080176	42
MSV000080177	16
MSV000080178	30
MSV000080179	472
MSV000080180	1
MSV000080181	1
MSV000080183	1
MSV000080186	191
MSV000080187	281
MSV000080188	118
MSV000080299	284
MSV000080335	16
MSV000080442	4
MSV000080443	8
MSV000080444	7
MSV000080464	1
MSV000080469	23
MSV000080492	5
MSV000080507	68
MSV000080518	23
MSV000080533	5
MSV000080554	2
MSV000080559	20
MSV000080562	27
MSV000080574	25
MSV000080597	1
MSV000080604	8
MSV000080616	3
MSV000080627	43
MSV000080628	98
MSV000080629	76
MSV000080630	33
MSV000080632	1
MSV000080673	124
MSV000080905	341
MSV000080922	4
MSV000080961	8
MSV000081005	9
MSV000081045	9
MSV000081049	2
MSV000081050	2
MSV000081064	4
MSV000081065	8
MSV000081067	134
MSV000081068	5
MSV000081077	3
MSV000081099	1
MSV000081113	1
MSV000081116	3
MSV000081151	29
MSV000081158	1
MSV000081160	30
MSV000081171	58
MSV000081176	30
MSV000081215	1
MSV000081318	2
MSV000081343	67
MSV000081351	29
MSV000081354	29
MSV000081357	3
MSV000081364	12
MSV000081379	1
MSV000081432	2
MSV000081456	3
MSV000081463	31
MSV000081482	1
MSV000081486	1
MSV000081492	13
MSV000081508	428
MSV000081513	1
MSV000081544	3
MSV000081548	1
MSV000081555	10
MSV000081571	2
MSV000081580	9
MSV000081581	1
MSV000081582	443
MSV000081694	86
MSV000081731	82
MSV000081741	1
MSV000081804	12
MSV000081807	1
MSV000081808	43
MSV000081810	3
MSV000081816	141
MSV000081832	2
MSV000081893	7
MSV000081949	4
MSV000081952	149
MSV000081981	115
MSV000081999	3
MSV000082005	3
MSV000082048	7
MSV000082049	3
MSV000082081	2
MSV000082082	207
MSV000082083	321
MSV000082084	43
MSV000082085	66
MSV000082086	41
MSV000082156	1
MSV000082157	3
MSV000082261	75
MSV000082262	1
MSV000082277	5
MSV000082312	124
MSV000082324	3
MSV000082331	27
MSV000082374	13
MSV000082377	6
MSV000082379	1
MSV000082380	81
MSV000082382	8
MSV000082383	1
MSV000082402	1
