Dataset	Frequency
MSV000078667	8
MSV000078669	1
MSV000078670	8
MSV000078780	19
MSV000079015	1
MSV000079134	13
MSV000079181	40
MSV000079274	32
MSV000079329	37
MSV000079389	24
MSV000079398	41
MSV000079485	45
MSV000079523	124
MSV000079542	6
MSV000079575	22
MSV000079598	101
MSV000079697	576
MSV000079706	95
MSV000079707	47
MSV000079709	33
MSV000079710	68
MSV000079712	52
MSV000079714	82
MSV000079717	71
MSV000079718	54
MSV000079719	31
MSV000079720	32
MSV000079772	5
MSV000079773	19
MSV000079778	3
MSV000079788	3
MSV000079808	8
MSV000079813	10
MSV000079819	18
MSV000079888	18
MSV000079900	3
MSV000080000	5
MSV000080015	30
MSV000080016	2
MSV000080030	183
MSV000080031	9
MSV000080050	1
MSV000080071	1
MSV000080142	463
MSV000080167	387
MSV000080176	41
MSV000080177	18
MSV000080178	39
MSV000080179	392
MSV000080180	1
MSV000080181	24
MSV000080182	9
MSV000080183	1
MSV000080186	154
MSV000080187	238
MSV000080188	60
MSV000080299	155
MSV000080335	16
MSV000080442	1
MSV000080443	1
MSV000080444	2
MSV000080450	2
MSV000080464	1
MSV000080469	23
MSV000080492	2
MSV000080507	60
MSV000080518	20
MSV000080533	6
MSV000080540	2
MSV000080554	1
MSV000080559	21
MSV000080562	29
MSV000080574	21
MSV000080604	8
MSV000080616	10
MSV000080627	71
MSV000080628	64
MSV000080629	36
MSV000080630	11
MSV000080673	4
MSV000080905	346
MSV000080951	4
MSV000080952	4
MSV000080953	2
MSV000080960	1
MSV000080961	3
MSV000081005	13
MSV000081022	2
MSV000081030	4
MSV000081045	45
MSV000081048	2
MSV000081049	14
MSV000081050	8
MSV000081064	2
MSV000081065	6
MSV000081067	95
MSV000081068	3
MSV000081077	1
MSV000081099	1
MSV000081113	2
MSV000081116	5
MSV000081151	37
MSV000081152	4
MSV000081158	1
MSV000081160	140
MSV000081171	376
MSV000081176	32
MSV000081215	1
MSV000081284	7
MSV000081318	7
MSV000081343	137
MSV000081347	3
MSV000081351	260
MSV000081354	24
MSV000081357	89
MSV000081364	25
MSV000081379	4
MSV000081432	3
MSV000081456	23
MSV000081463	54
MSV000081482	1
MSV000081486	2
MSV000081492	18
MSV000081508	439
MSV000081513	2
MSV000081544	3
MSV000081548	5
MSV000081555	13
MSV000081571	1
MSV000081580	8
MSV000081581	1
MSV000081582	364
MSV000081665	3
MSV000081670	1
MSV000081673	2
MSV000081675	4
MSV000081676	11
MSV000081681	3
MSV000081682	5
MSV000081694	22
MSV000081731	86
MSV000081741	1
MSV000081753	1
MSV000081804	12
MSV000081808	40
MSV000081810	2
MSV000081816	142
MSV000081892	3
MSV000081893	2
MSV000081936	3
MSV000081949	9
MSV000081952	145
MSV000081981	2
MSV000081999	1
MSV000082005	1
MSV000082048	58
MSV000082049	27
MSV000082068	1
MSV000082069	2
MSV000082072	1
MSV000082074	27
MSV000082081	1
MSV000082082	275
MSV000082083	320
MSV000082084	48
MSV000082085	59
MSV000082086	41
MSV000082128	4
MSV000082156	2
MSV000082157	5
MSV000082221	6
MSV000082261	50
MSV000082262	75
MSV000082312	89
MSV000082324	1
MSV000082331	31
MSV000082374	13
MSV000082377	11
MSV000082379	1
MSV000082380	92
MSV000082382	26
MSV000082391	5
MSV000082402	1
MSV000082432	220
MSV000082433	124
MSV000082463	11
MSV000082480	2
MSV000082490	404
MSV000082493	50
MSV000082582	206
MSV000082602	33
MSV000082608	19
MSV000082612	1
MSV000082614	10
MSV000082616	1
MSV000082629	32
MSV000082630	169
MSV000082633	72
MSV000082647	82
MSV000082649	26
MSV000082662	18
MSV000082667	12
MSV000082674	56
MSV000082678	14
MSV000082680	7
MSV000082686	2
MSV000082708	3
MSV000082709	2
MSV000082716	3
MSV000082722	2
MSV000082724	1
MSV000082728	10
MSV000082729	1
MSV000082735	1
MSV000082740	1
MSV000082743	15
MSV000082744	2
MSV000082776	10
MSV000082778	1
MSV000082813	2
MSV000082869	899
MSV000082891	9
MSV000082905	2
MSV000082924	22
MSV000082952	34
MSV000082953	279
MSV000082962	84
