file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G83183_1x_BH10_01_20275	-0.01	mzspec:MSV000084900:G83183_1x_BH10_01_20275:scan:339	1	0.93	5	MSV000084900	NoID	MSV000084900	G83183_1x_BH10_01_20275.mzXML	plant
mzspec:MSV000084900:72675_1x_BC3_01_17412	-0.01	mzspec:MSV000084900:72675_1x_BC3_01_17412:scan:451	1	0.91	5	MSV000084900	NoID	MSV000084900	72675_1x_BC3_01_17412.mzXML	grape
mzspec:MSV000084900:G79501_2x_2rerun_RG10_01_19452	-0.01	mzspec:MSV000084900:G79501_2x_2rerun_RG10_01_19452:scan:412	1	0.91	4	MSV000084900	NoID	MSV000084900	G79501_2x_2rerun_RG10_01_19452.mzXML	brown sea vegetable
mzspec:MSV000084900:G74097_1x_BB12_01_20153	-0.0	mzspec:MSV000084900:G74097_1x_BB12_01_20153:scan:565	1	0.9	4	MSV000084900	NoID	MSV000084900	G74097_1x_BB12_01_20153.mzXML	fleshy fruit
mzspec:MSV000084900:G79704_5x_10ul_RH12_01_19580	-0.01	mzspec:MSV000084900:G79704_5x_10ul_RH12_01_19580:scan:398	1	0.9	4	MSV000084900	NoID	MSV000084900	G79704_5x_10ul_RH12_01_19580.mzXML	cabbage
mzspec:MSV000084900:G75096_2x_rerun_RF3_01_19194	-0.01	mzspec:MSV000084900:G75096_2x_rerun_RF3_01_19194:scan:402	1	0.88	5	MSV000084900	NoID	MSV000084900	G75096_2x_rerun_RF3_01_19194.mzXML	plant
mzspec:MSV000084900:Silage_6_GB6_01_49134	-0.01	mzspec:MSV000084900:Silage_6_GB6_01_49134:scan:584	1	0.88	4	MSV000084900	NoID	MSV000084900	Silage_6_GB6_01_49134.mzXML	corn husk
mzspec:MSV000084900:G75573_1x_BH9_01_20274	-0.01	mzspec:MSV000084900:G75573_1x_BH9_01_20274:scan:338	1	0.85	4	MSV000084900	NoID	MSV000084900	G75573_1x_BH9_01_20274.mzXML	plant
mzspec:MSV000084900:G79349_5x_BE7_01_19317	-0.01	mzspec:MSV000084900:G79349_5x_BE7_01_19317:scan:189	1	0.84	5	MSV000084900	NoID	MSV000084900	G79349_5x_BE7_01_19317.mzXML	horse, white meat
mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527	-0.01	mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527:scan:306	1	0.83	5	MSV000084900	NoID	MSV000084900	G83208_5x_5ul_RB8_01_21527.mzXML	green lentil
mzspec:MSV000084900:G79521_1x_BC2_01_20158	-0.01	mzspec:MSV000084900:G79521_1x_BC2_01_20158:scan:198	1	0.82	5	MSV000084900	NoID	MSV000084900	G79521_1x_BC2_01_20158.mzXML	complex
mzspec:MSV000084900:G95765_5x_BD3_01_32072	-0.01	mzspec:MSV000084900:G95765_5x_BD3_01_32072:scan:183	1	0.82	5	MSV000084900	NoID	MSV000084900	G95765_5x_BD3_01_32072.mzXML	White tea
mzspec:MSV000084900:G86873_1x_RG7_01_23380	-0.01	mzspec:MSV000084900:G86873_1x_RG7_01_23380:scan:273	1	0.82	5	MSV000084900	NoID	MSV000084900	G86873_1x_RG7_01_23380.mzXML	black mung bean
mzspec:MSV000084900:G83391_1x_rerun_RA8_01_21736	-0.01	mzspec:MSV000084900:G83391_1x_rerun_RA8_01_21736:scan:207	1	0.82	5	MSV000084900	NoID	MSV000084900	G83391_1x_rerun_RA8_01_21736.mzXML	complex
mzspec:MSV000084900:G79310_1x_RE7_01_18860	-0.01	mzspec:MSV000084900:G79310_1x_RE7_01_18860:scan:186	1	0.82	5	MSV000084900	NoID	MSV000084900	G79310_1x_RE7_01_18860.mzXML	coconut
mzspec:MSV000084900:G78956_RH4_01_17765	-0.01	mzspec:MSV000084900:G78956_RH4_01_17765:scan:197	1	0.82	5	MSV000084900	NoID	MSV000084900	G78956_RH4_01_17765.mzXML	rolled oats
mzspec:MSV000084900:18NAVY30_v2_sup_3_GC6_01_39596	-0.01	mzspec:MSV000084900:18NAVY30_v2_sup_3_GC6_01_39596:scan:242	1	0.81	5	MSV000084900	NoID	MSV000084900	18NAVY30_v2_sup_3_GC6_01_39596.mzXML	black bean
mzspec:MSV000084900:G83404_1x_RH7_01_21858	-0.01	mzspec:MSV000084900:G83404_1x_RH7_01_21858:scan:801	1	0.81	5	MSV000084900	NoID	MSV000084900	G83404_1x_RH7_01_21858.mzXML	complex
mzspec:MSV000084900:G87516_1x_RH8_01_26476	-0.01	mzspec:MSV000084900:G87516_1x_RH8_01_26476:scan:380	1	0.81	5	MSV000084900	NoID	MSV000084900	G87516_1x_RH8_01_26476.mzXML	grain/grass
mzspec:MSV000084900:G79552_BF2_01_18725	-0.0	mzspec:MSV000084900:G79552_BF2_01_18725:scan:170	1	0.81	5	MSV000084900	NoID	MSV000084900	G79552_BF2_01_18725.mzXML	horse, red meat
mzspec:MSV000084900:RB5_RB5_01_49070	-0.01	mzspec:MSV000084900:RB5_RB5_01_49070:scan:614	1	0.81	5	MSV000084900	NoID	MSV000084900	RB5_RB5_01_49070.mzXML	white onion
mzspec:MSV000084900:G78881_5x_BG4_01_20037	-0.01	mzspec:MSV000084900:G78881_5x_BG4_01_20037:scan:186	1	0.81	5	MSV000084900	NoID	MSV000084900	G78881_5x_BG4_01_20037.mzXML	wheat berry
mzspec:MSV000084900:RA10_RA10_01_49062	-0.01	mzspec:MSV000084900:RA10_RA10_01_49062:scan:213	1	0.81	5	MSV000084900	NoID	MSV000084900	RA10_RA10_01_49062.mzXML	honey_chestnut
mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831	-0.01	mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831:scan:175	1	0.81	5	MSV000084900	NoID	MSV000084900	G79496_1x_10ul_RE4_01_19831.mzXML	complex
mzspec:MSV000084900:G74066_1x_BH11_01_20292	-0.0	mzspec:MSV000084900:G74066_1x_BH11_01_20292:scan:421	1	0.81	5	MSV000084900	NoID	MSV000084900	G74066_1x_BH11_01_20292.mzXML	complex
mzspec:MSV000084900:G72803_RD12_01_18368	-0.01	mzspec:MSV000084900:G72803_RD12_01_18368:scan:212	1	0.81	5	MSV000084900	NoID	MSV000084900	G72803_RD12_01_18368.mzXML	rice
