USI	Cosine	Matching Peaks	Status
mzspec:MSV000087728:VGF155_B07_pos:scan:1918	0.96	4	NoID
mzspec:MSV000087728:VGF155_F11_pos:scan:1912	0.95	4	NoID
mzspec:MSV000087728:VGF150_A08_pos:scan:1956	0.95	4	NoID
mzspec:MSV000087728:VGF156_G06_pos:scan:1920	0.95	4	NoID
mzspec:MSV000087728:VGF156_C08_pos:scan:1939	0.93	4	NoID
mzspec:MSV000087728:VGF155_G11_pos:scan:1920	0.93	4	NoID
mzspec:MSV000087728:VGF156_E05_pos:scan:1931	0.9	4	NoID
mzspec:MSV000082953:P3_D7:scan:2346	0.82	4	NoID
mzspec:MSV000081318:EH_Ento_Alex_130913232338:scan:17494	0.8	4	NoID
mzspec:MSV000078667:EH_Ento_Alex_130913232338:scan:17494	0.8	4	NoID
mzspec:MSV000078670:EH_Entotheonella_enriched_2d:scan:17494	0.8	4	NoID
mzspec:MSV000082953:P1_B1:scan:1686	0.78	4	NoID
mzspec:MSV000082953:P3_B9:scan:2399	0.78	4	NoID
mzspec:MSV000082953:P1_B2:scan:1706	0.77	4	NoID
