USI	Cosine	Matching Peaks	Status
mzspec:MSV000082723:20151029_S00019217_P:scan:1897	0.79	4	NoID
mzspec:MSV000082741:20160818_S00024459_P:scan:2571	0.79	4	NoID
mzspec:MSV000082732:20161004_S00025583_P:scan:2605	0.78	5	NoID
mzspec:MSV000082744:20160323_S00021279_P:scan:2535	0.78	4	NoID
mzspec:MSV000082728:20140730_C2133KF_5B_P5_Positive_01:scan:2549	0.78	4	NoID
mzspec:MSV000082716:20150607_S00015573_P:scan:2538	0.78	4	NoID
mzspec:MSV000082722:20170125_PP_CS00000004-2_P:scan:2785	0.78	4	NoID
mzspec:MSV000082716:20150607_TP_CS00000001.1_P:scan:2614	0.78	4	NoID
mzspec:MSV000082744:20160404_S00021271_P:scan:2624	0.78	4	NoID
mzspec:MSV000082708:20161024_S00026021_P:scan:2984	0.77	5	NoID
mzspec:MSV000082740:20150505_S00016299_P:scan:2186	0.77	4	NoID
mzspec:MSV000082734:20160219_S00020836_P:scan:2567	0.77	4	NoID
mzspec:MSV000082735:S00015855_Positive_01:scan:2188	0.77	4	NoID
mzspec:MSV000082717:20160617_PP_CS00000004-2_P:scan:2554	0.77	4	NoID
mzspec:MSV000082744:20160323_S00021414_P:scan:2580	0.77	4	NoID
mzspec:MSV000082734:20160219_CS00000004.3_P:scan:2783	0.77	4	NoID
mzspec:MSV000082739:20160623_PP_CS00000004-1_P:scan:2835	0.77	4	NoID
mzspec:MSV000082744:20160323_S00021440_P:scan:2428	0.77	4	NoID
mzspec:MSV000082744:20160404_S00021318_P:scan:2615	0.77	4	NoID
mzspec:MSV000082744:20160323_S00021403_P:scan:2549	0.77	4	NoID
mzspec:MSV000082735:S00015829_Positive_01:scan:2330	0.77	4	NoID
mzspec:MSV000082744:20160328_S00021370_P:scan:2499	0.77	4	NoID
mzspec:MSV000082716:20150607_S00015576_P:scan:2458	0.77	4	NoID
mzspec:MSV000082744:20160404_TP_CS00000001-34_P:scan:2729	0.77	4	NoID
mzspec:MSV000082741:20160818_S00024424_P:scan:2597	0.77	4	NoID
mzspec:MSV000082727:20161020_PP_CS00000004-1_P:scan:2690	0.77	4	NoID
mzspec:MSV000082735:S00015758_Positive_01:scan:2335	0.77	4	NoID
mzspec:MSV000082744:20160404_S00021434_P:scan:2498	0.77	4	NoID
mzspec:MSV000082741:20160818_S00024392_P:scan:2557	0.77	4	NoID
mzspec:MSV000082744:20160328_S00021382_P:scan:2555	0.77	4	NoID
mzspec:MSV000082732:20161004_TP_CS00000001-5_P:scan:2774	0.77	4	NoID
mzspec:MSV000082740:20150505_S00016328_P:scan:1740	0.77	4	NoID
mzspec:MSV000082730:20161006_PP_CS00000004-2_P:scan:2838	0.77	4	NoID
mzspec:MSV000082714:20160831_S00025128_P:scan:2662	0.77	4	NoID
mzspec:MSV000082744:20160404_S00021281_P:scan:2544	0.77	4	NoID
mzspec:MSV000082741:20160818_S00024414_P:scan:2593	0.76	4	NoID
mzspec:MSV000082727:20161020_PP_CS00000004-2_P:scan:2647	0.76	4	NoID
mzspec:MSV000082722:20170125_PP_CS00000004-1_P:scan:2744	0.76	4	NoID
mzspec:MSV000082714:20160831_S00025131_P:scan:2681	0.76	4	NoID
mzspec:MSV000082709:S00019672_01:scan:2206	0.76	4	NoID
mzspec:MSV000082720:20150713_PP_CS00000004.4_P:scan:2683	0.76	4	NoID
mzspec:MSV000082742:S00017732_Positive_01:scan:2564	0.76	4	NoID
mzspec:MSV000082706:20161027_S00026197_P:scan:3026	0.76	4	NoID
mzspec:MSV000082708:20161024_TP_CS00000001-10_P:scan:2892	0.76	4	NoID
mzspec:MSV000082744:20160328_S00021313_P:scan:2551	0.76	4	NoID
mzspec:MSV000082735:S00015731_Positive_01:scan:2394	0.76	4	NoID
mzspec:MSV000082730:20161006_S00025569_P:scan:2626	0.76	4	NoID
mzspec:MSV000082732:20161004_S00025601_P:scan:2661	0.76	4	NoID
