Dataset	Frequency
MSV000079034	1
MSV000079069	56
MSV000079105	1
MSV000079115	1
MSV000079134	36
MSV000079274	670
MSV000079389	10
MSV000079485	15
MSV000079523	21
MSV000079598	10
MSV000079601	4
MSV000079651	5
MSV000079697	150
MSV000079706	4
MSV000079707	31
MSV000079709	1
MSV000079710	29
MSV000079712	18
MSV000079714	42
MSV000079717	2
MSV000079718	27
MSV000079777	74
MSV000079778	144
MSV000079787	5
MSV000079788	176
MSV000079813	32
MSV000079819	4
MSV000080030	33
MSV000080031	3
MSV000080050	129
MSV000080071	1
MSV000080179	177
MSV000080183	1
MSV000080186	68
MSV000080187	109
MSV000080188	1
MSV000080335	1
MSV000080444	1
MSV000080469	5
MSV000080492	1
MSV000080533	14
MSV000080554	3
MSV000080627	106
MSV000080629	11
MSV000080655	3
MSV000080673	368
MSV000080933	4
MSV000080961	8
MSV000081171	156
MSV000081343	1
MSV000081347	40
MSV000081351	50
MSV000081354	20
MSV000081357	24
MSV000081364	53
MSV000081379	1
MSV000081432	98
MSV000081492	21
MSV000081508	1
MSV000081544	3
MSV000081548	12
MSV000081571	198
MSV000081582	1
MSV000081657	72
MSV000081659	12
MSV000081665	45
MSV000081666	17
MSV000081669	4
MSV000081670	35
MSV000081673	103
MSV000081675	106
MSV000081676	15
MSV000081681	95
MSV000081682	107
MSV000081683	19
MSV000081694	9
MSV000081748	13
MSV000081749	1
MSV000081750	109
MSV000081751	10
MSV000081752	29
MSV000081753	108
MSV000081816	7
MSV000081936	128
MSV000081952	53
MSV000081981	353
MSV000082068	2
MSV000082069	2
MSV000082071	6
MSV000082072	23
MSV000082073	6
MSV000082074	890
MSV000082082	2
MSV000082083	7
MSV000082131	1
MSV000082220	9
MSV000082221	228
MSV000082261	23
MSV000082262	24
MSV000082268	3
MSV000082331	3
MSV000082354	12
MSV000082374	106
MSV000082406	6
MSV000082423	1
MSV000082432	97
MSV000082433	1
MSV000082453	1
MSV000082493	281
MSV000082582	1
MSV000082629	15
MSV000082630	329
MSV000082667	30
MSV000082674	4
MSV000082678	14
MSV000082691	6
MSV000082699	5
MSV000082704	7
MSV000082705	7
MSV000082706	7
MSV000082708	7
MSV000082709	9
MSV000082711	1
MSV000082712	7
MSV000082713	7
MSV000082714	31
MSV000082716	40
MSV000082717	25
MSV000082719	8
MSV000082720	7
MSV000082721	7
MSV000082722	7
MSV000082723	22
MSV000082724	36
MSV000082725	6
MSV000082726	12
MSV000082727	7
MSV000082728	50
MSV000082729	5
MSV000082730	22
MSV000082731	7
MSV000082732	30
MSV000082733	7
MSV000082734	7
MSV000082735	123
MSV000082737	14
MSV000082739	6
MSV000082740	72
MSV000082741	20
MSV000082742	27
MSV000082743	42
MSV000082744	203
MSV000082820	11
MSV000082869	285
MSV000082924	8
MSV000082944	10
MSV000082953	12
MSV000083010	895
MSV000083014	1
MSV000083024	2
MSV000083040	30
MSV000083049	37
MSV000083055	6
MSV000083065	195
MSV000083077	79
MSV000083098	1
MSV000083102	1
MSV000083300	101
MSV000083306	245
MSV000083320	107
MSV000083353	236
MSV000083357	26
MSV000083388	45
MSV000083449	2
MSV000083463	64
MSV000083469	5
MSV000083471	2
MSV000083472	1
MSV000083475	4
MSV000083541	8
MSV000083593	106
MSV000083664	186
MSV000083678	1
MSV000083756	101
MSV000083757	41
MSV000083758	245
MSV000083759	4
MSV000083760	105
MSV000083766	1
MSV000083773	1
MSV000083825	75
MSV000083889	32
MSV000084008	335
MSV000084016	1
MSV000084092	13
MSV000084095	68
MSV000084101	141
MSV000084112	23
MSV000084132	3
MSV000084152	2
MSV000084187	2
MSV000084219	2
MSV000084314	187
MSV000084554	39
MSV000084556	103
MSV000084590	1
MSV000084591	20
MSV000084600	3
MSV000084610	15
MSV000084715	18
MSV000084716	509
MSV000084734	297
MSV000084775	125
MSV000084890	23
MSV000084900	990
MSV000084905	7
MSV000084908	137
MSV000085129	1
MSV000085226	53
MSV000085256	74
MSV000085506	18
MSV000085508	509
MSV000085561	56
MSV000085607	138
MSV000085633	1
MSV000085693	7
MSV000085724	137
MSV000085870	60
MSV000085944	170
MSV000086131	2
MSV000086158	65
MSV000086207	3
MSV000086209	2
MSV000086246	1
MSV000086270	585
MSV000086415	2
MSV000086482	66
MSV000086483	10
MSV000086620	60
MSV000086666	2
MSV000086676	35
MSV000086830	34
MSV000086926	1
MSV000086989	45
MSV000087006	1
MSV000087087	246
MSV000087364	99
MSV000087368	13
MSV000087612	58
MSV000087646	22
MSV000087685	34
MSV000087694	47
MSV000087728	83
MSV000087844	12
MSV000088087	90
MSV000088137	143
MSV000088242	1
MSV000088324	108
MSV000088335	6
MSV000088337	54
MSV000088420	61
MSV000088546	277
MSV000088606	2
MSV000088640	66
MSV000088645	735
MSV000088646	506
MSV000088741	6
MSV000088842	22
MSV000089210	7
MSV000089313	287
MSV000089483	21
MSV000089638	35
