USI	Cosine	Matching Peaks	Status
mzspec:MSV000082737:20160224_S00021480_P:scan:1201	0.98	4	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-3_P:scan:1217	0.98	4	NoID
mzspec:MSV000082717:20160617_S00022679_P:scan:1104	0.97	4	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-6_P:scan:1224	0.97	4	NoID
mzspec:MSV000082717:20160617_S00022677_P:scan:1177	0.97	4	NoID
mzspec:MSV000082717:20160617_S00022678_P:scan:1122	0.97	4	NoID
mzspec:MSV000082717:20160617_S00022676_P:scan:1151	0.97	4	NoID
mzspec:MSV000082717:20160617_S00022666_P:scan:1135	0.96	4	NoID
mzspec:MSV000082717:20160617_S00022665_P:scan:1115	0.96	4	NoID
mzspec:MSV000084314:MSV000082717:scan:2759	0.89	4	NoID
