USI	Cosine	Matching Peaks	Status
mzspec:MSV000082738:S00016540_Positive_01:scan:332	0.95	5	NoID
mzspec:MSV000082722:20170125_S00027684_P:scan:369	0.92	5	NoID
mzspec:MSV000084314:MSV000082722:scan:8953	0.86	4	NoID
mzspec:MSV000082674:BA4_7A4.V7_BA4_01_451:scan:1638	0.81	7	NoID
mzspec:MSV000081580:V8_BP1_BA1_01_15983:scan:3135	0.81	7	NoID
mzspec:MSV000082432:Colgate product_1-10 dilution_BB1_01_12092:scan:2818	0.81	7	NoID
mzspec:MSV000082432:5C6_ V3_ UpL_ D14H0_ W7_BC6_01_11604:scan:2990	0.81	7	NoID
mzspec:MSV000082674:BA7_7A7.V7_BA7_01_454:scan:1668	0.81	7	NoID
mzspec:MSV000082432:5C7_ V3_ LowL _ D14H0_ W7_BC7_01_11605:scan:2977	0.81	7	NoID
mzspec:MSV000082432:4C6_ V3_ UpL_ D1H24_ W5_BC6_01_11695:scan:3022	0.81	6	NoID
mzspec:MSV000081580:V6_BP1_RG1_01_15940:scan:3154	0.8	7	NoID
mzspec:MSV000081580:V3_BP3_RH3_01_15948:scan:3140	0.8	7	NoID
mzspec:MSV000082432:5C1_ V3_ RC_ D14H0_ W7_BC1_01_11613:scan:2999	0.8	7	NoID
mzspec:MSV000082674:BA5_7A5.V7_BA5_01_476:scan:1661	0.8	7	NoID
mzspec:MSV000082674:BA10_7A10.V7_BA10_01_455:scan:1641	0.8	6	NoID
mzspec:MSV000082674:BA6_7A6.V7_BA6_01_439:scan:1650	0.8	6	NoID
mzspec:MSV000081580:V3_BP4_RH4_01_15949:scan:3165	0.79	7	NoID
mzspec:MSV000082674:BB6_7B6.V7_BB6_01_468:scan:1660	0.79	7	NoID
mzspec:MSV000081580:V11_BP1_BD1_01_16022:scan:3169	0.79	7	NoID
mzspec:MSV000084314:MSV000081582:scan:4387752	0.79	7	NoID
mzspec:MSV000082432:5C2_ V3_ LC_ D14H0_ W7_BC2_01_11614:scan:2965	0.79	7	NoID
mzspec:MSV000082674:BB4_7B4.V7_BB4_01_475:scan:1664	0.79	7	NoID
mzspec:MSV000082432:4B12_ V3_ LF_ D1H24_ W5_BB12_01_11696:scan:3025	0.79	6	NoID
mzspec:MSV000081582:DG4_RG4_01_15421:scan:3164	0.79	6	NoID
mzspec:MSV000082674:BA8_7A8.V7_BA8_01_448:scan:1658	0.79	6	NoID
mzspec:MSV000082432:5C3_ V3_ RJaw_ D14H0_ W7_BC3_01_11618:scan:2944	0.78	7	NoID
mzspec:MSV000082674:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:3091	0.78	7	NoID
mzspec:MSV000081580:V9_BP3_RC3_01_15963:scan:3153	0.78	7	NoID
mzspec:MSV000080031:PS_V4_BP1_Shampoo_5ul_GA1_01_24459:scan:3091	0.78	7	NoID
mzspec:MSV000082674:BB5_7B5.V7_BB5_01_453:scan:1661	0.78	6	NoID
mzspec:MSV000082432:5C5_ V3_ Nose_ D14H0_ W7_BC5_01_11603:scan:3011	0.78	6	NoID
mzspec:MSV000084314:MSV000081816:scan:216350	0.78	6	NoID
mzspec:MSV000082432:5C4_ V3_ LJaw_ D14H0_ W7_BC4_01_11574:scan:2965	0.77	7	NoID
mzspec:MSV000084314:MSV000082674:scan:697988	0.77	6	NoID
mzspec:MSV000082674:BA9_7A9.V7_BA9_01_432:scan:1666	0.77	6	NoID
mzspec:MSV000082432:5E7_ V6_ RC_ D14H0_ W7_BE7_01_11601:scan:2988	0.77	6	NoID
mzspec:MSV000082432:5E8_ V6_ LC_ D14H0_ W7_BE8_01_11609:scan:2972	0.76	7	NoID
mzspec:MSV000084590:Plate4_BC5_01_9229:scan:2913	0.76	7	NoID
mzspec:MSV000081580:V12_BP1_RB1_01_15899:scan:3145	0.76	7	NoID
