file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75680_2x_RD5_01_19143	0.0	mzspec:MSV000084900:G75680_2x_RD5_01_19143:scan:2338	1	0.83	9	MSV000084900	NoID	MSV000084900	G75680_2x_RD5_01_19143.mzXML	pepper
mzspec:MSV000084900:G72806_1x_RH3_01_20360	0.0	mzspec:MSV000084900:G72806_1x_RH3_01_20360:scan:2327	1	0.82	10	MSV000084900	NoID	MSV000084900	G72806_1x_RH3_01_20360.mzXML	parsley
mzspec:MSV000084900:G75091_2x_RC3_01_19127	0.0	mzspec:MSV000084900:G75091_2x_RC3_01_19127:scan:2334	1	0.79	9	MSV000084900	NoID	MSV000084900	G75091_2x_RC3_01_19127.mzXML	carrot
mzspec:MSV000084900:78814_1x_BB5_01_17424	0.0	mzspec:MSV000084900:78814_1x_BB5_01_17424:scan:2045	1	0.79	8	MSV000084900	NoID	MSV000084900	78814_1x_BB5_01_17424.mzXML	nasturtium leaf
mzspec:MSV000084900:G79281_1x_rerun_10ul_RB9_01_20389	0.0	mzspec:MSV000084900:G79281_1x_rerun_10ul_RB9_01_20389:scan:2323	1	0.78	10	MSV000084900	NoID	MSV000084900	G79281_1x_rerun_10ul_RB9_01_20389.mzXML	leek
mzspec:MSV000084900:G83204_5x_RA7_01_21407	0.0	mzspec:MSV000084900:G83204_5x_RA7_01_21407:scan:2214	1	0.78	10	MSV000084900	NoID	MSV000084900	G83204_5x_RA7_01_21407.mzXML	steel-cut oats
mzspec:MSV000084900:G74124_1x_10ul_RD10_01_19822	0.0	mzspec:MSV000084900:G74124_1x_10ul_RD10_01_19822:scan:2333	1	0.77	11	MSV000084900	NoID	MSV000084900	G74124_1x_10ul_RD10_01_19822.mzXML	fleshy fruit
mzspec:MSV000084900:G87330_RD10_01_26120	0.0	mzspec:MSV000084900:G87330_RD10_01_26120:scan:1847	1	0.77	10	MSV000084900	NoID	MSV000084900	G87330_RD10_01_26120.mzXML	cicerchia
mzspec:MSV000084900:G79286_1x_RH8_01_20365	0.0	mzspec:MSV000084900:G79286_1x_RH8_01_20365:scan:2310	1	0.77	9	MSV000084900	NoID	MSV000084900	G79286_1x_RH8_01_20365.mzXML	carrot
mzspec:MSV000084900:G86753_1x_BB7_01_23140	0.0	mzspec:MSV000084900:G86753_1x_BB7_01_23140:scan:2331	1	0.77	9	MSV000084900	NoID	MSV000084900	G86753_1x_BB7_01_23140.mzXML	wheat
