USI	Cosine	Matching Peaks	Status
mzspec:MSV000086644:263_RMF290_6ul_GC7_01_22468:scan:5591	1.0	6	NoID
mzspec:MSV000086644:215_RMF42_6ul_BB7_01_22415:scan:2410	1.0	6	NoID
mzspec:MSV000085119:P1_B10_GB10_02_53356:scan:1308	1.0	6	NoID
mzspec:MSV000085119:P5_B1_GB1_01_53939:scan:1326	1.0	6	NoID
mzspec:MSV000086644:277_RMF289_6ul_GE5_01_22482:scan:5594	1.0	6	NoID
mzspec:MSV000082944:target_MASSBANK:scan:10955	1.0	6	NoID
mzspec:MSV000085870:PH697253_pos_IDA:scan:4995	1.0	6	NoID
mzspec:MSV000082944:MASSBANK:scan:10955	1.0	6	NoID
mzspec:MSV000083055:MASSBANK:scan:10955	1.0	6	NoID
mzspec:MSV000082944:target_HMDB:scan:89	1.0	6	NoID
mzspec:MSV000085870:PH697257_pos_IDA:scan:5627	1.0	6	NoID
mzspec:MSV000089210:target_HMDB:scan:89	1.0	6	NoID
mzspec:MSV000082722:20170125_S00027669_P:scan:511	1.0	6	NoID
mzspec:MSV000089210:target_MASSBANK:scan:10955	1.0	6	NoID
mzspec:MSV000083055:HMDB:scan:89	1.0	6	NoID
mzspec:MSV000082944:HMDB:scan:89	1.0	6	NoID
mzspec:MSV000082729:20160307_S00021651_P:scan:591	0.98	6	NoID
mzspec:MSV000082729:20160307_S00021669_P:scan:527	0.95	5	NoID
mzspec:MSV000084314:MSV000082729:scan:28	0.94	5	NoID
mzspec:MSV000082729:20160307_S00021663_P:scan:498	0.94	5	NoID
mzspec:MSV000085119:P1_C3_GC3_02_53366:scan:1304	0.94	5	NoID
mzspec:MSV000086644:232_RMF214_6ul_BD8_01_22434:scan:410	0.93	6	NoID
mzspec:MSV000085119:P4_A5_BA5_01_53819:scan:1320	0.93	5	NoID
mzspec:MSV000082721:20150603_S00018502_P:scan:542	0.93	5	NoID
mzspec:MSV000084314:MSV000086644:scan:589	0.92	5	NoID
mzspec:MSV000085119:P4_D9_BD9_01_53864:scan:1335	0.92	5	NoID
mzspec:MSV000082735:S00015852_Positive_01:scan:570	0.92	5	NoID
mzspec:MSV000080335:2_Silver_col_10:scan:3097	0.91	5	NoID
mzspec:MSV000080335:2_purp5_col_7:scan:3145	0.91	5	NoID
mzspec:MSV000080335:2_Purp5_col_9:scan:3120	0.91	5	NoID
mzspec:MSV000085119:P5_F9_GF9_01_54001:scan:1330	0.91	5	NoID
mzspec:MSV000080335:2_blue_col_4:scan:3198	0.9	5	NoID
mzspec:MSV000080335:2_blue_col_6:scan:3211	0.9	5	NoID
mzspec:MSV000080335:2_silver_col_12:scan:3154	0.9	5	NoID
mzspec:MSV000080335:2_blue_col_5:scan:3255	0.9	5	NoID
mzspec:MSV000085119:P5_E6_GE6_01_53985:scan:1330	0.9	5	NoID
mzspec:MSV000085870:PH697285_pos_IDA:scan:5628	0.9	4	NoID
mzspec:MSV000085944:skin_07_360_FH:scan:2465	0.89	5	NoID
mzspec:MSV000080335:2_silver_col_11:scan:3058	0.89	5	NoID
mzspec:MSV000085944:skin_10_30_UB:scan:2485	0.89	5	NoID
mzspec:MSV000086644:392_RMF225_6ul_BD8_01_22609:scan:1005	0.89	5	NoID
mzspec:MSV000085944:skin_07_240_FH:scan:2473	0.89	5	NoID
mzspec:MSV000087728:VGF154_H05_pos:scan:1218	0.89	5	NoID
mzspec:MSV000085944:skin_07_120_FH:scan:2445	0.89	5	NoID
mzspec:MSV000082721:20150603_S00018518_repeatP:scan:516	0.89	5	NoID
mzspec:MSV000083055:MASSBANKEU:scan:244	0.88	5	NoID
mzspec:MSV000083264:18502_POS:scan:5671	0.88	5	NoID
mzspec:MSV000085870:CS57315_pos_IDA:scan:4756	0.88	5	NoID
mzspec:MSV000085944:skin_07_600_FH:scan:2462	0.88	5	NoID
mzspec:MSV000082944:MASSBANKEU:scan:244	0.88	5	NoID
mzspec:MSV000087728:VGF155_C07_pos:scan:1332	0.88	5	NoID
mzspec:MSV000081548:AA3594_2_8_RB8_01_37684:scan:1582	0.87	5	NoID
mzspec:MSV000086644:175_MJB2445_6ul_GB7_01_22371:scan:440	0.87	5	NoID
mzspec:MSV000085944:skin_10_60_UB:scan:2464	0.87	5	NoID
mzspec:MSV000082729:20160307_TP_CS00000001-8_P:scan:625	0.87	4	NoID
mzspec:MSV000084314:MSV000085119:scan:196	0.87	4	NoID
mzspec:MSV000082729:20160307_S00021680_P:scan:534	0.87	4	NoID
mzspec:MSV000085870:CS55606_pos_IDA:scan:4519	0.86	5	NoID
mzspec:MSV000088842:15E:scan:2481	0.86	5	NoID
mzspec:MSV000085944:skin_10_600_UB:scan:2488	0.86	5	NoID
mzspec:MSV000086644:027_RMF74_6ul_BD3_01_22663:scan:445	0.86	5	NoID
mzspec:MSV000085944:skin_07_30_UB:scan:2451	0.86	5	NoID
mzspec:MSV000086644:250_RMF248_6ul_GB2_01_22454:scan:1193	0.86	5	NoID
mzspec:MSV000085119:P5_E8_GE8_01_53987:scan:1319	0.86	4	NoID
mzspec:MSV000084314:MSV000080335:scan:11	0.86	4	NoID
mzspec:MSV000082667:CF318_2_4_17_GD9_01_3071:scan:3933	0.86	4	NoID
mzspec:MSV000086644:149_MJB2419_6ul_BD5_01_22343:scan:416	0.85	5	NoID
mzspec:MSV000082729:20160307_S00021686_P:scan:529	0.85	4	NoID
mzspec:MSV000082729:20160307_S00021679_P:scan:517	0.85	4	NoID
mzspec:MSV000088823:23_Lab_33_A_Pos_MS2_3_28_07_2021:scan:4294967295	0.85	4	NoID
mzspec:MSV000086644:147_MJB2417_6ul_BD3_01_22341:scan:418	0.84	5	NoID
mzspec:MSV000086644:023_RMF70_6ul_BC7_01_22659:scan:424	0.84	5	NoID
mzspec:MSV000086644:197_RMF13_6ul_GE5_01_22395:scan:396	0.84	5	NoID
mzspec:MSV000086644:011_RMF58_6ul_BB3_01_22647:scan:419	0.84	5	NoID
mzspec:MSV000086644:136_MJB2406_6ul_BB8_01_22328:scan:1181	0.84	5	NoID
mzspec:MSV000086644:148_MJB2418_6ul_BD4_01_22342:scan:416	0.84	5	NoID
mzspec:MSV000086644:174_MJB2444_6ul_GB6_01_22370:scan:419	0.84	5	NoID
mzspec:MSV000086644:179_MJB2449_6ul_GC3_01_22375:scan:426	0.84	5	NoID
mzspec:MSV000086644:170_MJB2440_6ul_GB2_01_22366:scan:389	0.84	5	NoID
mzspec:MSV000085119:P3_A1_GA1_01_53754:scan:764	0.84	5	NoID
mzspec:MSV000086644:290_BB02_6ul_BB2_01_22497:scan:2203	0.84	5	NoID
mzspec:MSV000085119:P1_A10_GA10_02_53332:scan:1306	0.84	4	NoID
mzspec:MSV000084314:MSV000085944:scan:2314	0.84	4	NoID
mzspec:MSV000086644:339_RMF161_6ul_GC3_01_22550:scan:421	0.83	5	NoID
mzspec:MSV000086644:209_RMF35_6ul_BB1_01_22409:scan:315	0.83	5	NoID
mzspec:MSV000086644:130_MJB2400_6ul_BB2_01_22322:scan:422	0.83	5	NoID
