file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G78940_BA8_01_18643	0.0	mzspec:MSV000084900:G78940_BA8_01_18643:scan:380	1	0.85	7	MSV000084900	NoID	MSV000084900	G78940_BA8_01_18643.mzXML	pork shoulder
mzspec:MSV000084900:G87339_RF7_01_26181	-0.0	mzspec:MSV000084900:G87339_RF7_01_26181:scan:396	1	0.85	6	MSV000084900	NoID	MSV000084900	G87339_RF7_01_26181.mzXML	ham
mzspec:MSV000084900:G79464_1x_BA9_01_17951	-0.0	mzspec:MSV000084900:G79464_1x_BA9_01_17951:scan:347	1	0.84	8	MSV000084900	NoID	MSV000084900	G79464_1x_BA9_01_17951.mzXML	spleen, beef
mzspec:MSV000084900:G79462_5x_RH8_01_18245	0.0	mzspec:MSV000084900:G79462_5x_RH8_01_18245:scan:420	1	0.83	6	MSV000084900	NoID	MSV000084900	G79462_5x_RH8_01_18245.mzXML	spleen, beef
mzspec:MSV000084900:G79669_1x_BF8_01_19544	-0.0	mzspec:MSV000084900:G79669_1x_BF8_01_19544:scan:386	1	0.82	7	MSV000084900	NoID	MSV000084900	G79669_1x_BF8_01_19544.mzXML	soybean
mzspec:MSV000084900:G79463_5x_RG8_01_18191	-0.0	mzspec:MSV000084900:G79463_5x_RG8_01_18191:scan:414	1	0.82	6	MSV000084900	NoID	MSV000084900	G79463_5x_RG8_01_18191.mzXML	spleen, beef
mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682	0.0	mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682:scan:416	1	0.81	7	MSV000084900	NoID	MSV000084900	G79225_p19_h12_GD7_01_21682.mzXML	beef
mzspec:MSV000084900:G78942_rerun_BH9_01_18781	-0.0	mzspec:MSV000084900:G78942_rerun_BH9_01_18781:scan:398	1	0.81	7	MSV000084900	NoID	MSV000084900	G78942_rerun_BH9_01_18781.mzXML	chuck roast
mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678	0.0	mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678:scan:354	1	0.79	7	MSV000084900	NoID	MSV000084900	G78911_p19_g8_GB7_01_21678.mzXML	meat
mzspec:MSV000084900:G79332_5x_BE12_01_19324	-0.0	mzspec:MSV000084900:G79332_5x_BE12_01_19324:scan:398	1	0.79	6	MSV000084900	NoID	MSV000084900	G79332_5x_BE12_01_19324.mzXML	mouse intestines
