file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79541_5x_BB8_01_19960	-0.0	mzspec:MSV000084900:G79541_5x_BB8_01_19960:scan:63	1	0.98	5	MSV000084900	NoID	MSV000084900	G79541_5x_BB8_01_19960.mzXML	complex
mzspec:MSV000084900:G73651_5x_BE6_01_18317	-0.0	mzspec:MSV000084900:G73651_5x_BE6_01_18317:scan:53	1	0.98	5	MSV000084900	NoID	MSV000084900	G73651_5x_BE6_01_18317.mzXML	cheddar cheese
mzspec:MSV000084900:G79534_5x_BB7_01_19959	-0.0	mzspec:MSV000084900:G79534_5x_BB7_01_19959:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G79534_5x_BB7_01_19959.mzXML	complex
mzspec:MSV000084900:G79339_5x_BC12_01_19291	-0.0	mzspec:MSV000084900:G79339_5x_BC12_01_19291:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G79339_5x_BC12_01_19291.mzXML	mouse feet
mzspec:MSV000084900:G75700_BE7_01_18703	-0.0	mzspec:MSV000084900:G75700_BE7_01_18703:scan:50	1	0.98	5	MSV000084900	NoID	MSV000084900	G75700_BE7_01_18703.mzXML	bony fish
mzspec:MSV000084900:G79595_5x_RD7_01_18132	-0.0	mzspec:MSV000084900:G79595_5x_RD7_01_18132:scan:68	1	0.98	5	MSV000084900	NoID	MSV000084900	G79595_5x_RD7_01_18132.mzXML	mackerel, eye lens
mzspec:MSV000084900:G72654_5x_BF11_01_18336	-0.0	mzspec:MSV000084900:G72654_5x_BF11_01_18336:scan:48	1	0.98	5	MSV000084900	NoID	MSV000084900	G72654_5x_BF11_01_18336.mzXML	blue cheese
mzspec:MSV000084900:G72732_10x_BE11_01_17846	-0.0	mzspec:MSV000084900:G72732_10x_BE11_01_17846:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G72732_10x_BE11_01_17846.mzXML	corn
mzspec:MSV000084900:G78934_BF10_01_18735	-0.0	mzspec:MSV000084900:G78934_BF10_01_18735:scan:45	1	0.98	5	MSV000084900	NoID	MSV000084900	G78934_BF10_01_18735.mzXML	meat
mzspec:MSV000084900:G79316_5x_BE3_01_19311	-0.0	mzspec:MSV000084900:G79316_5x_BE3_01_19311:scan:52	1	0.98	5	MSV000084900	NoID	MSV000084900	G79316_5x_BE3_01_19311.mzXML	trout, eye
mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491	-0.0	mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491:scan:48	1	0.98	5	MSV000084900	NoID	MSV000084900	G79177_5x_rerun_RC4_01_19491.mzXML	lentil
mzspec:MSV000084900:G72735_10x_BH11_01_17939	-0.0	mzspec:MSV000084900:G72735_10x_BH11_01_17939:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G72735_10x_BH11_01_17939.mzXML	plant
mzspec:MSV000084900:G87356_1x_BE10_01_26059	-0.0	mzspec:MSV000084900:G87356_1x_BE10_01_26059:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G87356_1x_BE10_01_26059.mzXML	grasshopper
mzspec:MSV000084900:G79279_1x_RG9_01_20354	-0.0	mzspec:MSV000084900:G79279_1x_RG9_01_20354:scan:45	1	0.98	5	MSV000084900	NoID	MSV000084900	G79279_1x_RG9_01_20354.mzXML	bok choy
mzspec:MSV000084900:G87580_1x_RB9_01_26251	0.0	mzspec:MSV000084900:G87580_1x_RB9_01_26251:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G87580_1x_RB9_01_26251.mzXML	sweet potato
mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640	-0.0	mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640:scan:50	1	0.98	5	MSV000084900	NoID	MSV000084900	G79551_p14_h10_GB4_01_21640.mzXML	trout, end fin
mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594	-0.0	mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594:scan:51	1	0.98	5	MSV000084900	NoID	MSV000084900	G79174_5x_rerun_14ul_RF4_01_19594.mzXML	peanut
mzspec:MSV000084900:G78883_lentil_red_BF1_01_20549	-0.0	mzspec:MSV000084900:G78883_lentil_red_BF1_01_20549:scan:47	1	0.98	5	MSV000084900	NoID	MSV000084900	G78883_lentil_red_BF1_01_20549.mzXML	red lentil
mzspec:MSV000084900:G72645_5x_BD10_01_18307	-0.0	mzspec:MSV000084900:G72645_5x_BD10_01_18307:scan:59	1	0.98	5	MSV000084900	NoID	MSV000084900	G72645_5x_BD10_01_18307.mzXML	washed cheese
mzspec:MSV000084900:G79469_5x_RF9_01_18153	-0.0	mzspec:MSV000084900:G79469_5x_RF9_01_18153:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G79469_5x_RF9_01_18153.mzXML	sardine, eye
mzspec:MSV000084900:G72644_5x_BF7_01_18332	-0.0	mzspec:MSV000084900:G72644_5x_BF7_01_18332:scan:52	1	0.98	5	MSV000084900	NoID	MSV000084900	G72644_5x_BF7_01_18332.mzXML	stilton cheese
mzspec:MSV000084900:G79330_5x_BD5_01_19298	-0.0	mzspec:MSV000084900:G79330_5x_BD5_01_19298:scan:44	1	0.98	5	MSV000084900	NoID	MSV000084900	G79330_5x_BD5_01_19298.mzXML	horse, middle meat
mzspec:MSV000084900:G96354_5x_RF5_01_32687	-0.0	mzspec:MSV000084900:G96354_5x_RF5_01_32687:scan:49	1	0.98	5	MSV000084900	NoID	MSV000084900	G96354_5x_RF5_01_32687.mzXML	beef
mzspec:MSV000084900:G79601_5x_RF3_01_18139	-0.0	mzspec:MSV000084900:G79601_5x_RF3_01_18139:scan:48	1	0.98	5	MSV000084900	NoID	MSV000084900	G79601_5x_RF3_01_18139.mzXML	herring, eye
mzspec:MSV000084900:G78938_BA10_01_18645	0.04	mzspec:MSV000084900:G78938_BA10_01_18645:scan:47	1	0.98	5	MSV000084900	NoID	MSV000084900	G78938_BA10_01_18645.mzXML	lamb, shoulder chops
mzspec:MSV000084900:G96350_5x_RC6_01_32631	-0.0	mzspec:MSV000084900:G96350_5x_RC6_01_32631:scan:43	1	0.97	5	MSV000084900	NoID	MSV000084900	G96350_5x_RC6_01_32631.mzXML	beef
mzspec:MSV000084900:G86914_1x_RH5_01_26344	0.0	mzspec:MSV000084900:G86914_1x_RH5_01_26344:scan:46	1	0.97	5	MSV000084900	NoID	MSV000084900	G86914_1x_RH5_01_26344.mzXML	sage
mzspec:MSV000084900:75749_1x_BG3_01_20768	0.0	mzspec:MSV000084900:75749_1x_BG3_01_20768:scan:58	1	0.97	5	MSV000084900	NoID	MSV000084900	75749_1x_BG3_01_20768.mzXML	complex
mzspec:MSV000084900:G75838_1x_10ul_RD5_01_20305	-0.0	mzspec:MSV000084900:G75838_1x_10ul_RD5_01_20305:scan:51	1	0.97	5	MSV000084900	NoID	MSV000084900	G75838_1x_10ul_RD5_01_20305.mzXML	sunchoke
mzspec:MSV000084900:72475_1x_BC9_01_17418	-0.0	mzspec:MSV000084900:72475_1x_BC9_01_17418:scan:48	1	0.97	5	MSV000084900	NoID	MSV000084900	72475_1x_BC9_01_17418.mzXML	garlic
mzspec:MSV000084900:G96351_5x_RH6_01_32745	-0.0	mzspec:MSV000084900:G96351_5x_RH6_01_32745:scan:42	1	0.97	5	MSV000084900	NoID	MSV000084900	G96351_5x_RH6_01_32745.mzXML	beef
mzspec:MSV000084900:G78825_2x_RA3_01_19097	-0.0	mzspec:MSV000084900:G78825_2x_RA3_01_19097:scan:51	1	0.97	5	MSV000084900	NoID	MSV000084900	G78825_2x_RA3_01_19097.mzXML	plant
mzspec:MSV000084900:G96218_5x_BE2_01_32775	-0.0	mzspec:MSV000084900:G96218_5x_BE2_01_32775:scan:46	1	0.97	5	MSV000084900	NoID	MSV000084900	G96218_5x_BE2_01_32775.mzXML	beef
mzspec:MSV000084900:G75581_BG5_01_18744	-0.0	mzspec:MSV000084900:G75581_BG5_01_18744:scan:66	1	0.97	5	MSV000084900	NoID	MSV000084900	G75581_BG5_01_18744.mzXML	chicken dark meat
mzspec:MSV000084900:AMZ_18_RB9_01_48924	0.0	mzspec:MSV000084900:AMZ_18_RB9_01_48924:scan:48	1	0.97	5	MSV000084900	NoID	MSV000084900	AMZ_18_RB9_01_48924.mzXML	complex
mzspec:MSV000084900:16NAVY05_v1_sup_3_rerun_GH2_01_39666	0.0	mzspec:MSV000084900:16NAVY05_v1_sup_3_rerun_GH2_01_39666:scan:52	1	0.97	5	MSV000084900	NoID	MSV000084900	16NAVY05_v1_sup_3_rerun_GH2_01_39666.mzXML	plant
mzspec:MSV000084900:G72526_10x_3ul_BC6_01_17907	-0.0	mzspec:MSV000084900:G72526_10x_3ul_BC6_01_17907:scan:49	1	0.97	5	MSV000084900	NoID	MSV000084900	G72526_10x_3ul_BC6_01_17907.mzXML	complex
