file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000087905:Sp44-27R	-0.0	mzspec:MSV000087905:Sp44-27R:scan:161	1	0.98	7	MSV000087905	NoID	MSV000087905/ccms_peak/raw/Sp44-27R.mzML	MSV000087905/Sp44-27R.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000087905:Sp44-27M	-0.0	mzspec:MSV000087905:Sp44-27M:scan:157	1	0.95	6	MSV000087905	NoID	MSV000087905/ccms_peak/raw/Sp44-27M.mzML	MSV000087905/Sp44-27M.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000087905:deltaEDDS-29R	-0.0	mzspec:MSV000087905:deltaEDDS-29R:scan:164	1	0.95	6	MSV000087905	NoID	MSV000087905/ccms_peak/raw/deltaEDDS-29R.mzML	MSV000087905/deltaEDDS-29R.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000087905:Sp44-29M	-0.0	mzspec:MSV000087905:Sp44-29M:scan:166	1	0.93	6	MSV000087905	NoID	MSV000087905/ccms_peak/raw/Sp44-29M.mzML	MSV000087905/Sp44-29M.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000087905:deltaEDDS-27M	-0.0	mzspec:MSV000087905:deltaEDDS-27M:scan:161	1	0.93	6	MSV000087905	NoID	MSV000087905/ccms_peak/raw/deltaEDDS-27M.mzML	MSV000087905/deltaEDDS-27M.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000087905:deltaEDDS-29M	-0.0	mzspec:MSV000087905:deltaEDDS-29M:scan:167	1	0.91	5	MSV000087905	NoID	MSV000087905/ccms_peak/raw/deltaEDDS-29M.mzML	MSV000087905/deltaEDDS-29M.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_12_media_CD	-0.0	mzspec:MSV000089837:Steph_BSH_220616_CSHpos_12_media_CD:scan:271	1	0.86	4	MSV000089837	NoID	MSV000089837/peak/Pos/Steph_BSH_220616_CSHpos_12_media_CD.mzML	MSV000089837/Steph_BSH_220616_CSHpos_12_media_CD.mzML	MSV000089837	Escherichia coli		1005443	automatic	No	Yes	No
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_22_Media_TG	-0.0	mzspec:MSV000089837:Steph_BSH_220616_CSHpos_22_Media_TG:scan:277	1	0.86	4	MSV000089837	NoID	MSV000089837/peak/Pos/Steph_BSH_220616_CSHpos_22_Media_TG.mzML	MSV000089837/Steph_BSH_220616_CSHpos_22_Media_TG.mzML	MSV000089837	Escherichia coli		1005443	automatic	No	Yes	No
mzspec:MSV000087905:deltaEDDS-27R	-0.0	mzspec:MSV000087905:deltaEDDS-27R:scan:169	1	0.79	5	MSV000087905	NoID	MSV000087905/ccms_peak/raw/deltaEDDS-27R.mzML	MSV000087905/deltaEDDS-27R.mzML	MSV000087905	Bacteria		2	automatic	No	No	No
