file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G73680_5x_BD3_01_18300	0.0	mzspec:MSV000084900:G73680_5x_BD3_01_18300:scan:1334	1	0.82	6	MSV000084900	NoID	MSV000084900	G73680_5x_BD3_01_18300.mzXML	blue cheese
mzspec:MSV000084900:G73681_5x_BG3_01_18387	-0.04	mzspec:MSV000084900:G73681_5x_BG3_01_18387:scan:1214	1	0.82	4	MSV000084900	NoID	MSV000084900	G73681_5x_BG3_01_18387.mzXML	bloomy cheese
mzspec:MSV000084900:G86894_1x_BA11_01_23126	-0.04	mzspec:MSV000084900:G86894_1x_BA11_01_23126:scan:1244	1	0.81	4	MSV000084900	NoID	MSV000084900	G86894_1x_BA11_01_23126.mzXML	plant
mzspec:MSV000084900:G72644_5x_BF7_01_18332	-0.04	mzspec:MSV000084900:G72644_5x_BF7_01_18332:scan:1219	1	0.81	4	MSV000084900	NoID	MSV000084900	G72644_5x_BF7_01_18332.mzXML	stilton cheese
mzspec:MSV000084900:G73727_5x_BC12_01_18295	-0.04	mzspec:MSV000084900:G73727_5x_BC12_01_18295:scan:1217	1	0.81	4	MSV000084900	NoID	MSV000084900	G73727_5x_BC12_01_18295.mzXML	parmesan cheese
mzspec:MSV000084900:G72656_5x_BE3_01_18314	0.0	mzspec:MSV000084900:G72656_5x_BE3_01_18314:scan:1332	1	0.78	5	MSV000084900	NoID	MSV000084900	G72656_5x_BE3_01_18314.mzXML	blue cheese
mzspec:MSV000084900:G72727_5x_BH9_01_18407	0.0	mzspec:MSV000084900:G72727_5x_BH9_01_18407:scan:1342	1	0.78	4	MSV000084900	NoID	MSV000084900	G72727_5x_BH9_01_18407.mzXML	blue cheese
mzspec:MSV000084900:G73684_5x_BD7_01_18304	0.0	mzspec:MSV000084900:G73684_5x_BD7_01_18304:scan:1336	1	0.76	4	MSV000084900	NoID	MSV000084900	G73684_5x_BD7_01_18304.mzXML	natural cheese
mzspec:MSV000084900:G73659_5x_BC7_01_18290	-0.04	mzspec:MSV000084900:G73659_5x_BC7_01_18290:scan:1242	1	0.76	4	MSV000084900	NoID	MSV000084900	G73659_5x_BC7_01_18290.mzXML	gouda cheese
mzspec:MSV000084900:G73658_5x_BE5_01_18316	-0.04	mzspec:MSV000084900:G73658_5x_BE5_01_18316:scan:1213	1	0.76	4	MSV000084900	NoID	MSV000084900	G73658_5x_BE5_01_18316.mzXML	pecorino cheese
mzspec:MSV000084900:G73657_5x_BF4_01_18329	-0.04	mzspec:MSV000084900:G73657_5x_BF4_01_18329:scan:1220	1	0.76	4	MSV000084900	NoID	MSV000084900	G73657_5x_BF4_01_18329.mzXML	pecorino cheese
mzspec:MSV000084900:G74007_5x_BH12_01_18410	-0.04	mzspec:MSV000084900:G74007_5x_BH12_01_18410:scan:1259	1	0.75	4	MSV000084900	NoID	MSV000084900	G74007_5x_BH12_01_18410.mzXML	raclette cheese
mzspec:MSV000084900:G73683_5x_BA4_01_18259	-0.04	mzspec:MSV000084900:G73683_5x_BA4_01_18259:scan:1223	1	0.75	4	MSV000084900	NoID	MSV000084900	G73683_5x_BA4_01_18259.mzXML	washed cheese
mzspec:MSV000084900:G73690_5x_BG7_01_18391	-0.04	mzspec:MSV000084900:G73690_5x_BG7_01_18391:scan:1251	1	0.74	4	MSV000084900	NoID	MSV000084900	G73690_5x_BG7_01_18391.mzXML	washed cheese
mzspec:MSV000084900:G72473_5x_BA12_01_18267	-0.04	mzspec:MSV000084900:G72473_5x_BA12_01_18267:scan:1246	1	0.74	4	MSV000084900	NoID	MSV000084900	G72473_5x_BA12_01_18267.mzXML	dubliner cheese
mzspec:MSV000084900:G73728_5x_BB10_01_18279	-0.03	mzspec:MSV000084900:G73728_5x_BB10_01_18279:scan:1253	1	0.72	4	MSV000084900	NoID	MSV000084900	G73728_5x_BB10_01_18279.mzXML	blue cheese
