file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79599_5x_RD3_01_18159	0.0	mzspec:MSV000084900:G79599_5x_RD3_01_18159:scan:1187	1	0.89	5	MSV000084900	NoID	MSV000084900	G79599_5x_RD3_01_18159.mzXML	bull, dark red
mzspec:MSV000084900:G79543_5x_RG12_01_18199	0.0	mzspec:MSV000084900:G79543_5x_RG12_01_18199:scan:1186	1	0.88	5	MSV000084900	NoID	MSV000084900	G79543_5x_RG12_01_18199.mzXML	ribs, white meat
mzspec:MSV000084900:G79571_5x_RH2_01_18237	0.0	mzspec:MSV000084900:G79571_5x_RH2_01_18237:scan:1186	1	0.88	5	MSV000084900	NoID	MSV000084900	G79571_5x_RH2_01_18237.mzXML	bull, normal
mzspec:MSV000084900:G79570_1x_BA3_01_18048	0.0	mzspec:MSV000084900:G79570_1x_BA3_01_18048:scan:1202	1	0.88	5	MSV000084900	NoID	MSV000084900	G79570_1x_BA3_01_18048.mzXML	beef, midsection dark meat
mzspec:MSV000084900:18NAVY30_v1_lun_9_BF9_01_39720	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_9_BF9_01_39720:scan:1215	1	0.88	4	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_9_BF9_01_39720.mzXML	chicken
mzspec:MSV000084900:G79553_1x_BA12_01_17954	0.0	mzspec:MSV000084900:G79553_1x_BA12_01_17954:scan:1196	1	0.87	5	MSV000084900	NoID	MSV000084900	G79553_1x_BA12_01_17954.mzXML	horse, white meat
mzspec:MSV000084900:G96244_5x_RA4_01_32578	0.0	mzspec:MSV000084900:G96244_5x_RA4_01_32578:scan:1187	1	0.87	4	MSV000084900	NoID	MSV000084900	G96244_5x_RA4_01_32578.mzXML	beef
mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682	0.0	mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682:scan:1196	1	0.87	4	MSV000084900	NoID	MSV000084900	G79225_p19_h12_GD7_01_21682.mzXML	beef
mzspec:MSV000084900:G78947_BE11_01_18719	0.0	mzspec:MSV000084900:G78947_BE11_01_18719:scan:1196	1	0.86	5	MSV000084900	NoID	MSV000084900	G78947_BE11_01_18719.mzXML	veal, shoulder roast
mzspec:MSV000084900:G83313_5x_rerun _RC10_01_21523	0.0	mzspec:MSV000084900:G83313_5x_rerun _RC10_01_21523:scan:1201	1	0.86	5	MSV000084900	NoID	MSV000084900	G83313_5x_rerun _RC10_01_21523.mzXML	pork cheek
mzspec:MSV000084900:G79598_5x_RC3_01_18077	0.0	mzspec:MSV000084900:G79598_5x_RC3_01_18077:scan:1185	1	0.86	4	MSV000084900	NoID	MSV000084900	G79598_5x_RC3_01_18077.mzXML	bull, fatty meat
mzspec:MSV000084900:G79550_1x_BA11_01_18217	0.0	mzspec:MSV000084900:G79550_1x_BA11_01_18217:scan:1198	1	0.85	4	MSV000084900	NoID	MSV000084900	G79550_1x_BA11_01_18217.mzXML	trout, skin
mzspec:MSV000084900:G75802_p19_e10_rerun2_GE5_01_21701	0.0	mzspec:MSV000084900:G75802_p19_e10_rerun2_GE5_01_21701:scan:1195	1	0.85	4	MSV000084900	NoID	MSV000084900	G75802_p19_e10_rerun2_GE5_01_21701.mzXML	horse, red meat
mzspec:MSV000084900:AMZ_25_RC6_01_48945	0.0	mzspec:MSV000084900:AMZ_25_RC6_01_48945:scan:1208	1	0.85	4	MSV000084900	NoID	MSV000084900	AMZ_25_RC6_01_48945.mzXML	complex
mzspec:MSV000084900:G87388_RF2_01_26175	0.0	mzspec:MSV000084900:G87388_RF2_01_26175:scan:1177	1	0.85	4	MSV000084900	NoID	MSV000084900	G87388_RF2_01_26175.mzXML	marchigiana beef
mzspec:MSV000084900:G79597_1x_BB3_01_17983	0.0	mzspec:MSV000084900:G79597_1x_BB3_01_17983:scan:1201	1	0.85	4	MSV000084900	NoID	MSV000084900	G79597_1x_BB3_01_17983.mzXML	bull, lean
mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640	0.0	mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640:scan:1207	1	0.84	4	MSV000084900	NoID	MSV000084900	G79551_p14_h10_GB4_01_21640.mzXML	trout, end fin
mzspec:MSV000084900:G78991_BC9_01_18675	0.0	mzspec:MSV000084900:G78991_BC9_01_18675:scan:1196	1	0.84	4	MSV000084900	NoID	MSV000084900	G78991_BC9_01_18675.mzXML	lamb, shoulder chops
mzspec:MSV000084900:G73716_rerun_BF5_01_18769	0.0	mzspec:MSV000084900:G73716_rerun_BF5_01_18769:scan:1196	1	0.83	4	MSV000084900	NoID	MSV000084900	G73716_rerun_BF5_01_18769.mzXML	animal
mzspec:MSV000084900:G78949_BH11_01_18766	0.0	mzspec:MSV000084900:G78949_BH11_01_18766:scan:1196	1	0.83	4	MSV000084900	NoID	MSV000084900	G78949_BH11_01_18766.mzXML	veal, shoulder roast
mzspec:MSV000084900:G96161_5x_RD10_01_32652	-0.0	mzspec:MSV000084900:G96161_5x_RD10_01_32652:scan:1196	1	0.83	4	MSV000084900	NoID	MSV000084900	G96161_5x_RD10_01_32652.mzXML	beef
mzspec:MSV000084900:G78992_rerun_BE9_01_18708	0.0	mzspec:MSV000084900:G78992_rerun_BE9_01_18708:scan:1195	1	0.8	4	MSV000084900	NoID	MSV000084900	G78992_rerun_BE9_01_18708.mzXML	veal, shoulder roast
mzspec:MSV000084900:G78950_BE10_01_18718	0.0	mzspec:MSV000084900:G78950_BE10_01_18718:scan:1198	1	0.8	4	MSV000084900	NoID	MSV000084900	G78950_BE10_01_18718.mzXML	lamb, shoulder chops
