USI	Cosine	Matching Peaks	Status
mzspec:MSV000085847:58_D14_M_B1_MSMS_Pos:scan:4294967295	0.97	4	NoID
mzspec:MSV000085847:46_D9_M_A1_MSMS_Pos:scan:4294967295	0.97	4	NoID
mzspec:MSV000085847:51_D9_M_B3_MSMS_Pos:scan:4294967295	0.96	4	NoID
mzspec:MSV000085847:54_D9_M_C3_MSMS_Pos:scan:4294967295	0.95	4	NoID
mzspec:MSV000085847:53_D9_M_C2_MSMS_Pos:scan:4294967295	0.95	4	NoID
mzspec:MSV000086608:FLK008:scan:2713	0.9	4	NoID
mzspec:MSV000081492:QC_01_170626113747:scan:155	0.86	4	NoID
mzspec:MSV000083275:20171023_N11_PmSPS1_KOMT1:scan:599	0.85	4	NoID
mzspec:MSV000085261:So1d-GYA-SNP:scan:4294967295	0.79	4	NoID
mzspec:MSV000089210:GC-MONA:scan:3065	0.71	4	NoID
mzspec:MSV000085261:So64.3-R2YE:scan:4294967295	0.7	4	NoID
