USI	Cosine	Matching Peaks	Status
mzspec:MSV000082727:20161020_S00025558_P:scan:2230	0.94	8	NoID
mzspec:MSV000082721:20150603_S00018507_P:scan:2270	0.94	8	NoID
mzspec:MSV000082727:20161020_S00025564_P:scan:2273	0.94	7	NoID
mzspec:MSV000082728:20140730_46-G-4-M_Positive_01:scan:2555	0.93	9	NoID
mzspec:MSV000082717:20160617_S00022668_P:scan:2322	0.93	8	NoID
mzspec:MSV000082731:20151020_S00019962_P:scan:1905	0.93	7	NoID
mzspec:MSV000082731:20151020_TP_CS00000001-6_P:scan:1904	0.93	6	NoID
mzspec:MSV000082691:20140613_HSL002_Positive_01:scan:2503	0.92	8	NoID
mzspec:MSV000082717:20160617_S00022669_P:scan:2382	0.92	8	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.2_P:scan:2385	0.92	7	NoID
mzspec:MSV000082729:20160307_S00021666_P:scan:2212	0.92	7	NoID
mzspec:MSV000082741:20160907_S00024274_P:scan:2242	0.92	7	NoID
mzspec:MSV000082741:20160907_S00024309_P:scan:2336	0.92	7	NoID
mzspec:MSV000082699:20161109_TP_CS00000001-1_P:scan:2252	0.92	7	NoID
mzspec:MSV000082731:20151020_S00019987_P:scan:1806	0.92	6	NoID
mzspec:MSV000082731:20151020_S00019945_P:scan:2047	0.92	6	NoID
mzspec:MSV000082731:20151020_S00019978_P:scan:1962	0.92	5	NoID
mzspec:MSV000082731:20151020_S00019956_P:scan:1808	0.92	5	NoID
mzspec:MSV000082737:20160224_S00021481_P:scan:2105	0.91	9	NoID
mzspec:MSV000082743:20160120_TP_CS00000001-3_P:scan:1750	0.91	9	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-3_P:scan:2389	0.91	8	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-2_P:scan:2396	0.91	8	NoID
mzspec:MSV000082717:20160617_S00022667_P:scan:2399	0.91	8	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-6_P:scan:2425	0.91	8	NoID
mzspec:MSV000082704:20160520_TP_CS00000001_4_P:scan:2526	0.91	8	NoID
mzspec:MSV000082699:20161109_S00026336_01_P:scan:2287	0.91	8	NoID
mzspec:MSV000082721:20150603_S00018505_P:scan:2264	0.91	7	NoID
mzspec:MSV000082737:20160224_TP_CS00000001-4_P:scan:2242	0.91	7	NoID
mzspec:MSV000082737:20160224_S00021478_P:scan:2292	0.91	7	NoID
mzspec:MSV000082721:20150603_S00018504_P:scan:2375	0.91	7	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-1_P:scan:2422	0.91	7	NoID
mzspec:MSV000082699:20161109_S00026335_03_P:scan:2392	0.91	7	NoID
mzspec:MSV000082721:20150603_S00018499_P:scan:2231	0.91	7	NoID
mzspec:MSV000082737:20160224_S00021483_P:scan:2057	0.91	7	NoID
mzspec:MSV000082729:20160307_S00021663_P:scan:2081	0.91	6	NoID
mzspec:MSV000082741:20160907_S00024286_P:scan:2230	0.91	6	NoID
mzspec:MSV000082717:20160617_S00022671_P:scan:2350	0.91	6	NoID
mzspec:MSV000082731:20151020_S00019984_P:scan:1936	0.91	6	NoID
mzspec:MSV000082738:S00016538_Positive_01:scan:2299	0.91	6	NoID
mzspec:MSV000082741:20160907_S00024303_P:scan:2316	0.91	6	NoID
mzspec:MSV000082731:20151020_S00019971_P:scan:1939	0.91	5	NoID
mzspec:MSV000082721:20150603_S00018506_P:scan:2220	0.91	5	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.6_repeat_P:scan:2563	0.9	8	NoID
mzspec:MSV000082727:20161020_S00025566_P:scan:2299	0.9	8	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.1_P:scan:2381	0.9	7	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-5_P:scan:2428	0.9	7	NoID
mzspec:MSV000082721:20150603_S00018500_P:scan:2280	0.9	7	NoID
mzspec:MSV000082717:20160617_S00022673_P:scan:2263	0.9	7	NoID
mzspec:MSV000082717:20160617_S00022674_P:scan:2481	0.9	7	NoID
mzspec:MSV000082737:20160224_S00021479_P:scan:2154	0.9	7	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.5_P:scan:2545	0.9	7	NoID
mzspec:MSV000082721:20150603_TP_CS00000001.4_P:scan:2530	0.9	7	NoID
mzspec:MSV000082741:20160907_S00024268_P:scan:2293	0.9	6	NoID
mzspec:MSV000082737:20160224_TP_CS00000001-2_P:scan:2190	0.9	6	NoID
mzspec:MSV000082717:20160617_S00022678_P:scan:2328	0.89	8	NoID
mzspec:MSV000082717:20160617_TP_CS00000001-4_P:scan:2444	0.89	7	NoID
mzspec:MSV000082727:20161020_S00025560_P:scan:2249	0.89	7	NoID
mzspec:MSV000082744:20160411_S00021406_P:scan:2133	0.89	7	NoID
mzspec:MSV000082717:20160617_S00022675_P:scan:2111	0.89	7	NoID
mzspec:MSV000082737:20160224_S00021485_P:scan:2237	0.89	7	NoID
mzspec:MSV000082721:20150603_S00018508_P:scan:2260	0.89	6	NoID
mzspec:MSV000082704:20160520_TP_CS00000001-1_P:scan:2468	0.89	6	NoID
mzspec:MSV000082721:20150603_S00018501_P:scan:2272	0.89	6	NoID
