USI	Cosine	Matching Peaks	Status
mzspec:MSV000087006:20200310_DOM_Holl_RW_1:scan:478	0.86	9	NoID
mzspec:MSV000086926:20200310_DOM_Holl_RW_1:scan:478	0.86	9	NoID
mzspec:MSV000088842:31C:scan:717	0.86	8	NoID
mzspec:MSV000087006:20200302_DOM_IB_SZ_2:scan:454	0.86	8	NoID
mzspec:MSV000082493:DM000078466_RF6_01_28786:scan:915	0.85	8	NoID
mzspec:MSV000087006:20200210_DOM_IB_OW_2:scan:462	0.85	8	NoID
mzspec:MSV000086926:20200210_DOM_IB_OW_2:scan:462	0.85	8	NoID
mzspec:MSV000087006:20200211_DOM_BF_SZ_1:scan:465	0.85	8	NoID
mzspec:MSV000087650:ETNP17_35BlankD:scan:444	0.84	8	NoID
mzspec:MSV000087006:20200210_DOM_SIO_SZ_2:scan:458	0.84	8	NoID
mzspec:MSV000086926:20200210_DOM_SIO_SZ_2:scan:458	0.84	8	NoID
mzspec:MSV000080335:1_green_col_5:scan:1031	0.84	7	NoID
mzspec:MSV000084590:Plate4_BB5_01_9219:scan:877	0.83	8	NoID
mzspec:MSV000082493:DM000078477_RE12_01_28670:scan:915	0.83	8	NoID
mzspec:MSV000081508:m04-a10-10A_BA10_01_1316:scan:809	0.83	8	NoID
mzspec:MSV000086926:20200229_DOM_Holl_RW_2:scan:468	0.83	8	NoID
mzspec:MSV000087006:20200229_DOM_Holl_RW_2:scan:468	0.83	8	NoID
mzspec:MSV000087006:20200127_DOM_Holl_RW_2:scan:468	0.83	7	NoID
mzspec:MSV000086926:20200127_DOM_Holl_RW_2:scan:468	0.83	7	NoID
mzspec:MSV000079697:group2_P1_G3:scan:740	0.83	7	NoID
mzspec:MSV000083300:BP000096896_p:scan:804	0.83	7	NoID
mzspec:MSV000086926:20200128_DOM_Holl_RW_2:scan:468	0.83	7	NoID
mzspec:MSV000087006:20200222_DOM_SIO_OW_1:scan:459	0.83	7	NoID
mzspec:MSV000079718:group2_P2_F10:scan:716	0.83	7	NoID
mzspec:MSV000079697:group2_P2_F10:scan:716	0.83	7	NoID
mzspec:MSV000087006:20200128_DOM_Holl_RW_2:scan:468	0.83	7	NoID
mzspec:MSV000087006:20200208_DOM_SIO_SZ_2:scan:460	0.83	7	NoID
mzspec:MSV000086926:20200214_DOM_IB_SZ_2:scan:462	0.83	7	NoID
mzspec:MSV000083889:2019_5_18_Holl_DOM_2:scan:866	0.83	7	NoID
mzspec:MSV000087006:20200209_DOM_SS_SZ_2:scan:467	0.83	7	NoID
mzspec:MSV000086926:20200222_DOM_SIO_OW_1:scan:459	0.83	7	NoID
mzspec:MSV000079714:group4_P2_A8:scan:702	0.83	7	NoID
