Dataset	Frequency
MSV000079329	48
MSV000080183	534
MSV000080574	113
MSV000080628	55
MSV000080629	55
MSV000080630	16
MSV000080905	91
MSV000081077	1
MSV000081116	9
MSV000081151	41
MSV000081343	5
MSV000081351	34
MSV000081354	5
MSV000081482	177
MSV000081492	7
MSV000081741	1
MSV000081808	1
MSV000081949	15
MSV000081952	73
MSV000082049	15
MSV000082261	7
MSV000082433	58
MSV000082480	48
MSV000082582	142
MSV000082608	80
MSV000082612	3
MSV000082616	32
MSV000082618	37
MSV000082649	1
MSV000082650	4
MSV000082813	82
MSV000082944	2
MSV000082972	82
MSV000082973	226
MSV000082978	2
MSV000083055	1
MSV000083073	135
MSV000083077	107
MSV000083083	6
MSV000083102	1
MSV000083106	3
MSV000083300	16
MSV000083383	1
MSV000083475	83
MSV000083541	16
MSV000083559	10
MSV000083647	8
MSV000083665	1
MSV000083766	12
MSV000083773	12
MSV000083791	9
MSV000083825	5
MSV000084020	128
MSV000084112	7
MSV000084314	16
MSV000084325	4
MSV000084556	9
MSV000084630	7
MSV000085141	1
MSV000085142	8
MSV000085446	44
MSV000085467	4
MSV000085847	7
MSV000085944	106
MSV000086107	26
MSV000086131	12
MSV000086209	2
MSV000086415	3
MSV000086483	19
MSV000086639	143
MSV000086676	35
MSV000086821	109
MSV000086830	12
MSV000086989	47
MSV000087087	58
MSV000087093	11
MSV000087130	351
MSV000087135	7
MSV000087322	10
MSV000087364	83
MSV000087612	24
MSV000087646	19
MSV000087685	68
MSV000087702	1
MSV000087885	1
MSV000087904	16
MSV000087905	5
MSV000087923	1
MSV000088040	10
MSV000088087	37
MSV000088137	190
MSV000088335	6
MSV000088570	63
MSV000088640	59
MSV000088646	413
MSV000088697	1
MSV000088770	1
MSV000088790	2
MSV000088821	5
MSV000088823	13
MSV000088829	2
MSV000088830	2
MSV000088842	22
MSV000088843	20
MSV000088872	2
MSV000089210	2
MSV000089249	16
MSV000089306	5
MSV000089310	2
MSV000089313	4
MSV000089552	9
MSV000089558	40
MSV000089834	3
MSV000089835	9
MSV000089837	10
MSV000090000	55
