USI	Cosine	Matching Peaks	Status
mzspec:MSV000085847:27_D6_M_C3_MSMS_Pos:scan:4294967295	0.97	10	NoID
mzspec:MSV000085847:38_D8_M_A2_MSMS_Pos:scan:4294967295	0.97	10	NoID
mzspec:MSV000085847:36_D7_M_C3_MSMS_Pos:scan:4294967295	0.96	10	NoID
mzspec:MSV000085847:40_D8_M_B1_MSMS_Pos:scan:4294967295	0.96	10	NoID
mzspec:MSV000084314:MSV000085519:scan:6253	0.95	9	NoID
mzspec:MSV000085847:41_D8_M_B2_MSMS_Pos:scan:4294967295	0.94	10	NoID
mzspec:MSV000085519:20190430-SJBD-BQ10-P-SIBD-BQ10:scan:4294967295	0.94	9	NoID
mzspec:MSV000085847:33_D7_M_B3_MSMS_Pos:scan:4294967295	0.94	9	NoID
mzspec:MSV000085847:51_D9_M_B3_MSMS_Pos:scan:4294967295	0.93	9	NoID
mzspec:MSV000085847:44_D8_M_C2_MSMS_Pos:scan:4294967295	0.93	9	NoID
mzspec:MSV000085847:28_D7_M_A1_MSMS_Pos:scan:4294967295	0.92	9	NoID
mzspec:MSV000085847:47_D9_M_A2_MSMS_Pos:scan:4294967295	0.92	9	NoID
mzspec:MSV000085847:32_D7_M_B2_MSMS_Pos:scan:4294967295	0.92	9	NoID
mzspec:MSV000085847:37_D8_M_A1_MSMS_Pos:scan:4294967295	0.92	9	NoID
mzspec:MSV000085847:49_D9_M_B1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:35_D7_M_C2_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:52_D9_M_C1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:31_D7_M_B1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:43_D8_M_C1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:39_D8_M_A3_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:54_D9_M_C3_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:34_D7_M_C1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:29_D7_M_A2_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:46_D9_M_A1_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:45_D8_M_C3_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:42_D8_M_B3_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:30_D7_M_A3_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:53_D9_M_C2_MSMS_Pos:scan:4294967295	0.91	9	NoID
mzspec:MSV000085847:50_D9_M_B2_MSMS_Pos:scan:4294967295	0.9	9	NoID
mzspec:MSV000085847:48_D9_M_A3_MSMS_Pos:scan:4294967295	0.9	9	NoID
mzspec:MSV000083789:pos_Cd10MYY_38:scan:288	0.85	8	NoID
mzspec:MSV000083789:pos_Cd10MYY_28:scan:300	0.85	6	NoID
mzspec:MSV000083789:pos_Cd10MYY_30:scan:291	0.84	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_13:scan:288	0.8	8	NoID
mzspec:MSV000083789:pos_Cd10MYY_39:scan:296	0.8	6	NoID
mzspec:MSV000083789:pos_Cd10MYY_16:scan:300	0.78	6	NoID
mzspec:MSV000083789:pos_Cd10MYY_29:scan:281	0.75	5	NoID
mzspec:MSV000083789:pos_Cd10MYY_36:scan:298	0.75	5	NoID
mzspec:MSV000082699:20161109_TP_CS00000001-4_P:scan:61	0.74	8	NoID
mzspec:MSV000083789:pos_Cd10MYY_2:scan:274	0.73	7	NoID
mzspec:MSV000083789:pos_Cd10MYY_9:scan:301	0.7	5	NoID
