USI	Cosine	Matching Peaks	Status
mzspec:MSV000081351:38944:scan:2657	0.74	8	NoID
mzspec:MSV000081351:38948:scan:2571	0.73	8	NoID
mzspec:MSV000081351:38747:scan:2626	0.73	8	NoID
mzspec:MSV000081351:39025:scan:2626	0.73	8	NoID
mzspec:MSV000081351:38804:scan:2649	0.73	7	NoID
mzspec:MSV000082973:A38_153_16:scan:1849	0.72	8	NoID
mzspec:MSV000082650:M024_62:scan:2222	0.72	8	NoID
mzspec:MSV000081492:dhmc_9_1:scan:2261	0.71	8	NoID
mzspec:MSV000081492:dhmc_9_10:scan:2357	0.71	8	NoID
mzspec:MSV000081351:38861:scan:2648	0.71	8	NoID
mzspec:MSV000081351:38826:scan:2572	0.71	8	NoID
mzspec:MSV000081351:38959:scan:2551	0.71	8	NoID
mzspec:MSV000082973:A39_157_16:scan:1815	0.71	7	NoID
mzspec:MSV000081351:38827:scan:2623	0.7	7	NoID
mzspec:MSV000081351:38853:scan:2568	0.7	7	NoID
