file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79550_1x_BA11_01_18217	-0.01	mzspec:MSV000084900:G79550_1x_BA11_01_18217:scan:2537	1	0.93	5	MSV000084900	NoID	MSV000084900	G79550_1x_BA11_01_18217.mzXML	trout, skin
mzspec:MSV000084900:G79465_5x_RB9_01_18072	-0.01	mzspec:MSV000084900:G79465_5x_RB9_01_18072:scan:2525	1	0.91	4	MSV000084900	NoID	MSV000084900	G79465_5x_RB9_01_18072.mzXML	spleen, beef
mzspec:MSV000084900:G79462_5x_RH8_01_18245	-0.01	mzspec:MSV000084900:G79462_5x_RH8_01_18245:scan:2530	1	0.86	4	MSV000084900	NoID	MSV000084900	G79462_5x_RH8_01_18245.mzXML	spleen, beef
mzspec:MSV000084900:G87345_rerun_BG2_01_26213	-0.01	mzspec:MSV000084900:G87345_rerun_BG2_01_26213:scan:2495	1	0.83	4	MSV000084900	NoID	MSV000084900	G87345_rerun_BG2_01_26213.mzXML	chicken
mzspec:MSV000084900:G79335_5x_BF5_01_19331	-0.0	mzspec:MSV000084900:G79335_5x_BF5_01_19331:scan:2485	1	0.83	4	MSV000084900	NoID	MSV000084900	G79335_5x_BF5_01_19331.mzXML	mouse feet
mzspec:MSV000084900:G79334_5x_rerun_BA3_01_19377	-0.01	mzspec:MSV000084900:G79334_5x_rerun_BA3_01_19377:scan:2492	1	0.82	4	MSV000084900	NoID	MSV000084900	G79334_5x_rerun_BA3_01_19377.mzXML	mouse skin and fur
mzspec:MSV000084900:G87392_RF6_01_26179	-0.01	mzspec:MSV000084900:G87392_RF6_01_26179:scan:2519	1	0.81	4	MSV000084900	NoID	MSV000084900	G87392_RF6_01_26179.mzXML	chicken
mzspec:MSV000084900:G96242_5x_RA7_01_32586	-0.01	mzspec:MSV000084900:G96242_5x_RA7_01_32586:scan:2518	1	0.8	4	MSV000084900	NoID	MSV000084900	G96242_5x_RA7_01_32586.mzXML	beef
mzspec:MSV000084900:G72676_BB5_01_18927	-0.0	mzspec:MSV000084900:G72676_BB5_01_18927:scan:2529	1	0.8	4	MSV000084900	NoID	MSV000084900	G72676_BB5_01_18927.mzXML	animal
mzspec:MSV000084900:G79477_5x_RA10_01_17952	-0.01	mzspec:MSV000084900:G79477_5x_RA10_01_17952:scan:2505	1	0.79	4	MSV000084900	NoID	MSV000084900	G79477_5x_RA10_01_17952.mzXML	heart, beef
mzspec:MSV000084900:G79348_5x_BC7_01_19283	-0.0	mzspec:MSV000084900:G79348_5x_BC7_01_19283:scan:2468	1	0.78	4	MSV000084900	NoID	MSV000084900	G79348_5x_BC7_01_19283.mzXML	beef, red meat
mzspec:MSV000084900:G79599_5x_RD3_01_18159	-0.01	mzspec:MSV000084900:G79599_5x_RD3_01_18159:scan:2523	1	0.77	4	MSV000084900	NoID	MSV000084900	G79599_5x_RD3_01_18159.mzXML	bull, dark red
mzspec:MSV000084900:G79575_1x_BD2_01_18094	-0.01	mzspec:MSV000084900:G79575_1x_BD2_01_18094:scan:2529	1	0.77	4	MSV000084900	NoID	MSV000084900	G79575_1x_BD2_01_18094.mzXML	complex
mzspec:MSV000084900:G87367_RE10_01_26169	-0.01	mzspec:MSV000084900:G87367_RE10_01_26169:scan:2485	1	0.76	4	MSV000084900	NoID	MSV000084900	G87367_RE10_01_26169.mzXML	marchigiana beef
mzspec:MSV000084900:G78950_BE10_01_18718	-0.01	mzspec:MSV000084900:G78950_BE10_01_18718:scan:2524	1	0.75	4	MSV000084900	NoID	MSV000084900	G78950_BE10_01_18718.mzXML	lamb, shoulder chops
mzspec:MSV000084900:G79346_5x_rerun_BB7_01_19392	-0.0	mzspec:MSV000084900:G79346_5x_rerun_BB7_01_19392:scan:2445	1	0.75	4	MSV000084900	NoID	MSV000084900	G79346_5x_rerun_BB7_01_19392.mzXML	beef
