Dataset	Frequency
MSV000079520	1
MSV000079521	1
MSV000081160	1
MSV000081347	4
MSV000081463	2
MSV000081665	6
MSV000081673	71
MSV000081675	11
MSV000081681	9
MSV000081682	2
MSV000081750	1
MSV000081752	2
MSV000081936	25
MSV000082049	81
MSV000082068	2
MSV000082069	36
MSV000082072	7
MSV000082074	187
MSV000082268	25
MSV000082388	1
MSV000082423	97
MSV000082612	73
MSV000082616	4
MSV000082618	19
MSV000082727	3
MSV000082734	1
MSV000082743	7
MSV000082820	6
MSV000082944	4
MSV000082969	2
MSV000083004	1
MSV000083010	187
MSV000083014	98
MSV000083055	3
MSV000083302	2
MSV000083396	1
MSV000083446	17
MSV000083689	2
MSV000083760	23
MSV000083835	1
MSV000084101	44
MSV000084314	17
MSV000084475	7
MSV000084591	2
MSV000084734	75
MSV000084890	4
MSV000084900	337
MSV000085042	2
MSV000085120	7
MSV000085226	21
MSV000085537	3
MSV000085744	3
MSV000085944	3
MSV000085991	2
MSV000086107	8
MSV000086131	2
MSV000086522	13
MSV000087522	10
MSV000088255	59
MSV000088335	9
MSV000088420	24
MSV000088661	1
MSV000089210	2
MSV000089483	2
MSV000089491	1
