file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G87329_RD11_01_26157	-0.0	mzspec:MSV000084900:G87329_RD11_01_26157:scan:2347	1	0.87	6	MSV000084900	NoID	MSV000084900	G87329_RD11_01_26157.mzXML	cicerchia
mzspec:MSV000084900:G78928_RF4_01_18381	-0.0	mzspec:MSV000084900:G78928_RF4_01_18381:scan:2422	1	0.87	6	MSV000084900	NoID	MSV000084900	G78928_RF4_01_18381.mzXML	macadamia
mzspec:MSV000084900:G79753_5x_BC9_01_19979	-0.0	mzspec:MSV000084900:G79753_5x_BC9_01_19979:scan:2392	1	0.87	6	MSV000084900	NoID	MSV000084900	G79753_5x_BC9_01_19979.mzXML	sunflower seed
mzspec:MSV000084900:G79651_5x_BD10_01_19997	-0.0	mzspec:MSV000084900:G79651_5x_BD10_01_19997:scan:2382	1	0.86	6	MSV000084900	NoID	MSV000084900	G79651_5x_BD10_01_19997.mzXML	complex
mzspec:MSV000084900:G79173_5x_RD3_01_19505	-0.01	mzspec:MSV000084900:G79173_5x_RD3_01_19505:scan:2404	1	0.86	6	MSV000084900	NoID	MSV000084900	G79173_5x_RD3_01_19505.mzXML	lentil
mzspec:MSV000084900:G83246_1x_RH11_01_20368	-0.0	mzspec:MSV000084900:G83246_1x_RH11_01_20368:scan:2408	1	0.86	6	MSV000084900	NoID	MSV000084900	G83246_1x_RH11_01_20368.mzXML	white carrot
mzspec:MSV000084900:G79583_1x_BC7_01_18085	-0.0	mzspec:MSV000084900:G79583_1x_BC7_01_18085:scan:2421	1	0.86	6	MSV000084900	NoID	MSV000084900	G79583_1x_BC7_01_18085.mzXML	silversides, head
mzspec:MSV000084900:G79269_5x_BF3_01_20020	-0.0	mzspec:MSV000084900:G79269_5x_BF3_01_20020:scan:2378	1	0.86	6	MSV000084900	NoID	MSV000084900	G79269_5x_BF3_01_20020.mzXML	durum wheat
mzspec:MSV000084900:G87377_RD9_01_26119	-0.0	mzspec:MSV000084900:G87377_RD9_01_26119:scan:2345	1	0.85	6	MSV000084900	NoID	MSV000084900	G87377_RD9_01_26119.mzXML	fava bean
mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527	-0.0	mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527:scan:2394	1	0.85	6	MSV000084900	NoID	MSV000084900	G83208_5x_5ul_RB8_01_21527.mzXML	green lentil
mzspec:MSV000084900:G79657_5x_rerun_BC12_01_20083	-0.0	mzspec:MSV000084900:G79657_5x_rerun_BC12_01_20083:scan:2406	1	0.85	5	MSV000084900	NoID	MSV000084900	G79657_5x_rerun_BC12_01_20083.mzXML	fruit
mzspec:MSV000084900:G79689_5x_BE2_01_20003	-0.0	mzspec:MSV000084900:G79689_5x_BE2_01_20003:scan:2401	1	0.85	5	MSV000084900	NoID	MSV000084900	G79689_5x_BE2_01_20003.mzXML	chickpea
mzspec:MSV000084900:G75648_5x_rerun_BG9_01_20103	-0.0	mzspec:MSV000084900:G75648_5x_rerun_BG9_01_20103:scan:2341	1	0.85	4	MSV000084900	NoID	MSV000084900	G75648_5x_rerun_BG9_01_20103.mzXML	basmati rice
mzspec:MSV000084900:72684_1x_BF5_01_17479	-0.01	mzspec:MSV000084900:72684_1x_BF5_01_17479:scan:2411	1	0.84	6	MSV000084900	NoID	MSV000084900	72684_1x_BF5_01_17479.mzXML	lettuce
mzspec:MSV000084900:G75209_1x_BH2_01_17346	-0.0	mzspec:MSV000084900:G75209_1x_BH2_01_17346:scan:2416	1	0.84	6	MSV000084900	NoID	MSV000084900	G75209_1x_BH2_01_17346.mzXML	borage flower
mzspec:MSV000084900:G90219_1x_BA6_01_26543	-0.0	mzspec:MSV000084900:G90219_1x_BA6_01_26543:scan:2424	1	0.84	6	MSV000084900	NoID	MSV000084900	G90219_1x_BA6_01_26543.mzXML	avocado
mzspec:MSV000084900:G75708_rerun_5ul_RE6_01_17703	-0.0	mzspec:MSV000084900:G75708_rerun_5ul_RE6_01_17703:scan:2388	1	0.84	5	MSV000084900	NoID	MSV000084900	G75708_rerun_5ul_RE6_01_17703.mzXML	long grain brown rice
mzspec:MSV000084900:G79661_5x_BH9_01_20064	-0.0	mzspec:MSV000084900:G79661_5x_BH9_01_20064:scan:2399	1	0.84	5	MSV000084900	NoID	MSV000084900	G79661_5x_BH9_01_20064.mzXML	fruit
mzspec:MSV000084900:G75586_5x_rerun_BB4_01_20077	-0.0	mzspec:MSV000084900:G75586_5x_rerun_BB4_01_20077:scan:2409	1	0.83	6	MSV000084900	NoID	MSV000084900	G75586_5x_rerun_BB4_01_20077.mzXML	pearled farro
