file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G74075_1x_10ul_RF10_01_19867	-0.0	mzspec:MSV000084900:G74075_1x_10ul_RF10_01_19867:scan:1653	1	0.88	9	MSV000084900	NoID	MSV000084900	G74075_1x_10ul_RF10_01_19867.mzXML	sesame seed
mzspec:MSV000084900:G78861_1x_10ul_RF12_01_19889	-0.0	mzspec:MSV000084900:G78861_1x_10ul_RF12_01_19889:scan:1653	1	0.86	9	MSV000084900	NoID	MSV000084900	G78861_1x_10ul_RF12_01_19889.mzXML	canola oil
mzspec:MSV000084900:G79307_2x_RG9_01_19212	-0.0	mzspec:MSV000084900:G79307_2x_RG9_01_19212:scan:1629	1	0.83	9	MSV000084900	NoID	MSV000084900	G79307_2x_RG9_01_19212.mzXML	bamboo shoot
mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594	-0.0	mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594:scan:1511	1	0.8	8	MSV000084900	NoID	MSV000084900	G79174_5x_rerun_14ul_RF4_01_19594.mzXML	peanut
mzspec:MSV000084900:74025_1x_BC6_01_17415	-0.0	mzspec:MSV000084900:74025_1x_BC6_01_17415:scan:1657	1	0.8	7	MSV000084900	NoID	MSV000084900	74025_1x_BC6_01_17415.mzXML	mushroom
mzspec:MSV000084900:G86856_1x_10ul_RB2_01_23506	-0.0	mzspec:MSV000084900:G86856_1x_10ul_RB2_01_23506:scan:1622	1	0.78	8	MSV000084900	NoID	MSV000084900	G86856_1x_10ul_RB2_01_23506.mzXML	grain/grass
mzspec:MSV000084900:G78995_1x_RE2_01_18849	0.0	mzspec:MSV000084900:G78995_1x_RE2_01_18849:scan:1668	1	0.77	7	MSV000084900	NoID	MSV000084900	G78995_1x_RE2_01_18849.mzXML	brussel sprout
mzspec:MSV000084900:G73999_5x_10ul_RG3_01_19552	-0.0	mzspec:MSV000084900:G73999_5x_10ul_RG3_01_19552:scan:1638	1	0.73	8	MSV000084900	NoID	MSV000084900	G73999_5x_10ul_RG3_01_19552.mzXML	plant
mzspec:MSV000084900:G73729_RC5_01_17561	-0.0	mzspec:MSV000084900:G73729_RC5_01_17561:scan:1638	1	0.7	8	MSV000084900	NoID	MSV000084900	G73729_RC5_01_17561.mzXML	oat
mzspec:MSV000084900:G87440_1x_BD10_01_26043	-0.0	mzspec:MSV000084900:G87440_1x_BD10_01_26043:scan:1620	1	0.7	7	MSV000084900	NoID	MSV000084900	G87440_1x_BD10_01_26043.mzXML	complex
