Dataset	Frequency
MSV000078607	1
MSV000078620	1
MSV000078780	84
MSV000078789	4
MSV000078891	1
MSV000079069	2
MSV000079104	7
MSV000079105	1
MSV000079134	42
MSV000079150	20
MSV000079151	3
MSV000079181	9
MSV000079243	1
MSV000079274	31
MSV000079398	103
MSV000079416	23
MSV000079444	1
MSV000079485	63
MSV000079542	71
MSV000079598	30
MSV000079615	1
MSV000079621	3
MSV000079651	6
MSV000079652	17
MSV000079677	18
MSV000079679	1
MSV000079680	1
MSV000079697	30
MSV000079706	1
MSV000079707	3
MSV000079710	8
MSV000079712	6
MSV000079714	7
MSV000079717	4
MSV000079719	1
MSV000079772	1
MSV000079773	14
MSV000079777	10
MSV000079787	43
MSV000079788	430
MSV000079808	4
MSV000079813	19
MSV000079819	10
MSV000079888	5
MSV000080000	9
MSV000080016	30
MSV000080030	1
MSV000080031	8
MSV000080050	3
MSV000080071	1
MSV000080142	377
MSV000080167	10
MSV000080177	1
MSV000080179	225
MSV000080180	66
MSV000080181	44
MSV000080182	48
MSV000080183	279
MSV000080186	78
MSV000080187	147
MSV000080188	10
MSV000080335	23
MSV000080397	2
MSV000080469	10
MSV000080518	1
MSV000080558	214
MSV000080627	156
MSV000080628	1
MSV000080673	389
MSV000080905	6
MSV000080918	214
MSV000080933	14
MSV000080961	9
MSV000080976	155
MSV000081045	157
MSV000081048	60
MSV000081049	60
MSV000081050	50
MSV000081123	6
MSV000081160	109
MSV000081171	24
MSV000081284	68
MSV000081326	174
MSV000081343	93
MSV000081347	5
MSV000081351	132
MSV000081364	56
MSV000081463	41
MSV000081470	19
MSV000081477	47
MSV000081482	104
MSV000081486	444
MSV000081544	3
MSV000081571	27
MSV000081659	13
MSV000081665	1
MSV000081670	2
MSV000081673	34
MSV000081675	15
MSV000081676	10
MSV000081681	11
MSV000081682	7
MSV000081731	16
MSV000081741	1
MSV000081748	7
MSV000081752	8
MSV000081807	1
MSV000081816	1
MSV000081892	50
MSV000081893	50
MSV000081894	49
MSV000081936	32
MSV000081950	9
MSV000081981	362
MSV000081999	97
MSV000082000	71
MSV000082005	72
MSV000082048	38
MSV000082049	84
MSV000082068	11
MSV000082069	24
MSV000082071	3
MSV000082072	9
MSV000082074	231
MSV000082082	8
MSV000082128	1
MSV000082156	7
MSV000082157	1
MSV000082220	23
MSV000082268	11
MSV000082277	2
MSV000082322	21
MSV000082323	60
MSV000082324	32
MSV000082325	15
MSV000082331	1
MSV000082354	25
MSV000082374	53
MSV000082387	15
MSV000082423	19
MSV000082432	282
MSV000082433	336
MSV000082480	55
MSV000082493	14
MSV000082608	1
MSV000082612	93
MSV000082614	25
MSV000082616	171
MSV000082618	112
MSV000082629	1
MSV000082630	5
MSV000082647	59
MSV000082667	61
MSV000082674	10
MSV000082678	15
MSV000082683	2
MSV000082684	1
MSV000082685	2
MSV000082686	1
MSV000082690	1
MSV000082691	9
MSV000082692	23
